pid,pname,category,price,brand,supplier
1b984745-a4f2-4c96-b6f0-670b0bda3b99,Job Total,Sports,74.12,Gray and Sons,"Allen, Peters and Mercado"
0fb4aa08-08ac-4580-85c6-e343137cbe3d,These Enough,Electronics,482.86,Hernandez-Cooper,Martinez-Lopez
c5d25d46-296f-4b02-8505-8a83e0a1d697,Keep Physical,Electronics,826.65,Anderson and Sons,"Bird, Marks and Morgan"
bc8baf6d-c3a0-4f8d-a9cc-80b211d639cb,Themselves Wrong,Electronics,939.37,"Williams, Robinson and Baker","Smith, Wilson and Wood"
6b296c9d-1f05-4133-b3ca-e99056ad17aa,Shake Play,Electronics,854.86,Richmond-Parker,"Sutton, Suarez and Hernandez"
1c4d2239-772b-4d85-aa55-f15f98d4de0d,Hand Dream,Home,871.66,Scott-Harrington,"Parker, Sellers and Mitchell"
f1df8e16-60dd-4ed1-b373-d53f34e4727f,Behind Where,Home,79.48,Hill-Solomon,Romero-Martinez
daafe5cc-0bbc-454c-a4fd-25279fc42081,However Performance,Sports,529.62,Le Inc,Johnson-Hall
1ca05abb-a99f-491d-8f6b-e739fb88ad1b,Than Tv,Electronics,544.13,Hicks-Barnes,"Hoffman, Thompson and Meadows"
d4b019b2-c6b7-4ffb-beff-441945e5a4ff,Something Animal,Clothing,347.01,Wolfe Ltd,Hicks Group
743eab28-8202-48e1-9ab8-3d995eef4ee2,Describe Everyone,Books,519.6,"Carter, Collins and Boyd",Salas-Nelson
43e56663-c65a-4556-a5df-43a0f5e837cf,Guy Born,Books,220.38,Johnson LLC,"Larsen, Davis and Sutton"
c3c7e5d1-b9b2-4411-b443-4b6f32b24906,Since Yard,Electronics,59.9,"Flynn, Gomez and Dunn","Garcia, Mcdonald and Hunt"
97ce62af-f04e-430a-94fa-f48b9f831785,I Smile,Electronics,827.68,Riddle Ltd,"Bowman, Garrett and Blackwell"
f4ce5458-e0b0-4b3e-b09b-91e27fd55bea,Oil Deal,Clothing,473.25,"Marsh, Carter and Diaz","Clark, Russell and Allen"
eeab650c-ab4a-4759-8611-8fe5af4cb44c,Bring Others,Home,837.29,"Irwin, Glenn and Griffin","Olson, Short and Johnson"
672d07b9-54b3-41fa-9683-0cf953773a5d,Piece Society,Electronics,648.83,Bird-Thomas,Smith-Ramsey
1d5c7cf6-6001-4d09-9237-026a4282c172,Again Hour,Books,275.36,Warren-Ewing,Davis Group
f0892641-3801-4f27-85f2-4208eef21dda,Fact Project,Electronics,258.11,Harris-Nguyen,Fitzgerald Inc
2d3a8a1b-de95-45c8-ac20-8443078f113f,Field Development,Clothing,494.84,"Hammond, Beck and Jackson",Romero Group
