pid,pname,category,price,brand,supplier
e9733292-221b-403b-bbca-a617ff4428c4,Her Green,Books,743.77,"Davis, Durham and Jones","Caldwell, Russell and Davis"
2e49a294-f7d5-4fa8-9046-e1dcfa2b4c6b,Rise Contain,Clothing,658.92,Dennis-Holland,Johnson-Jones
792896ea-b7c8-4ccc-bc3c-e8c1f21ca45a,Lay Eye,Sports,918.92,"Gibson, Jones and Brady",Ortiz-Torres
acb0a6d1-0700-489e-b61c-ee6caf95ab72,Force Need,Sports,925.4,Durham and Sons,Williams Inc
eecdc6cc-7e40-4324-8b97-281513540c0c,Set Heart,Home,827.51,Sloan Group,"Hughes, Mccoy and Vazquez"
3ae827ce-dd8e-4a0e-ad1b-6c914d670138,Major Race,Clothing,610.47,Cruz Group,Waters Ltd
ec06b298-0977-44a3-81d7-20344a09c4ce,Future Both,Books,30.45,Martin-Benjamin,Norris Ltd
b09695a3-4107-4e40-bed6-64dd6cb30cc2,North Above,Clothing,927.75,"Anderson, Lynch and Hill",Gonzales-Stephenson
d3d08c09-a3d4-4683-8636-b42d173282ed,Bit Heart,Electronics,851.35,"Ramirez, Perez and Baldwin",Mcneil-Finley
0c64706f-1d10-4737-8931-16604ea997b1,Defense Boy,Electronics,156.37,"Morgan, Smith and Cline",Jenkins and Sons
de650d2b-025f-4c61-9129-2b8fd5f1b0b6,Above Front,Electronics,293.7,"Valencia, Martinez and Morgan",Bishop Inc
1b565789-5c90-43f5-a78d-3f4065f12b74,Onto Product,Clothing,762.6,Bennett Group,"Graves, Macias and Bowman"
7fa9aaf4-bad5-42f0-a22a-62f8ef11e16b,Recognize Against,Home,27.87,"Prince, Odom and Spencer","Stewart, Romero and Alexander"
49dd20bb-69e5-4386-b54e-4989b6300b29,Who Person,Electronics,702.59,Gregory-Richardson,Valentine PLC
a311453d-596a-4fe1-9db8-8285b9a031cc,Social Clear,Books,685.99,Cobb and Sons,"Reese, Gould and Dixon"
c3e849d4-4af9-4546-a60e-f863a04d094c,Look Glass,Home,748.06,"Williams, Turner and Williams",Griffith-Castillo
bda1461d-d72a-4da9-9ec6-b0a8bc255185,They Put,Sports,200.55,Smith Ltd,Munoz-Clark
1556e94d-d6cb-48ee-b933-b442c6b6cf80,Fast Claim,Electronics,780.77,Martin PLC,Savage and Sons
b86fbdbb-8ae3-49c3-b300-d16ad2c9136a,Sea Customer,Sports,172.55,Rogers Group,"Glover, Lewis and Davis"
c4661574-b56a-4e93-9ce0-3ac2fb076692,Resource Of,Sports,468.8,Lee and Sons,"Edwards, Taylor and Smith"
8007c304-560e-4b4a-a8ea-f09a3efc8a30,Beat By,Sports,939.43,Fowler and Sons,Brown-Jones
8a949db7-e2a9-4be1-8f9c-3a707d68675e,Personal Glass,Clothing,820.72,Smith Group,"Yates, Mcdaniel and Orozco"
5d2317a5-5251-487d-9b5b-1cf13e35d7bf,Indeed Around,Sports,243.35,"Larson, Craig and Johnson",Thomas Group
26a4b01c-c955-44c9-bbd8-c4dddc25ff51,Pull Heavy,Electronics,522.64,Adams-Smith,Sherman Inc
0aa29b91-ea10-40f5-a589-60bf1af8918d,Staff Both,Electronics,571.78,"Collins, Monroe and Sanchez",Herring Group
03667d4f-6a54-4c2d-beb3-5ed82967f61c,Morning Oil,Clothing,561.61,Love-Duncan,Mcclain Inc
873734bc-e02d-4498-997d-4f556570be14,Either Magazine,Books,157.25,Marquez-Rogers,Burton-Morris
853c7885-3d31-4678-9ec1-bf1631534c75,Direction Image,Home,849.13,Robinson and Sons,"Berry, Wu and Tate"
458e837b-3e37-47f6-a69c-c6031d6cc0af,Page Idea,Home,312.29,"Burgess, Moore and Miller",Sampson-Wells
cd2a5bbe-e721-4950-b62c-2cff61198b89,Floor Can,Books,885.45,"Frank, Rowe and Henry",White-Berger
ea55151b-9e86-4269-a811-7aca8d4c4fd2,Cover Number,Books,982.85,"Ryan, Bauer and Munoz",Moore and Sons
2ec52ef0-5d43-42c3-a382-f9d5ec6fcfb1,Bring These,Clothing,799.31,"Brown, Sullivan and Farrell",Joseph-White
44d74732-d9e0-4f37-856c-7f97231cee77,Recently Religious,Clothing,13.67,Cunningham-Sims,Wyatt-Mcdonald
4cf42929-8fcf-4619-9e1b-67b1417ea2f6,Court Oil,Books,214.22,Hernandez Inc,"Turner, Jenkins and Thomas"
aa31ff64-aaf4-459e-bd34-349de615dc48,Fill North,Electronics,66.69,"Leonard, Fisher and Roth","Combs, Berry and Mayo"
1dd06559-6b60-42fd-8c19-80114028f607,Form Concern,Clothing,706.65,Clark-Francis,"Sanchez, Hart and Powell"
f145334e-08bc-426b-a5ea-776254c1523e,Art Story,Sports,141.73,Smith LLC,Kirk Group
f7c4d12f-7dab-434c-996d-aa0132e0efaf,Method View,Sports,172.25,Monroe Group,Morales Ltd
26fc98bd-5347-4576-a410-e0227fa17831,Building Half,Home,900.06,Mcbride-Burch,"Clarke, Lawson and Swanson"
b5ffe520-23fb-40a0-9b9b-627f49218b8d,Member Worry,Clothing,801.29,Young-Hale,Stark Group
04da38a4-2293-47d3-8fc2-74f59d570c2f,Strategy Until,Sports,483.09,Welch-Park,Pham LLC
26f2aed7-3ec9-4d09-9a35-1bec778a0111,Discuss For,Home,288.29,"Townsend, Williams and Torres",Scott PLC
30df977c-12f5-467e-8bc7-6adc4e58ae59,Affect Wife,Clothing,854.91,"Perez, Davidson and Ruiz",Costa Inc
e155b8cd-61c0-4830-82ac-45dc0ccac435,Dark Economic,Clothing,800.4,Maxwell LLC,Carter-Taylor
6c935aa5-2e52-447f-92fa-3c8406d221bc,Year Art,Clothing,889.42,Snyder PLC,"Pham, Cruz and Baker"
569d36d0-d052-4e9a-b12c-00233772b44e,Various Again,Home,846.88,Johnston-Guerrero,"Maldonado, Moore and Weaver"
d71a7ce8-f9a7-4516-9829-e7fae1c32150,Research Suddenly,Books,937.16,Stark-Davis,"Morales, Acosta and Hill"
ac32002a-3e07-4a3a-8dcf-fe469442d6fc,Show Summer,Sports,848.54,"Mccarthy, Tran and Stewart",Marsh-Duncan
7c6d9dc2-3f9c-4357-8733-60125e6d2f8d,Truth Card,Home,903.05,Campbell-Hensley,Brown Inc
6c643fe1-12b5-49c5-ae89-b37b4b243d56,Could Good,Books,132.04,Lewis Ltd,Montgomery-Romero
3675c0fb-9cbb-4212-a0a3-39e0c659c667,Stuff Measure,Clothing,52.39,"Moore, Garcia and Moore","Romero, Potts and Bailey"
e2c219f6-818f-4226-af25-793861b5fa4c,Whether Present,Home,951.21,Glenn LLC,Miller-Woodward
5428842f-c6e3-4dc4-b3b1-dee177e1851a,About Record,Clothing,796.81,Perez-Weaver,"Hawkins, Hamilton and Smith"
27c4ae4e-7f00-4e45-8c3b-c950fda53d79,Evening Anything,Sports,519.25,Silva-Jensen,Moreno-Espinoza
eaf67d52-08ce-4f8c-86a2-a99838a9352a,Bag Commercial,Books,276.88,Garcia PLC,Pace LLC
2646d234-6287-46ac-85e0-efa303f79c76,Affect Shoulder,Sports,133.35,Price Inc,"Campbell, Brown and Mitchell"
70ba2a20-0d23-449c-b9d7-86692a73c912,Determine Seat,Sports,841.81,Curry-Bryant,Wood Ltd
7224fd94-6ebf-48f1-a835-05c8721a3358,Answer Whatever,Electronics,839.56,Gutierrez and Sons,Hall-Dawson
22c856b6-6788-411b-bc16-ec7557501156,Alone State,Books,454.8,"Palmer, Dodson and Osborn",Clayton Ltd
60cd42ab-f1f8-420d-98c1-1895e89ad762,Like From,Books,817.27,Powell-Abbott,Leon-Singleton
48838812-e31e-482a-a47f-e02599cf7046,Rise Produce,Electronics,524.21,Herrera and Sons,Taylor-Suarez
7eb0c62e-4b4c-4334-a3da-d7e16a5b21a9,Boy Ago,Books,397.32,Cross-Berry,Cooper-Barton
f1d6326e-e814-4e99-9e99-a5dc4723c178,Series Magazine,Home,87.27,Lowe-Campbell,Mora LLC
5f594587-6d4f-4ca5-ab6b-4a443744a37a,Good Official,Home,102.82,Johnson-Smith,Nelson-Jackson
69c32ba9-40e3-4fd5-bec4-b853d6db4c2b,Thus Yard,Clothing,867.45,"Adams, Brown and Gomez",Jones PLC
9577efc1-3158-4259-9112-528b85b6aca2,Avoid Finally,Clothing,370.21,Brown-Figueroa,"Brown, Jones and Sellers"
d96568b8-be77-4fc6-82cf-5bd24a71084a,End Ago,Clothing,417.8,Myers and Sons,Spencer-Huff
b8c31426-6e85-45c3-b78b-31f36b539124,Service Push,Sports,668.43,Hamilton-Martinez,Martinez and Sons
724b1963-84ed-4771-a2ba-5272fcc0850d,Probably Back,Home,691.81,Santos Group,West-Nixon
396d086e-1c68-41dd-8fc6-c520d30af06b,Around Bring,Books,683.56,Williams and Sons,Carrillo-Patterson
54490a07-35ef-44bf-883b-a03b75218c86,Heavy Almost,Sports,611.25,Berry-Soto,Williams and Sons
7c37987b-056f-4be2-8f17-bce0bfb90608,Could Month,Books,769.73,Hunt Group,Potter-Miller
f51749d8-818b-4c65-8054-68aa1f90fec7,Never Scientist,Electronics,938.12,Hall-Cooper,"Whitney, Smith and Buck"
cb5920e5-b8e1-499f-8376-a9c66825ae8d,Standard Personal,Books,349.14,Taylor Ltd,"Schmidt, Roman and Smith"
ff826335-225e-4a30-92b5-6fbc6cfff1bb,People Marriage,Books,499.76,"Edwards, Pierce and Flowers",Martin LLC
d538a6ca-2a3d-4e75-87e8-bfc306fcca69,Expert Military,Books,847.27,Jordan-Foster,"Erickson, Marshall and Rodriguez"
abdcccfc-5e0a-4a95-8dbc-5c37364e39d8,Sell Place,Electronics,754.3,"Hughes, Pacheco and Ellis","Frost, Bauer and Moore"
a7f02cd5-af50-4283-8e2d-3888aab66da0,Prevent Across,Books,766.65,Macdonald Group,Wilson LLC
585089cb-cf1c-4db8-9dac-f0000d17572a,Official Life,Home,852.53,Davis-Allen,Hughes-Durham
a24152c0-1b42-4d8d-b9aa-ecc659ac6c93,Amount Return,Clothing,790.37,Joseph PLC,"Manning, Simpson and Avila"
4c331e0f-ed07-4743-93b9-3b7cc955685b,Peace Community,Sports,679.98,"Adkins, Wilson and Freeman","Burgess, Allen and Stevens"
1acff3c2-7d83-413a-8242-2808b3c015b2,Free Real,Clothing,745.7,"Rivera, Simpson and Lin","Snyder, Jackson and Bailey"
7aeb3f65-0de4-4dba-ba4a-bf126257686b,Stay Fact,Home,382.13,"Pierce, Carroll and Lam","Young, Monroe and Haney"
769290c5-465b-48d4-bd10-b66f32dbcad2,Positive Memory,Books,677.21,Hanna-Schwartz,Perkins-Larson
e6258c0a-7509-4295-937b-a43ec79272f1,Pull Give,Clothing,282.77,Weaver and Sons,Williams Group
1c34d7e5-2628-413d-a97b-0efa13e1a994,Democratic Space,Electronics,20.86,Cunningham-Kerr,"Gonzalez, Smith and Brooks"
ae090a4b-3156-403a-8e2b-e4b49500ca70,Yourself Fire,Books,985.4,"Juarez, Anderson and Manning",Butler-Melendez
badb85b6-9b14-4b3f-9616-cdc2a61d75c5,Build Source,Sports,673.37,"Colon, Hernandez and Perry",Bond-Lopez
5b8c6cba-9850-4cbd-af7e-66247f0ec50d,National Short,Books,994.22,Compton LLC,"Owen, Rhodes and Nguyen"
78c84552-f178-4eec-a67d-c7474a72eb21,Red Might,Sports,363.88,Meadows Inc,Ingram-French
79e3ea84-144f-4628-875f-d7ff11c6f0c6,Without Power,Sports,690.16,Mitchell-Franklin,Cuevas and Sons
6dc4d1a5-5d94-42ae-8f37-044c81668368,Study Age,Sports,45.97,Stevenson Ltd,"Edwards, Hunt and Schultz"
c0a7cf3d-0a7a-4f14-b8ce-a3c3c18b23da,At White,Clothing,11.27,"Thornton, Thomas and Sanchez","Miller, Reid and Mccoy"
5aa86c07-b595-4b86-9189-a48541704be0,Together Ask,Electronics,596.55,Miller Group,Graham and Sons
33a875f2-92d4-4a29-b5ae-6adc78b64df9,Difference I,Electronics,421.53,Smith-Lawson,Alexander LLC
45bd29d5-1d0c-4adf-a6ef-f81238bbac19,Reality Free,Electronics,130.6,"Booth, Schroeder and Ritter",Grimes-Jones
91294f66-bfa9-4f1e-88a5-a6c2f90778ea,Red Position,Books,544.43,Lee Group,Cross-Hickman
13b7ee8f-eef8-4452-a5e0-ab9258d9855d,How Turn,Home,395.39,Russell Group,"Gray, Smith and Bell"
6743ffb0-7212-4ea8-aad6-662d9bafbc65,Skill Know,Electronics,728.21,"Patrick, Burke and Jones",Camacho Inc
e093db80-23a7-453a-aa21-90fd91add7d3,Green Water,Clothing,383.74,Andrade Ltd,Jackson-Nelson
8a4607ec-fbef-4140-823a-6c48f7a4c455,Defense Unit,Sports,307.36,Garcia-Beltran,Brandt Group
605e5985-9618-4678-b2ce-232d37e23ca6,Federal Total,Sports,762.35,Steele-Patterson,Howell-Martin
0e2a57ac-c5a8-4ea0-9d27-a9e182b7e0ff,Especially Protect,Electronics,582.09,"Jordan, Kennedy and Bryant","Thompson, Colon and Hayes"
0588bd1e-77b8-4b00-ae5a-859b16a24361,Painting Threat,Books,630.87,Mcgee-Patrick,Ford and Sons
4c0391a5-5028-4372-9c3f-4a165b4c6837,Century Seek,Home,80.73,Martinez-Ramirez,Torres-Webb
92393f18-cdfd-4224-8146-49981cbc0b49,First Short,Books,936.74,Phillips-Gibson,"Hanson, Werner and West"
5922435f-eb1e-4e72-91aa-cd4848336aaf,Agreement Term,Electronics,713.44,Smith PLC,Hayden LLC
adcecb6d-912f-4d66-a8f9-af3fd50f7506,List Room,Clothing,873.99,Stevens LLC,Hines-Wilson
64530020-eab9-4dd0-93a8-078dc7fa83f0,Alone Offer,Sports,657.64,Combs Group,Carpenter and Sons
1bad549d-e54f-4822-85b4-6787334606fd,Movement Wear,Books,586.78,"Walton, Wood and Gonzales",Perry-Stewart
b1d6c620-06b1-42fa-9202-d80770d5e8ce,Move Recent,Books,541.69,Hansen-Jackson,Wright-Hicks
