oid,cid,pid,quantity,discount,order_date
99eded9c-1623-4b84-a259-3bc68ec6ef9c,d41f4026-fc2a-475c-a582-18b12836a349,a741c381-917d-4d6f-9e3a-8518ed1f4774,1,19.01,2025-11-17T02:50:28.490711
ad887f13-a826-4759-8470-339efb274d33,d0dae133-94d1-43bf-b11a-4a2067c2b119,5d1a2abd-ba93-4a1b-b155-20dd113c5f77,1,5.05,2025-11-17T16:06:23.680632
cb92c07f-cf28-4d7b-af39-620e55c23b7d,e0af32e0-1868-4109-be96-2edb65bcf0fd,3122a586-1b79-4d31-98b0-e415e09fb362,5,4.9,2025-11-17T17:53:42.236626
74e49f85-764d-499c-866f-1483f948a340,3c2f7da7-70ba-481f-b964-8803eb0f62c4,ca5b47bb-a352-4605-842d-863638bcce69,5,6.3,2025-11-17T14:25:06.238955
ea3a95b1-d3f0-42d2-8d18-de2dc522be6e,21ec01b1-0284-4495-9ca4-a54fdd3d1f01,af778602-c643-4fc2-b580-e7d98b01500c,1,2.66,2025-11-17T01:46:49.970587
8985e604-62ec-4fdf-8ed0-a70109f21441,7367ea10-f3cc-40b2-a4ab-06e07d43f65b,38a772c4-31e9-4a44-90de-a4ca9e58f076,3,6.69,2025-11-17T06:50:40.227847
0f8719a2-aa71-4d64-9161-64a2ec9b737b,d4768393-0dae-41bb-9015-f2e88bed15c2,d8e3c74a-5506-4196-80d4-b607c9d5f34e,5,17.56,2025-11-17T11:25:02.136396
f77aa6ff-7ce4-46ec-a5ad-2daeef4ef42e,20512df6-18e1-47ee-893a-9eaad4c8a679,efd1c71c-b012-4335-bef8-227b5e7ddd56,3,1.18,2025-11-17T10:56:50.413641
5176ef77-a617-4c75-aaab-d4a8bfd701de,a17ba20f-6601-43b6-919b-bc2d11ed16ca,eb2e2095-f676-4f2b-8777-c6869d80f326,3,0.67,2025-11-17T16:51:43.778323
748a59f6-fe09-4e0e-bfd9-0f32c16846a0,9fbca12e-175a-457a-8d65-9494cff0d3e0,c135e164-bebf-4840-862c-95003df2385d,1,5.94,2025-11-17T18:40:53.297721
8d5ce9d0-aafb-428f-a0ab-933753126682,1e993f13-6e4e-413f-80aa-5fdfeadf95a0,b1106784-aba4-450d-8691-55a98d7e55cb,5,19.53,2025-11-17T00:28:39.227789
70612515-97b1-47b5-a58a-b823ee0b9647,5772df2f-8890-407f-bdbf-37dfe6aeecea,3f51f545-6e01-41f9-bfbd-b8cfa523eab2,5,2.45,2025-11-17T21:42:36.968614
1eb77215-cf2c-417d-af47-254ec0bbea2a,5bc0bc7a-1bf9-4537-a328-42e2d1c7cc19,e393a6e0-68c7-4110-992b-4c16362def20,2,18.64,2025-11-17T15:12:21.349327
17e6687a-0b17-47a9-8053-3d0ba2c6b51c,b858cf7a-0ff5-4ca3-8db4-95d1af835cae,1e65f783-06b2-443f-a443-0f9ee8826b26,1,2.91,2025-11-17T13:32:15.895896
6df0d904-603a-46ba-8fc1-10f1fee42af8,89eace8e-aee9-452e-8b3a-60b90785eb90,e0f35c78-e63d-4084-a396-c7f8f411409f,4,16.76,2025-11-17T07:14:57.440752
606c3c00-ebb3-4a2b-a188-94d53fe07587,55a8968b-9791-446f-b3ca-f04576973383,efd1c71c-b012-4335-bef8-227b5e7ddd56,3,7.38,2025-11-17T23:33:27.640184
5421c8da-3ec4-4a53-b786-1c8a69755bfa,53950cb2-c659-4d32-8164-91258408e39a,bd4949d4-57da-47ab-89c6-5cc3badf4394,1,13.33,2025-11-17T19:58:21.191690
d95c4a51-681a-4895-8c01-9550dbed8732,2d777dc1-2842-4947-b4aa-8d4c5266ce35,8f518345-b6e7-47a7-a8e8-fe6c70db8a99,1,14.13,2025-11-17T02:14:33.143693
fab33fe6-1640-41a0-a559-58ecdc735e0f,ae01cd4c-331f-4b45-bbab-ac2646b45c70,8de85d09-1252-454c-9c05-f0db0e086ad7,5,11.12,2025-11-17T13:46:20.190958
f4ef14b4-09e2-4bd7-ba1b-eaaf7da0a56e,062fad35-9449-4603-9956-b8a184bc59f6,6b296c9d-1f05-4133-b3ca-e99056ad17aa,4,9.35,2025-11-17T17:51:00.949344
1fd2cb83-747a-4f3c-b5eb-75e66fa014a9,46c8ba92-5b85-446d-be44-f76a9d5f9090,554458a9-5752-46f1-bf67-1001151810cc,4,1.82,2025-11-17T20:19:45.954879
baa6d470-2612-4bbd-b32b-4604d39de9ba,afe6a335-cb61-4ec0-888b-d1198731e35b,7f6a3b26-bed5-4055-a3d0-a9195f62a3d2,4,18.97,2025-11-17T01:22:22.691608
96e9253b-83fd-4fb2-82e5-8eec58cc56f6,25418b9f-c424-4d9b-babf-a77d7bd36aaf,3df459b2-eced-4e9a-8503-bdefb51872cd,4,16.6,2025-11-17T18:40:18.567068
c302eeb4-8bad-4c2e-9736-c0f4d132c1bd,5bec9ea8-3b01-4d0e-bec0-ceba588ed14d,bfcbc3ef-be5f-4290-8119-efb4535e1b69,1,2.77,2025-11-17T20:19:49.664008
401aebdc-cf83-48bf-9cea-e7c5e344fb29,cbe0d1c6-abab-43d7-8361-c5b757e4ee7a,4e3056fb-2484-4534-bfe7-5cb5e1cf699e,5,7.29,2025-11-17T05:44:38.060160
e91ce608-be94-4be5-9b05-171ba13221bc,10d7db6d-51aa-4164-8722-b054423767ed,4517019c-696a-4d92-b7d8-77b077dd7094,3,3.06,2025-11-17T10:47:19.788915
57090e3c-83a0-4c56-a5d9-d9371ff125df,1c301cb9-40e5-4b41-ba66-3e073a1c0a96,1c4d2239-772b-4d85-aa55-f15f98d4de0d,4,7.89,2025-11-17T02:27:55.796889
8a0e7625-16ee-4745-a62c-921c37b302a9,d3d40fe3-c3c9-4bf2-8069-ba8b7f029cfb,19630be3-7ca5-4996-ba07-60eb5c938623,2,18.39,2025-11-17T05:13:41.814899
36ac3842-45f1-4fe7-ad83-5bc2321bdb67,01fc9a39-c097-4e1d-b4e2-ece7630730cf,b9203f60-915c-4a56-8ffd-d8c0a5855879,3,16.99,2025-11-17T00:28:22.471568
92b0fca1-480b-4565-ba53-e4cc08971c4d,040489bd-d5b2-42c6-9087-74acf57ebf26,3b066e21-5b5f-43fa-86d4-a567ea191894,3,16.89,2025-11-17T01:17:20.996791
b3ad9084-f57c-4ecc-8274-ddae81e3b361,e0af32e0-1868-4109-be96-2edb65bcf0fd,03a626fd-35b7-41ec-b65c-94835dd27e91,2,11.8,2025-11-17T19:30:32.722593
efa74e94-184f-4898-81a5-fecd02e074a9,fdfc76de-9911-49aa-b6ec-d87a6654524c,1a9d1919-f717-44f3-a44c-2ae6ca25d3cc,2,12.22,2025-11-17T05:47:21.596118
765a0c3f-5b14-4a33-bb36-22fa837d555a,c060cde8-7e39-4a56-8d18-66deadedfc3e,cec829b7-68e4-4110-8809-f67d1ee723fd,2,14.7,2025-11-17T11:14:13.865965
79b5abda-a914-4414-9ed9-7f7e30f32817,d890f60a-a8a5-4616-9590-83b23057a338,2c24b243-5255-4e96-9965-e9dffb2d7993,1,16.26,2025-11-17T12:13:39.613868
e350e60a-5d79-40af-9443-99f35d9edb07,ecaccbe6-29b5-401c-a74f-49af44b7864d,92bda989-6cd9-45c2-a501-deb031668ed9,1,14.61,2025-11-17T01:17:24.385180
1ae2ff98-3779-48fb-9328-c57c49e07405,94c6b0e6-de5b-4148-b62c-05872d9f29b4,1e65f783-06b2-443f-a443-0f9ee8826b26,5,18.63,2025-11-17T11:37:16.335694
54df6540-bad2-43a2-a372-8ce7a29956ed,3c848964-ba7d-459d-b45f-8888564f2104,5b48cc2d-ed5f-4fea-9003-082cbc86aff8,3,3.88,2025-11-17T12:43:06.438551
579dc336-4b60-4092-b834-0caea944717f,25c39046-b6f9-419c-8f26-f467ffa2c1da,c406f12f-0c94-438a-929a-70df9685aebc,3,0.37,2025-11-17T10:13:42.548057
c3fbb11d-a630-4f21-94c2-c4cb14661356,9c3d371c-b90e-4f9e-bb6f-d964a27b7840,32e61716-7a9b-4801-835f-0a15c92b9da6,4,18.43,2025-11-17T04:32:02.869501
e4941820-c8ef-4961-8b03-4746f49b26a1,34c159d9-da2c-4deb-9560-f3aa92b79171,4587e1eb-405e-4ded-a5dc-eced50f4ac56,5,2.03,2025-11-17T16:32:30.770585
83d8355b-4705-415c-803f-263f772999d0,d2dfff05-75f9-4803-8402-ddfc03093fe3,85b6ea9d-57c1-437b-896b-ff60272a3582,2,18.29,2025-11-17T20:15:26.695344
491bb1ec-9369-4ad5-b935-0c897366b8f6,19470aec-c5c8-4abd-b7ab-2ede9158e0df,3a660fea-3f16-45bb-b124-8c9686ad8e0a,5,18.91,2025-11-17T18:17:27.062338
3c6e7dcc-5596-4e20-bd68-3e66bbaacfd4,a4bc7d3a-c7f6-412f-a377-970848bb2849,14d6380d-af62-4f48-8564-e5c521288927,2,7.22,2025-11-17T23:09:23.363377
884d9374-fab1-4610-847e-5f30b5cb8882,01c5f096-d4fc-4a5b-b2a0-ac20da7f7439,9a8d900c-15e1-4419-ada0-71d301a8d1fb,4,17.68,2025-11-17T07:42:48.074131
f5a825df-5832-467a-bf5f-c642dd614b1e,9c3d371c-b90e-4f9e-bb6f-d964a27b7840,a69d3d56-0ead-4f00-a7fa-33478e28b693,3,0.97,2025-11-17T03:28:37.708151
eec26d3a-a0dc-4c69-9f80-0aab0a5bf5de,391b464b-1ec5-41d5-80df-77fbba3ba654,4639ee07-fb22-4b50-afa6-c95f0a45ce3f,5,17.15,2025-11-17T01:17:27.543515
9d05fa2f-8b4d-4322-abe7-3307f7b10fcb,aa1813df-4401-4811-8e74-8e45272eec86,0fb4aa08-08ac-4580-85c6-e343137cbe3d,5,17.79,2025-11-17T14:15:48.561909
4389afe0-79ad-40d8-bee8-13f87bd20ba1,9e1fd09a-9ae3-4135-b2f2-465cb55e257f,b1f62b64-37a4-4b21-9897-e4f3f5fd78ba,3,18.59,2025-11-17T02:19:14.898444
6f919475-5554-4965-b345-46ad201f93a8,ae01cd4c-331f-4b45-bbab-ac2646b45c70,17e6aede-004a-4f3c-8923-5c5fca002836,1,19.12,2025-11-17T23:42:47.482873
b5fec858-a56f-4983-9d4f-43300cd399af,4f37fa91-91af-42d7-8a0a-228b99dccd44,2890b09c-e919-40bb-8adc-4d2f32d86381,5,13.75,2025-11-17T05:22:16.168845
e08cfed3-fb6a-4f25-97c4-59ec7a92f0e5,1982bfde-26de-4528-afe7-138caf11ca36,9a0094a0-8284-404f-adda-cb0b8c879d7b,2,15.09,2025-11-17T13:34:59.324052
fc17a7ea-c004-403b-ab97-a9c44767cdfd,6cd63fa7-4f81-48ea-9439-8a9b8e1ce40b,605652f3-6e29-4a89-b092-c3c231d9214a,5,10.46,2025-11-17T11:47:31.659812
95e54867-b773-4067-a611-bf3309a24755,a1a41f87-7b5d-4b7c-99cf-fe05525dac4b,1e6b4971-9092-4c6a-bb4f-a67ec4dc0925,4,16.49,2025-11-17T22:53:27.542863
7e140527-474e-4e53-8a41-0fb1f4168137,bb76e302-0265-4738-b06e-c556d01ba581,5429c937-a554-4d22-b221-50b60eaebbef,2,0.06,2025-11-17T15:30:07.804986
2d5a7f2b-9f66-4767-9c90-ae843d2875b2,f1660673-2782-48a7-b821-f4a6271d4562,5d726237-fa5f-4568-805d-28e3ce1a1fa7,3,14.53,2025-11-17T10:29:12.799543
67657aa1-0201-4449-bc9b-e0c5f25e3c0b,65441db3-0405-468e-97d6-14fd9bc9c6ad,5764ef14-1a80-4afe-9e65-94ab4091816d,4,6.05,2025-11-17T17:56:08.221251
c3836d9d-d187-4d41-9c39-736f6db36506,5562e979-8271-4dcc-88d8-83a6c3fe1424,62b1b2de-ed37-4247-90ad-e9b34e13ccdf,1,13.64,2025-11-17T20:33:11.737497
f530878b-2083-4161-9af8-ca4d5434cd60,25418b9f-c424-4d9b-babf-a77d7bd36aaf,c751fb5a-fd1b-409e-98c6-90f077cb2a61,5,15.37,2025-11-17T17:59:59.084638
c35b5a7a-19ef-4f5c-af7e-09a2d40b376f,161b8d38-39a0-4ab6-be14-4472e2121690,e064cf3a-fac4-42e4-860e-8e6dfa0661c9,4,18.88,2025-11-17T03:07:20.528710
175ba0c6-4c1b-4632-a65c-4a2503ca7644,a3472649-9e36-4a70-9160-6bbdf180fbc5,e9f5a7dd-66b5-46b5-97ea-140e861947fe,5,10.77,2025-11-17T11:37:41.003226
89a872af-71b3-4728-aac9-0729c74066af,35da3e77-9198-4462-b755-13a76731612b,3c4adc33-5c6f-4c3f-8d17-574392c42cf7,2,12.26,2025-11-17T07:13:40.021568
9b25bd57-973e-41dd-ade2-0db9e9c16c47,cec2ce23-7f0c-407f-9db4-14701f354460,9a9e1b43-7abd-4a67-9309-f1021d4fe4b7,3,3.29,2025-11-17T21:00:06.505769
e3ff73a5-997b-421a-bdec-dffbba07ff51,e06cc1d9-447e-48cc-b141-7fe90f261b6c,063bd716-593c-4004-911d-87f378313f98,5,10.9,2025-11-17T18:25:01.531997
b2c14ded-0323-45d9-a82e-60c545fe26d5,e0c59bd2-6307-4386-b521-824ea8865f5a,d6d7dfec-c141-4429-a346-884de527f2ae,4,1.55,2025-11-17T07:06:48.529571
4673486b-8cbc-44a4-ac77-24484d060f08,ff2a6fe9-2f53-4aa2-a0c7-ff4e8d5f6f24,eb3b1a44-eb9e-4516-a1ae-8655c73b27d3,4,9.0,2025-11-17T11:38:43.839790
0371fe7e-dcaf-4509-8d17-de1592d746e5,64b0c528-3ec3-405a-a817-101067114b2c,01009ee5-041f-464e-8745-bc0bf32e458e,1,1.65,2025-11-17T14:30:05.102397
2b56f496-5bc7-49aa-8b53-d174e35f7d11,062fad35-9449-4603-9956-b8a184bc59f6,f72dd782-5578-40b8-9cb9-a2c969bc92e2,1,12.78,2025-11-17T14:30:43.870945
63e80800-ac7c-4841-b2da-8164f3168baa,e541b0b3-857c-4a02-a0fa-9cb404edda47,8e93fb92-a1a0-4630-8746-c4600cfb1bac,4,10.16,2025-11-17T02:21:04.216548
7a55607d-6d67-4665-9602-d51140f0aee5,5dc6ca60-a68a-47a5-a3f0-b34e037782b1,dc01b38c-5432-4953-a504-ac9dca9b379e,5,5.69,2025-11-17T06:20:49.366933
