oid,cid,pid,quantity,discount,order_date
dd2590dc-3df3-41dd-9821-94a1fb47705e,673958ba-f189-4690-826a-c16937c906cf,2e0d1d59-4a37-4305-81e2-01bac0431fab,4,6.16,2025-01-08T03:03:48.072070
6c2d354b-bf82-4d6e-9e27-5d21fcde40c8,370f7c2a-5bcb-44a3-aaa6-3ff0feb201af,35792727-b117-4045-a12b-d7636b6b82a1,2,0.31,2025-01-08T17:13:47.916920
5f998b38-6891-4f06-a4e1-865b6ebfc69a,4a052a1a-17ee-4376-b141-ea1fbdf51cd1,61be772c-6910-4020-bf8e-6ae8642c9200,4,6.71,2025-01-08T15:49:16.490047
8cdf5bce-de0e-43f3-b2e6-228029542749,23ea2141-ce7f-46e9-a10e-d9d3dd86bbc5,f2c468cb-08b9-4195-965f-b4b2ed3f2897,3,5.39,2025-01-08T02:52:17.046522
5534abc2-ddc4-4d04-bb8b-700347341513,71272525-7092-447b-afa7-10616b9daccf,8ab5566d-fc44-4084-a2a2-1d6132c8da89,5,10.46,2025-01-08T21:07:32.001071
7dde9f8b-0ee7-449b-a061-998ba0095e51,d083c196-5921-4c02-847a-06417c550a11,bbe19a77-e235-4a02-81dc-c3e02ef69994,1,1.56,2025-01-08T18:13:14.547685
094bed77-52f9-40a6-9489-27cf0914f2b4,a38d58e5-aa5e-47cf-9c26-8f0232281b9a,088decdb-03b3-401b-9b08-55fd9d1cbc90,5,14.43,2025-01-08T16:24:20.437598
934b0d53-7931-43eb-8f52-abda9adec349,36221a30-3374-4b59-bf4a-6b97387d95b4,d97a76ed-aeb2-4c20-aba0-db983feb5dce,3,12.97,2025-01-08T03:11:46.121399
c223626f-9d9d-41b3-9b14-fc7813a4918b,def69af6-1f51-4f0e-b155-213d8e2a2f71,35d4f36b-8afc-4c6f-857e-779d8e50134d,5,6.09,2025-01-08T06:31:27.162413
c0d94d60-04cb-4a2e-81eb-0671fdb130f9,d8768f97-d291-45d7-bf97-e2db10932ef7,f1275207-dc18-44c0-a147-7de669736454,2,1.35,2025-01-08T04:32:50.411685
b78b6bf4-f572-4a54-980c-bdaaa1016de8,1982bfde-26de-4528-afe7-138caf11ca36,d4095fa7-f7da-4d7a-8ea8-3944964afb49,3,8.91,2025-01-08T19:38:28.837305
ec8ddd04-46de-4f6d-8fa9-01ce3f6c864e,3f5888da-78ca-4fae-883d-cbd9762989a3,b9a8b523-8daf-43a7-b744-f63f09dee660,3,4.92,2025-01-08T10:36:03.081728
1df2fa9c-7697-454f-9635-3cf2e439c7c9,89eace8e-aee9-452e-8b3a-60b90785eb90,3ceb92bb-5f00-4718-9bb1-0e58b9002046,2,19.89,2025-01-08T10:02:13.238071
6eca234c-2ece-4c65-b840-206e332fc32b,0aa2d897-9dae-45b2-a58d-b05f8056a199,a7123574-43d9-4e03-9816-a711f3f3273b,3,7.91,2025-01-08T07:01:57.242519
7b71d210-900d-4482-8f2b-8309599268d7,a6fa57ec-d1b5-4bf5-bf81-a4bc38ef385c,9ccaeaba-ed8d-4f89-bd93-99cf87162a75,2,9.98,2025-01-08T14:21:53.409775
3a58d9f0-0ea8-4c1b-a375-57aab7c9aa73,36221a30-3374-4b59-bf4a-6b97387d95b4,56aa28ff-b61b-4133-83d6-c007e2896269,4,9.68,2025-01-08T04:54:24.846946
5f206d70-d61e-4f6f-b28e-ed31f14be656,eac63216-28d5-4ab0-8a61-bd21ce70024b,320981d4-06f4-4094-9e99-e61e4f72fc7c,5,5.75,2025-01-08T15:42:29.348430
35b01187-b047-4fc6-aed2-be2c4df9ea33,963031ce-4521-4eb3-b367-d8d87ee9fe09,d4e67666-5bdf-45a3-a21f-40142dd524c4,5,12.05,2025-01-08T14:45:52.449676
f3a72e05-37e3-421b-a9b2-8f1162f14bca,740e2d01-9dbd-4f7f-9267-b05af117ed85,4cd65e2d-a40a-4ee5-92d2-5e4a77c88593,1,12.21,2025-01-08T16:43:49.160636
ce1ce0fe-f513-4ce0-b194-d7c1e2a3ff42,0d8c1383-8b33-4e3f-a6f1-b3d3605d66cd,eb078636-d016-4aa6-ae00-2387788ffde6,4,0.06,2025-01-08T16:02:44.496835
3d8cb8cf-ee59-494c-aedc-0e3dde19a9c3,4747a367-f111-4121-8b2b-e8497dd7767e,f0892641-3801-4f27-85f2-4208eef21dda,3,3.24,2025-01-08T03:48:12.547235
a5dcb505-1b32-4685-8110-6e947ae32c2c,f530cb7e-7ce5-4256-9d4e-324f581521e3,d8e3c74a-5506-4196-80d4-b607c9d5f34e,5,4.46,2025-01-08T02:26:45.918129
e8892be8-35a4-48d5-bf68-5be869a2556f,af3ecd15-adad-4cd3-8a46-040f4dc22241,9cf39036-48cf-41e5-b173-1f770730d7c8,4,9.27,2025-01-08T20:13:45.183053
13b9d8ee-a5c4-4709-b7d7-9f249e686796,51f74f0a-defc-44ba-9400-ef2307b7998a,65d03a97-fc38-4947-a8d4-5fb9ba54a732,3,9.95,2025-01-08T16:34:37.758534
f6b7156b-14de-41bd-a668-2537406e3443,178cb293-eb88-4f8b-8acd-a5bb2dd32454,9926c741-a386-4609-874f-fa6a86d0843e,4,17.67,2025-01-08T12:48:18.859808
22d2b937-fc30-459c-af50-b4fd324c881c,3e391bbd-6f32-4679-9d75-75bd7bf5904d,eb2e2095-f676-4f2b-8777-c6869d80f326,3,7.14,2025-01-08T14:40:32.056341
a63e56eb-1b40-417e-a44a-c2a9df6e00b3,abcb262b-6566-4cd7-93b0-5fa4edd91fc0,4639ee07-fb22-4b50-afa6-c95f0a45ce3f,3,2.08,2025-01-08T02:23:48.090979
16df0e8d-3412-4b78-8689-4148ff96f125,94e299a4-c2a5-4c63-9ca0-1bfb1b0db405,07bce64d-659d-4083-b97b-ed9599ebef06,4,1.42,2025-01-08T01:31:24.132919
08f6caba-e8aa-42d3-a939-5346e88480ad,49ab2e7b-7ec1-4bb8-b0aa-15901899d9b4,67f3f19c-1ed1-499e-9ac3-12825bb04ce1,1,17.72,2025-01-08T12:05:21.688145
4df756a7-4058-4a6b-9e55-7eba4419a6a5,9fea17c7-6d5c-4e72-b02f-d5b90f9e2cc5,eff3e436-8f67-48f0-a8b9-94fb807a0ba0,3,7.65,2025-01-08T07:27:43.478274
770fa7a3-b549-4122-9df5-0a334bf516d8,84494a8f-03f5-4f9b-83e6-58659bd4316c,9a8d900c-15e1-4419-ada0-71d301a8d1fb,4,2.24,2025-01-08T11:44:56.671416
c974ea02-0e7a-4651-a029-1ba87d44a7b8,161b8d38-39a0-4ab6-be14-4472e2121690,45e5a308-9dbf-4d61-a6c7-a6c47c4992d5,2,19.58,2025-01-08T11:53:18.738600
0e89ef1c-96cb-4fd1-8222-c35a20167a90,734312b7-5d8b-40a6-a2c1-3690520f64cd,55cdacba-b345-4517-acdb-d7426288e88c,3,2.65,2025-01-08T14:42:05.139264
