oid,cid,pid,quantity,discount,order_date
3133f13c-0222-4f8d-9df0-418daf5185e2,9fbca12e-175a-457a-8d65-9494cff0d3e0,5c659dfa-cd9c-4e95-8e25-ceed5b8d1aa9,3,10.39,2024-05-08T02:46:23.670548
d524c173-0e5a-4434-b017-a3837f54ebab,062fad35-9449-4603-9956-b8a184bc59f6,5c659dfa-cd9c-4e95-8e25-ceed5b8d1aa9,1,6.28,2024-05-08T22:10:49.503550
a80c7e9c-bffa-4aa9-b78c-477018ef84d5,41c55896-3104-4a91-81e7-d73021fc60d6,c135e164-bebf-4840-862c-95003df2385d,2,0.2,2024-05-08T02:50:08.163380
0bd3f819-830b-4e14-9ee2-edbd8b9184e7,81686323-799c-42e9-8426-58f60dbcdbdf,3cdac4d8-b970-4038-a0c5-3f5bb0d3dc48,2,13.2,2024-05-08T14:02:17.794139
f676cbfe-fd27-4043-9bfc-5183143cebab,9ce839f5-225f-4b2f-9895-eea15bd4daa2,17cb3a97-f35c-4b05-af1c-eed913756379,2,9.78,2024-05-08T21:48:23.126508
597324fc-f107-48d4-a203-6320d0829d56,4f3ba29b-1d7a-4c4e-994f-85f1be976ea1,2cb5370b-db79-449d-9085-cc5bdd247a82,4,10.09,2024-05-08T17:26:58.220599
fb9750e7-c159-4de4-ae90-277738766098,4dc3eebc-a4f8-4394-9bb4-c3cf7666f7f9,17cb3a97-f35c-4b05-af1c-eed913756379,4,15.65,2024-05-08T20:00:01.100848
6ba19a9a-18a8-4218-8e0c-25290aeb1292,1cacd7fa-61f6-4423-be3a-1964404ebfb2,dc1f23bb-80c2-4f4a-9ec0-534dd80604c7,4,6.27,2024-05-08T04:25:17.932812
e73cb619-f6d2-43e3-8003-490f2458a7cc,363b3bf6-243d-4276-ba59-a4b094d2620c,936f0790-1a79-4119-b749-d257d8ed55ac,2,12.3,2024-05-08T18:11:28.226445
23b60c97-322f-4344-90f6-0dee40d83500,1c745696-deed-493b-adc5-abd5b6451404,82e2a6bb-6544-430d-97da-a569b205ba83,3,5.53,2024-05-08T23:29:44.474179
0d82b6c0-254d-4482-9822-406b726087a1,ef2fed9f-ae4e-457b-b9bf-4530dbb1db7a,c54b8109-f6a1-43de-bd56-6774eb3a1efe,5,18.19,2024-05-08T04:08:19.909293
8834f55f-7a2c-47a3-8c92-c1fe78a15f81,24c420b5-80b7-4aeb-9dec-17f3d63ef2af,42bb992f-d088-4d2e-b76d-9c7849cb6314,3,17.89,2024-05-08T12:04:00.815259
cc2b49cd-b0de-4061-942b-b148b430ca65,d890f60a-a8a5-4616-9590-83b23057a338,2cdc2f84-d57a-4691-9e39-a9910d4420aa,5,3.6,2024-05-08T14:03:28.884884
5de30016-389e-491b-a4ba-c2870307a2c6,877d7a99-17da-4287-bdc5-7a13e9749f12,9e01068a-32e0-4e26-aad4-424e947d67c6,1,10.27,2024-05-08T01:22:26.785765
4b9d8d7f-f299-44e2-8d21-a93212823efc,86d88c09-4a9d-4093-9382-fa7c652ba07b,d0264608-6561-4326-b25d-1fe25696b08b,4,9.18,2024-05-08T10:49:46.276645
71d38d92-2cfe-4935-bf0e-613f93d4ce76,e0c59bd2-6307-4386-b521-824ea8865f5a,5e103072-af50-45e7-80d3-4a98ff1066af,4,15.56,2024-05-08T14:20:14.715735
8d98e014-142f-4720-946a-59a2b9d7e368,84fff50f-527c-44ab-b925-6142be50c997,f5bffb22-b519-4bf4-9c29-f7e066129416,1,10.71,2024-05-08T05:04:28.296019
