payid,oid,amount,method_payment,provider,payment_status,order_status
e6c452ca-66ee-4c5b-b045-2f087c08deda,562017b0-88fc-468c-a920-dc4915b9c853,993.41,Credit Card,Stripe,Pending,Cancelled
bbc36ac3-8754-4f28-9a81-1cfb85a44e88,96ce9c3b-a13e-413a-aa83-4fd3f0ef8201,1020.77,UPI,Square,Paid,Shipped
e050fbe4-09b6-4fc0-8c6a-47934e8bb39c,7212f61c-c62e-47b2-8bf1-086f968ed14f,785.23,Credit Card,Bank,Failed,Cancelled
9b2b5c67-a0f5-45c7-8ae3-68674168915d,c8f5d6ab-37ff-42aa-ae50-9d56802aca76,956.69,UPI,Square,Paid,Cancelled
2c07f355-8d99-4987-b7c8-63c45c0cc129,c27e2023-afe0-415d-8375-4f311806df60,2949.74,PayPal,PayPal,Failed,Placed
70642858-8b3f-4339-9687-c054b4325679,92302093-9dc2-4d69-b2ff-52b70b42c24f,40.38,Cash on Delivery,Bank,Paid,Placed
f1a894c6-a114-4152-abb5-09ac2543ac18,91ba5b71-5c1a-49ff-b3ed-9ffb580a3fba,362.57,UPI,Square,Pending,Shipped
0066f681-a7f1-44e0-a835-b73937f77a49,262c8803-9fad-4924-bc30-8a8685a4366a,906.48,Cash on Delivery,Bank,Failed,Shipped
179e0b0c-a197-404b-aa2f-b0e85fd55f7d,b86cbdab-0574-4c36-9fe6-8a2a13044dfc,1561.38,PayPal,Square,Paid,Cancelled
2a8bc9d7-14d9-4a9b-8813-736cc2a637e5,9e8f1ced-1663-49f5-b5e7-b174a15b3734,2151.85,Cash on Delivery,Square,Paid,Shipped
14ade8b7-cb0b-40ea-b976-95e8157bb9d4,15cfa91a-b02d-4030-9f09-437065224031,608.63,Debit Card,PayPal,Pending,Shipped
1796b84b-4239-4a5f-8786-c8dd925caefe,6b86feef-9010-48b8-ab08-df2b5ed3d4a6,2572.85,UPI,Square,Paid,Shipped
e4d812ce-6f92-4b15-9a62-120b69fbf47e,d7bb62eb-e64e-4549-b89e-570ea0268027,1740.77,Credit Card,Square,Failed,Shipped
7a284fe7-d12d-44a7-93d0-77e0e7b929aa,dec68685-408e-4d43-ab5f-bb85105f8172,189.09,Credit Card,Square,Pending,Placed
85c4f7b5-f009-4f7c-b290-6e475a8e0a9e,8f61e0d3-19d5-4faf-ac21-7b0cd8809d23,1586.62,PayPal,PayPal,Paid,Shipped
