pid,pname,category,price,brand,supplier
1d87bc39-837c-432c-9ed0-0d9956d99852,Agency Mention,Home,516.34,Hardy Inc,"Rhodes, Murphy and Walker"
410b7eaf-9fd4-4224-bf5d-41e51c40f2ec,Second Practice,Books,299.44,Barnes PLC,"Miles, Singleton and Patterson"
420edc58-2a4b-4bc3-8045-a9a4da2f0d91,Movie Particular,Electronics,118.2,Herrera PLC,Walker-Vazquez
7f40659b-1246-4925-a700-21876ebfb1f7,Under Popular,Books,62.03,Thompson Group,"Key, Marsh and Clark"
10527ecd-e6a2-4e78-aa56-dbcc10eb349c,May Current,Books,360.53,"Sawyer, Lloyd and Carrillo","Jones, Gonzalez and Norton"
2c24b243-5255-4e96-9965-e9dffb2d7993,Put Admit,Sports,12.71,"Martin, Reeves and Charles","Smith, Adams and Nelson"
49e51399-497a-4fa2-b795-3d40016daa4c,Office Rest,Sports,613.26,"Smith, Raymond and Velazquez","Jones, Delacruz and Gutierrez"
87a2339c-8bb0-494c-ad7e-c7a2517849b8,President Street,Books,588.45,Guzman-Stein,Maldonado Ltd
e8ac7523-5bbf-47a6-81ca-47f9b84ee66f,How Store,Sports,831.46,Chan-Randolph,Lambert-Tyler
eb040cb8-9631-4927-a96f-502894bc3677,Born By,Books,285.39,"Luna, Marshall and Peck","Moore, Hawkins and Jones"
8b8d008a-06c7-4ec9-92ba-df8e69ce385b,Example Course,Books,452.61,"Gray, Le and Contreras",Smith-Bowman
37111c5a-f752-4b46-85f8-43e30af81499,Establish Girl,Electronics,854.16,Cole-Thompson,Clements-Miranda
65d03a97-fc38-4947-a8d4-5fb9ba54a732,It Blue,Electronics,226.91,"Douglas, Hernandez and Miller","Walsh, House and Lewis"
ee9a581d-22a5-4035-a636-ec1af8bd4e23,Degree Whom,Books,136.49,Doyle Group,"Nunez, Hamilton and Gray"
f994ad34-881b-44c7-9253-b0628fe77992,Stand Paper,Clothing,177.49,"Dodson, Santos and King","Williams, Dougherty and Solomon"
d34f4278-12ee-4670-96e3-f2fcc33a3fd0,Finally Since,Sports,568.57,Jones-Santiago,Hickman Group
b9a8b523-8daf-43a7-b744-f63f09dee660,Hour Material,Books,138.72,Martin Ltd,Macdonald LLC
b39fc819-2d73-4f3f-b0ca-d0c3c480d517,Social Ago,Home,196.68,"Pitts, Williams and Smith",Lee-Carson
9a9e1b43-7abd-4a67-9309-f1021d4fe4b7,Of Challenge,Clothing,98.26,"Rodriguez, Richard and Trevino","Walker, Henderson and Taylor"
5b48cc2d-ed5f-4fea-9003-082cbc86aff8,Wide Direction,Clothing,751.44,Thompson Group,Mendez-Fernandez
41fda356-ebfe-4d74-9259-7707c48f9da2,Dream Person,Sports,766.03,"Fox, Anderson and Mason","Noble, Henry and Salazar"
31a33697-8510-44ab-aae9-36ad76510bbb,Support Class,Home,390.36,"Webb, Jackson and Thomas","Cook, Jones and Bell"
e8f86b1e-74d3-408e-a033-59370049a8c4,Reason Month,Books,375.42,Woods PLC,Wilson-Bond
ecd98fdb-8c03-4a7a-942d-1d1729937d38,State Like,Electronics,808.18,Pennington-Garcia,Jones-Montoya
ea09df11-1dbf-49e7-ba2d-9cfcbaff9ee5,Say Buy,Books,827.99,Lawson-Schmidt,Romero-Ho
dd98283b-eb06-4dec-a042-67277cdd4104,Hour Style,Home,690.94,Dawson-Yates,Hebert-Ray
ad919f1e-b120-41c2-8d75-8a233ce75043,Thank Start,Books,932.16,Tran Ltd,Howard and Sons
1ae064c5-df9a-4ea3-8242-a7eecce7d859,Woman Cost,Books,302.72,"Jones, Hayden and Gill",Wells Ltd
3e96ac32-6cfd-48cd-a738-ec6e443bc722,Test Center,Electronics,987.35,Williams Group,"Reid, Grant and French"
c0c8bd51-7947-4e87-8ddc-02c0b7e288e1,Baby Low,Home,604.6,Pugh-Kennedy,Bates Ltd
2ecbef0d-67fe-4cd4-8658-c60ae493a245,Local Set,Electronics,169.84,Davis-Sanchez,"Cortez, Rodriguez and Foster"
415c5186-b0bb-4a59-b995-989816b05408,Democrat Along,Electronics,154.35,Soto-Mcguire,Hodges Ltd
aae62abe-a720-4c89-98a6-93175a27b7a0,Sit Base,Clothing,975.34,"Valenzuela, Schwartz and Lowe","Sexton, Davies and Reyes"
632f16c7-d069-4be9-947f-09fbb0f8ee4d,Talk Yet,Sports,126.16,Mcconnell-Phillips,Hodges PLC
93afb4d0-133f-40f7-9488-7c1eccdc5872,Week Right,Sports,774.83,Oconnell LLC,Chapman PLC
4fecd902-ce19-4e46-8c69-5c1d2b04f6a2,Plan Experience,Home,704.65,Christensen Inc,Kim-Brown
67f3f19c-1ed1-499e-9ac3-12825bb04ce1,Market Water,Home,863.86,Manning and Sons,"Wise, Crawford and Lane"
daf5ea74-7b7e-4598-8324-61f0abe4878e,Seek A,Home,261.72,Hawkins-Payne,Garrett Inc
af850b8c-fe82-442c-a96e-e9fc3073f986,Remain Money,Books,624.9,"Long, Pacheco and Miller",Edwards-Lee
2999b6ec-9dcb-4f64-acb8-96ece68f4a73,Enter Action,Electronics,998.04,"Valencia, Davis and Lopez",Burton LLC
c2d81071-cbe4-4564-b944-550262310352,From Performance,Home,334.82,Howard-Stone,Sanchez Inc
8de85d09-1252-454c-9c05-f0db0e086ad7,Spring Return,Books,811.48,Morales LLC,Nelson and Sons
ccb63506-494a-4e7f-8bc5-07693e6ce23d,Child Newspaper,Books,144.18,Stanley-Soto,Hansen-Roberts
51562375-ebf6-44a2-b4dc-76fd71a17cb2,Happy Cost,Sports,536.65,Wilson-Jones,Zuniga Inc
fd6c3c13-32a4-4dab-aa0d-3f0a7ac7ba17,Condition Market,Books,88.62,Kelley-Salas,Nguyen-Beasley
314b1891-077e-438f-93c8-73da2351d258,Court North,Clothing,965.69,Hardy-Schmidt,"Weiss, Meza and Frazier"
613238ac-8189-4d21-98a1-89ab57dba501,Them Election,Home,751.31,"Miller, Kennedy and Henderson",Ramirez-Murray
c406f12f-0c94-438a-929a-70df9685aebc,Dinner Represent,Electronics,653.48,"Oconnor, Arias and Santos",Martinez and Sons
e188e710-aa4a-452a-bf9c-c2740ac92139,Animal Yet,Electronics,208.26,"Curry, Shea and Ruiz","Holder, Brown and Sanford"
d42ee0e1-8417-41f3-9ef9-70a17fc4268e,Baby Which,Clothing,789.76,"Mcbride, Hunt and Jones","Paul, Garcia and Wilson"
2d22ff4a-2a16-4baf-9e18-71ef80539690,Provide Model,Electronics,848.4,"Houston, Mahoney and Nichols","Rowe, Chapman and Rodgers"
e234e29f-c661-4944-bf88-00254b9778c4,New Decide,Home,850.04,"Chavez, Tran and Robinson",Rose Ltd
12514991-69fd-4d9f-9606-8b3cd923d6d7,Father Surface,Clothing,541.21,"Taylor, Jordan and Wilson","Hunt, Johnson and Robertson"
c0783be9-ea1f-4e0a-ad65-7e03a1c708a7,Realize Provide,Sports,835.43,Schaefer-Peterson,Newman-Munoz
506a44d3-d3c7-4a5b-90e4-03a9485eff64,Lay Republican,Electronics,122.42,Smith-Gardner,"Huber, Kline and Mcintyre"
fc641b9f-3c6e-4d87-9b73-c0818e40abae,Major Up,Home,865.24,Baker Inc,Huff LLC
9fde69e3-5880-4157-9837-2d0a2174e7f8,Agreement Clear,Clothing,586.58,Reynolds PLC,"Simmons, Garza and Lee"
d5ae228e-1907-498b-bfba-c8051c3657c1,Technology Eat,Books,772.05,Schwartz LLC,Anderson-Grant
a90de53e-dd14-43d9-b957-a60ef669bbd9,Hope Forward,Books,713.92,Lawrence-Huffman,Huang-Nolan
e63d5978-65ef-484a-9d61-67670a14a2db,Recognize By,Books,834.77,Kelly-Murphy,Cohen-White
4dfc65a3-8a72-4d38-9b72-1845eeae9e49,Game At,Home,410.91,Lamb and Sons,Lewis Ltd
86566535-976c-42b4-8da7-c59580284e55,Instead Food,Sports,115.81,Perry-Thomas,"Smith, Anderson and Sawyer"
