payid,oid,amount,method_payment,provider,payment_status,order_status
05cfaf55-a33f-4d86-8d95-13694574d11a,bebebd86-3b98-4a4c-b666-8a109f4a19a1,4885.78,Credit Card,PayPal,Failed,Shipped
7a735549-f919-4d27-96c5-17000f1b490b,b19f53d3-d561-4df8-86fe-63f1419506d9,645.95,PayPal,Square,Failed,Shipped
fa8f3fca-e918-49cb-9394-da96bc592d52,99702382-34de-43c2-8cea-e26e242c1de0,273.86,UPI,PayPal,Failed,Shipped
bb9f2db1-4b80-4183-878f-f5623a7c5069,da9d4c73-89cc-4a2e-87ac-6701d5f201fe,3434.23,Credit Card,PayPal,Paid,Placed
9135d355-869c-49e4-872a-6580ba6658f4,af3ea655-a497-4c84-afb1-5b1db07fd57e,334.22,Debit Card,Stripe,Pending,Cancelled
69d5e86d-9134-4697-8f0d-841767d287a4,72d9f301-0b97-4794-8caf-b4146433dbb9,193.81,Cash on Delivery,Bank,Pending,Shipped
f6767f0c-7114-45d8-8cc9-9d4e6a5f1aa6,d0d1a335-152a-4835-821b-dccf0ff5c441,126.4,UPI,Bank,Paid,Shipped
2df623e8-5e80-4d6c-a60e-4b6f25a52e5b,273500ee-e331-4592-b2fe-9eecd17bccf9,1666.46,Cash on Delivery,Bank,Pending,Cancelled
dd1abcab-0afe-47a4-9cd1-d8d0f172587d,3ed9e3fe-de40-4188-a21a-1f83b9a8fe73,3859.46,PayPal,PayPal,Failed,Cancelled
6b0c7908-37f7-422c-97da-bd2ab91475ce,0a8e7ce0-ee57-45af-bfcc-b2bae8821d17,745.65,Debit Card,Square,Failed,Cancelled
8e345378-74ec-4b1f-bedb-49ae1a66040b,ef989ccd-2cfd-4fe1-b35d-e81c0ffb5a67,1311.33,Debit Card,Stripe,Paid,Placed
3da516a2-f968-4a5d-898e-cb69e9c97244,0bc13210-48ba-47f3-bc90-7228cbe80d8a,903.75,Debit Card,Bank,Failed,Placed
e3516fb7-d70a-4a0a-8726-1e676d9eff8a,6a04ab6f-79ea-4175-bfd3-ce4eed5d46ab,556.31,Cash on Delivery,Bank,Pending,Shipped
570fc73b-3003-42fb-b3f3-e3f4d3343743,36dff1ba-3c09-48a1-b0db-8b72c0a61698,693.05,Credit Card,Stripe,Paid,Cancelled
ba70d240-35f0-4764-af8f-833d3e51976a,e6eecbaf-234d-43c8-92b8-5de766791c78,2202.55,Debit Card,PayPal,Paid,Placed
d0522836-e612-4653-8f7c-1d084cf16ab5,a05af435-2915-4021-a92a-9cb25c50f2fc,655.85,PayPal,Stripe,Failed,Shipped
76dfaa63-7244-4781-9144-64029a9eea4d,2e7cb9a2-9306-40d2-9fd5-2e381d4d0bb5,4468.32,Cash on Delivery,Square,Pending,Placed
1be2e7a9-cdfd-42dc-a0a1-931f9bd4a470,a1506e94-49d6-4c18-90af-0416b56c6038,2067.29,UPI,Bank,Pending,Placed
19ff1dfd-d847-428d-aaef-92fc3047e711,575fd6d3-431a-41bb-9be9-ceb885b3d858,2692.79,Cash on Delivery,Stripe,Pending,Cancelled
21c81ebc-eef2-477a-b7ac-2c7dd39dc298,326ad6bc-9517-40e3-b698-2ab258a0de4a,110.21,Debit Card,PayPal,Pending,Cancelled
f02cd535-e96d-448f-9f21-860061019b37,57c222ff-e97e-4f14-822b-24eae61bc475,44.58,UPI,Square,Failed,Cancelled
d2700c2f-4ed7-4767-acf0-d2fba30bd161,92d335c4-796e-46e7-b842-b4c521f94bd0,2213.22,UPI,Stripe,Pending,Cancelled
6f1f1d27-7070-4e24-b484-3c88fe03c47b,9aaf0005-1e97-418d-8f1a-90515eff0f08,1682.81,Cash on Delivery,Bank,Failed,Shipped
