payid,oid,amount,method_payment,provider,payment_status,order_status
d44c75f4-581c-4bb2-a9bf-c0dd8433ed84,956234d1-6d3e-49ae-b0c1-7dd9044172af,1301.87,Credit Card,Square,Failed,Placed
9b28636e-d74d-4e64-87f7-0f2e5fbd28aa,1e20707c-92f0-40e8-8836-eef996515870,941.09,PayPal,Square,Failed,Cancelled
653d25af-18b4-475f-a253-cded177ec0a9,3b5752e1-38a1-47fa-8fd7-4e9e565f89bc,615.74,Credit Card,Square,Paid,Cancelled
fdfcae59-f34b-4e95-90c0-38ffbbe58baf,1371752f-bd70-4b6f-a93f-8ab91731329c,2741.63,UPI,Stripe,Pending,Placed
fd4ed577-cded-432d-9179-67be7f86cde5,8e55e44f-7488-4f3a-86e7-bd98717824ca,2800.13,Cash on Delivery,Square,Pending,Placed
baa4288c-7b00-476c-9c59-6064d39f32d0,734e3df9-3b8a-4ef5-b793-10132da1b6d1,2494.78,Credit Card,PayPal,Pending,Cancelled
f8e560e0-7202-4a6a-8194-11fddb381e3e,62906a9d-6b9d-44ef-a534-a90d3213a164,2816.52,PayPal,PayPal,Paid,Shipped
f74c98f0-fe19-446c-8a8b-83a83eeaeeb0,069257d6-705b-457c-805e-1b7f9293df53,930.84,Cash on Delivery,PayPal,Pending,Shipped
0a2c6b8a-1584-47d5-99c5-61524eeb54df,95b54fa9-d6e9-4afb-96fa-142bbf2b5e67,814.63,Cash on Delivery,Stripe,Failed,Cancelled
ac6a8c95-c415-4aca-818f-b596b9757748,98cfd173-291b-44af-b3c0-ba69e2eaa06c,250.78,UPI,Bank,Failed,Shipped
21950835-4403-4bbd-8b74-cdd8fe3e7e07,9f9155a0-f0be-4500-b9ee-1e9fae9cb0af,396.19,PayPal,Square,Pending,Placed
6d6e312b-7f59-4da5-ac0d-62d824a7dc67,0de0b71c-42a9-4fec-9f7d-6eed7bada0e6,2792.23,Debit Card,Bank,Paid,Placed
5b79fd53-f3ee-4ddb-9fe4-e30ade42db6d,14357c12-a3ef-4035-a4d3-187ac9ad8082,881.45,UPI,Square,Pending,Cancelled
158c4a35-faa8-4a4c-a180-441df836d675,f142cb29-9f07-4920-aa21-b45e70cfc4ac,221.37,PayPal,PayPal,Failed,Cancelled
0ed7124c-1da4-490a-9567-2533e8e1f442,ba901b0c-6816-4cca-9d9e-556014ee8ce7,147.43,UPI,Stripe,Failed,Cancelled
f924ec2f-5efa-4283-bc62-f9452634b27b,430211b8-2563-42b9-b4d5-d94db4ad2e40,3547.59,Cash on Delivery,Square,Paid,Shipped
133ef2c1-fd38-42ad-abbe-ddb1843c92d6,d0357198-cbd4-4f33-b344-fb0635a32a39,687.22,Cash on Delivery,Bank,Paid,Cancelled
8620a30e-2cdc-42e4-9396-8754df417e17,8b58052a-07b1-4fad-85e4-54faa2d9396b,559.84,UPI,Stripe,Failed,Placed
7f14b476-6a5f-48ee-a3f3-1b36fa3d52f5,0d875da2-d056-43fc-a09a-2e4350cf4659,3502.83,Cash on Delivery,Bank,Failed,Shipped
099151f9-a7ab-48be-91c4-f9abf146b29a,f1ce11a1-0705-436e-adaf-c28345919e8c,342.16,Cash on Delivery,Bank,Paid,Cancelled
bcf73555-8509-4066-bc9d-0538b2e22b86,436136ac-59f0-4d50-b3c0-8d0ce9523a26,889.77,Credit Card,Bank,Failed,Shipped
932154d1-4850-4cc5-9790-1a682a195c9d,a4eb1eb7-4d5d-451c-8e2e-a59110e721e4,3167.13,UPI,Stripe,Paid,Cancelled
b807d05a-f533-4469-83d0-eada7aa6dc2e,c0e85f13-484e-49c6-a572-a6252fe9223c,73.85,UPI,Square,Paid,Placed
