payid,oid,amount,method_payment,provider,payment_status,order_status
e5d1e633-be17-4161-8a80-3d37b8968531,a60ef36c-56ca-45c3-965e-84fc38d83abe,3998.41,Cash on Delivery,PayPal,Failed,Cancelled
36d88a1c-501f-4fa5-9864-45fcbaa94194,51e2840c-ca8b-4462-896e-e8985926e628,2936.72,PayPal,Square,Pending,Cancelled
71fd90af-3515-4d85-b0fd-e71e1ec7214b,6430adfa-c246-4753-9f6c-75b16fce7afc,508.28,UPI,Square,Paid,Placed
29f2e8cb-f450-4623-80ea-fffa98be1169,b8c0296a-bf17-42cb-a318-95e34c114fe5,2038.61,Cash on Delivery,Stripe,Failed,Cancelled
4aafc087-ffdb-45a3-ab78-b8ca92407d3e,57b26943-0557-4aa9-a245-2d2823e48024,636.62,Credit Card,Square,Paid,Placed
963c7f68-621e-4874-8e2f-19f079829125,658d7ab2-7f41-490b-8581-ea24799872dc,127.83,Credit Card,Square,Paid,Placed
540da4e4-8a81-4de5-ae53-b499801996e0,19d6e014-3eed-48ab-9d70-3efb0430ac06,236.49,Cash on Delivery,Square,Paid,Cancelled
5e19615c-3d20-4374-b4db-7e562e825f2a,4a578d27-fa9e-4936-a302-a61309dffc14,2941.66,UPI,Bank,Paid,Placed
341ba5ed-77f7-4ff0-be9f-ff7e2d7e1d28,b6381cb2-2738-48db-9a5f-34f15088de96,2042.37,UPI,Square,Paid,Placed
d9acfe91-5421-4f5f-9321-732eb82ba5fe,6b6088ce-1ba3-44ae-be6b-c2b9b521cab6,698.4,UPI,PayPal,Pending,Shipped
b6561622-9407-4969-aaac-5dc397af5844,a10a33bb-09c1-43a8-a496-2dafd77a5ac4,501.58,Credit Card,Square,Pending,Shipped
e5371a77-6754-42fa-87a3-13181e15ae09,1296acd9-acac-4eea-9f84-d441c63734c0,934.16,Cash on Delivery,Stripe,Failed,Placed
ebc64aa1-d3a1-488d-bc61-a4c2adcb4189,ca0ec330-0780-439e-9422-fa7d50acf90f,4474.98,Debit Card,Stripe,Failed,Cancelled
256554b3-d5dc-4347-9713-6917d9fbe703,ae6d95b6-3f8d-457b-8b28-f649a7384b3a,2790.7,Credit Card,Bank,Pending,Cancelled
8f9d980b-bcb7-4af7-8d13-fdf298cccc8e,8b0fb8b1-55c7-4a4f-8e59-f9cfae66c66f,774.52,Debit Card,Bank,Paid,Shipped
3906406f-a11a-4af6-9a11-dac39b165523,ba5d60a0-a5a1-4629-864e-70a10539bd92,655.71,UPI,Bank,Pending,Cancelled
066d5935-6e07-456a-af33-7cb47dd7a460,58b70164-740c-4625-b857-62eda1e78161,2832.48,UPI,Bank,Failed,Placed
