payid,oid,amount,method_payment,provider,payment_status,order_status
7a9726af-2c5b-4261-97a3-576f848ae1c2,0a2de11a-cb54-48b7-b45f-7fe9390d8e24,1730.36,UPI,Square,Pending,Cancelled
5b859cea-d774-450b-9883-e80724c7b057,dff4fd60-6cef-4a27-87af-cc6d79b56dfd,3002.93,Cash on Delivery,PayPal,Failed,Shipped
12deefa1-6ca2-455b-a865-b194ffee7591,3186c117-a50a-4c47-b554-4faadd6b55c8,221.4,Credit Card,Square,Pending,Cancelled
26fa1417-78f2-4679-83ba-562f48df02dd,990e3369-5043-481c-a03d-e6f2224f2f29,884.03,UPI,Stripe,Failed,Placed
c125a95b-232d-440e-a3f1-b4ffad9ce4cf,125f428e-050c-4c23-8542-f00bd541d224,2129.73,Debit Card,Square,Paid,Shipped
9596adf9-38b4-40ae-8332-129fad8ad497,7d2e9daa-cb88-425a-a1a3-962c8cbd9d60,3681.83,Debit Card,Stripe,Pending,Cancelled
3eb1f976-449e-45f9-8b50-bdba318f735c,8ef4e3c5-c475-450c-bab7-06649a786148,889.95,PayPal,Square,Paid,Cancelled
d2b8ed48-cb37-455f-bc5e-045162bbf0c0,fe044551-f4d5-43d2-8aa2-3618378bceef,1636.75,Credit Card,PayPal,Pending,Cancelled
e4a7acfa-d3b9-4b89-8db2-d8dc65ec3c40,de243a95-3779-4319-955d-db906f289c7c,731.31,Debit Card,Bank,Pending,Placed
556fb60a-40d0-4d7b-96a8-eec83d73d228,947c9b33-5c42-464c-a716-0866be57a7db,404.37,UPI,Stripe,Failed,Placed
af6745ec-1404-4f7c-910d-a315c54299bd,34c7928c-ccb1-4e5d-8506-99b921a38c3c,661.86,UPI,Stripe,Pending,Shipped
21d52253-21d5-4a8a-8d4a-95612bf8e7c0,6f9c3fce-a35e-4284-b5e3-5a0141a0006e,2009.65,UPI,PayPal,Paid,Cancelled
e0a340ce-3049-4b89-b446-a209e00cc25b,71dfc403-b3c8-4542-8a8e-483843f33cb4,4903.61,UPI,Square,Paid,Cancelled
da45abc4-be3e-416f-bd54-b09b5a934695,b5f0a526-43c3-482c-a02d-89fd93861c65,354.21,Cash on Delivery,PayPal,Failed,Cancelled
f96ddded-ecfa-40c0-827f-4ffa43b12e2f,f6a8f0e5-57d1-4015-a02a-64ea2e7d3f6d,936.17,Cash on Delivery,Bank,Pending,Shipped
056f69aa-e559-49ed-828c-ba18eb7dd529,d493d9b9-ed17-4b4a-8130-38a5a08850f9,767.49,UPI,Bank,Pending,Cancelled
a793b3b6-5566-44c6-940c-b8ca3e7d9cf6,5b25e480-8659-42aa-8172-bd9ddf9f5668,570.03,Debit Card,Square,Pending,Cancelled
8efe8b25-59db-43c4-9971-eddd88a0fcd7,721fced4-a16f-47b5-87b6-0aefcf4f2b5d,1783.08,PayPal,Stripe,Paid,Cancelled
4dbb5411-c32e-463a-b332-75295008df52,eb1b408c-ec4a-4582-94ea-9227972fa9e6,299.69,Debit Card,Stripe,Paid,Placed
6c0b83be-895e-4921-be03-719603385b46,536dd7e5-9895-4354-89c7-959ab99e0465,1733.33,Cash on Delivery,Square,Paid,Placed
7042be2e-49ca-4117-aec4-c7eaa5899ca1,ff39ff27-2a0f-4791-9822-9c21613ae4e6,3538.03,Debit Card,Square,Failed,Shipped
e33d81ca-0b64-403e-a80c-fc5d28ec15f7,a1b39a53-06f7-40f5-a5fe-7a889102e29a,1517.75,Credit Card,PayPal,Pending,Cancelled
