pid,pname,category,price,brand,supplier
4517019c-696a-4d92-b7d8-77b077dd7094,Star Finally,Clothing,145.18,"Harris, Hayes and Smith",Johnson-Parker
bd5907e4-8430-4543-92f8-a692d95a2d68,Up Million,Clothing,601.51,Stephens-Smith,Lutz-Ford
c81d8c52-7be6-4d46-b870-54ff12c3ff2d,Yeah Name,Clothing,201.26,Russo LLC,Wilson-Yates
b6e82777-9be7-419d-8728-9c043b379aad,Sing Food,Sports,208.9,Frazier-Carter,Morris Ltd
659c7b0c-70b3-4673-93b8-e6714b61c704,Onto Level,Home,329.85,"Hardy, Bolton and Pollard",Shea Group
1e7e18be-48de-4aab-b07e-e6146441654c,Analysis Before,Books,641.13,Garza LLC,Meyer-King
9f875ba9-f5a7-4ca9-8a78-3d4cdcc4739a,Kind Prove,Books,694.04,Grimes Group,"Valentine, Bruce and Parker"
769d27ee-3d31-4129-b6f7-9127cc54c803,Level Number,Electronics,566.24,Blanchard PLC,Clark-Moore
abcc6747-b8cd-4263-83d3-6970357f8ea3,Name Though,Electronics,66.01,"Jackson, Daniels and Hernandez",Arellano and Sons
a6c64059-a238-4f2f-8bdb-bfbb40908e62,Pass For,Clothing,780.04,"Herrera, Foster and Lewis",Harris and Sons
76333b11-f42b-4b99-8fa4-4f523287bc5f,Would Drug,Home,816.43,Diaz-Sloan,"Horton, Boyer and Castro"
62395dec-f693-4315-aa25-974b3615dfdf,Little Approach,Home,354.78,Mejia-Fitzgerald,"Garcia, Smith and Gray"
973acf72-b2cd-4e4e-a2f6-72967d8a7ff0,Very True,Books,390.15,Brown-Lynch,Estrada-Pham
a5c7e820-21c2-4f5b-aa71-152236cb7ec0,Open Spend,Books,742.53,Choi-Yates,"Gonzalez, Brandt and Reed"
be826ffa-a94f-4768-9843-7338be35e0fb,Between House,Electronics,640.54,"Martinez, Jordan and Jenkins",Johnson PLC
dfc48ca6-fc07-4a16-a9ad-b53b33c28687,Stuff Rise,Home,869.99,"Thomas, Briggs and Sanders",Villanueva PLC
011ed7fb-73c9-4892-81b8-ba5100569f01,Term Truth,Sports,400.35,Johnston Inc,"Pena, Carr and Pearson"
bbc14b3d-5119-4509-a056-8c7b5e253e17,Water Investment,Clothing,478.47,"Harris, Wright and Mahoney","Gutierrez, Frazier and Berg"
0740df31-dc4d-4500-9480-fc41daac7bb9,Drug Side,Books,809.46,"Swanson, Berry and Chavez",Murphy PLC
a1bab41b-5ad1-4a71-b9a5-3656bf571028,Suggest Word,Home,907.28,Hernandez Group,Garcia LLC
19439827-7236-40a1-b756-c7f9d929ce2d,Hospital Yes,Clothing,235.46,Johnson Inc,Jones Inc
