pid,pname,category,price,brand,supplier
4d8bb310-1233-4986-b2c2-edc4045c6cdc,Girl Environment,Clothing,828.97,Robinson LLC,"Johnson, Mcdonald and Gutierrez"
3a880885-ca3b-48ea-9cb3-e5791d3964b6,Individual End,Sports,578.94,"Perry, Mercado and Alvarado",Smith-Esparza
1b677331-1264-439d-925a-892ccd1a529d,Soon Health,Clothing,345.31,Horton-Roberts,Fowler-Cole
92bda989-6cd9-45c2-a501-deb031668ed9,Admit Thank,Clothing,37.55,Cooper-Jones,"Wilson, Duncan and Hopkins"
c78711fe-72c1-4cf1-9c83-6b18c56c172b,Compare Not,Sports,51.7,Williams and Sons,"Taylor, Ruiz and Clark"
713ec15b-1afb-4b84-8c30-d6f5d13020c0,Stage House,Clothing,146.69,Knapp-Woods,"White, Waters and Kirby"
e0f35c78-e63d-4084-a396-c7f8f411409f,We Nearly,Clothing,881.73,"Brooks, Cook and Haas","Martin, Allen and Gutierrez"
d2bd854f-b3ed-41e6-a12d-d2c014e4c0a7,Write Marriage,Home,666.0,Hawkins-Jones,"Brown, Cole and Larson"
c30f48ba-7481-42d0-8d7f-2f5b966ed14f,Car Hundred,Sports,249.79,"Berry, Johnson and Wong",Beck-Johnson
e889eaa1-7c67-4e54-8391-f8bb75141810,Dog Federal,Electronics,299.6,Diaz Ltd,Johnston-Alvarez
