pid,pname,category,price,brand,supplier
55cdacba-b345-4517-acdb-d7426288e88c,Market Law,Clothing,592.36,"Edwards, Smith and Fuller",Bryan Ltd
eb56c583-84bf-4a04-9f03-22e678841753,Night Skill,Sports,784.69,Phillips Inc,"Brown, Morrison and Fox"
563d792e-19b8-4276-92ec-0c6d1a2aaff1,Finish Behind,Sports,637.7,Richard-Love,"Cordova, Oneill and Ruiz"
320ee584-f876-48e7-9c8b-75b9c8fad2a1,Cover Within,Clothing,581.84,"Adams, Pearson and Mitchell",Osborne-Moon
b2e37652-1727-4554-b1b3-1c5600ee6e04,Believe Able,Electronics,580.32,Fletcher-Davis,"Reynolds, Barrett and Hall"
ec42788e-3bc4-4f32-9c54-9a9d401024cc,Follow Generation,Clothing,177.4,Gonzales Group,Hoffman LLC
64fcb230-47e0-4210-93d8-0b83f473da50,Agency Bit,Sports,254.81,Taylor-Shelton,Price-Vance
2e0d1d59-4a37-4305-81e2-01bac0431fab,Station Sure,Books,435.78,Brown Group,Manning-Hancock
2c01980c-1441-4e92-8da8-49a67864f6c7,Receive Kid,Books,735.89,"Jacobs, Schmidt and Harris","Miller, Brown and Hill"
5190f90c-bce8-4548-9e6e-aa7b6339b0e2,Religious Ahead,Home,47.15,Ward-Combs,Whitaker LLC
