payid,oid,amount,method_payment,provider,payment_status,order_status
9f9cb477-6f9f-419a-b6dc-15f417bad315,023602a3-0e11-43fd-a4ac-8ceeff30932a,256.25,Debit Card,PayPal,Failed,Cancelled
d1d7f190-60a5-4ece-a8ff-5c340dbae7d8,6e5057ec-5b17-4fa1-800e-2b3960dc6158,1513.0,PayPal,PayPal,Pending,Placed
4ad6812b-a3a9-478c-9ff3-98362f082303,1d5caa16-303f-47ee-bcb9-16734117ca91,1708.06,PayPal,PayPal,Pending,Placed
76b8a6ad-8349-476f-813c-941ddc2f5e88,7c1bd8fa-3cdd-49d7-a6d3-3a2a0f92fe3f,3102.08,Cash on Delivery,Square,Pending,Shipped
f1083504-7580-46cf-844b-dfb2b010df68,8d4b6c41-7f74-4281-908c-67e04a960c89,2442.38,Credit Card,Bank,Pending,Shipped
caa56588-ac53-4c3d-aae2-752fba7d17f8,63cd5831-ae72-4442-862b-a73ccf0849dc,671.24,UPI,Bank,Paid,Cancelled
56e1b910-1415-468c-8c93-158a4c8c9ccf,963a8ea3-9769-41c3-85d0-449c78b97ef6,981.89,PayPal,PayPal,Failed,Placed
035c40c2-7c47-4974-a598-fb2462bfad15,c9fe9fd2-659d-4f4d-a0a9-5933a14fe44f,501.14,Cash on Delivery,Square,Failed,Placed
7f18a328-542b-4738-b193-079aac425d89,1e39ece4-c1c4-4549-9e5a-855c289f7e71,2129.18,Debit Card,Bank,Pending,Cancelled
5c2e595b-e157-49b6-aba2-ad216db50269,40abf617-b4a0-4bb4-a574-957bb119c085,717.28,Cash on Delivery,Bank,Pending,Placed
dc207421-f831-497a-827a-e3ead2939aac,788a52c6-926d-4f7b-93e7-2a4350ed01ac,992.64,Debit Card,Square,Failed,Cancelled
810d4ab9-1c8f-4d19-9106-f948888acca5,d8361c34-9194-475b-b5d6-e5f70828e3ab,279.63,PayPal,Square,Paid,Shipped
0268a048-2777-4611-b1fb-e035fc473983,3388e7da-6a90-4512-86d2-5be79a09a55b,2951.63,Credit Card,Bank,Paid,Shipped
3c289bdc-f85d-426c-aeb5-3947919191c7,60e73d67-cdee-4d0c-964a-4b577f0ada81,1762.42,Debit Card,PayPal,Failed,Shipped
d2cb591d-0c32-4088-a494-6e6b9a00951b,1556a954-28ac-42c1-9f2b-2a887040b816,3453.99,UPI,Bank,Paid,Cancelled
af1798a3-3c6f-420e-8a19-2dc5e1b48d5f,10b97be5-d2ce-4ef5-b6e4-2fff5869ff10,1601.33,Cash on Delivery,Square,Paid,Cancelled
