oid,cid,pid,quantity,discount,order_date
ac56ddc3-cad5-40c7-9ca4-61de2292339a,87baddd6-810d-4990-94e1-6076db2e7103,2a5b3173-027c-4337-a677-f11320f157f7,1,19.02,2025-12-14T23:10:28.467783
a2c3dd2d-5cfd-4b3c-8b71-78a35be77333,f10e0a34-bb3f-4bf9-a7ac-c9cecab174ea,3d1a1ee2-8787-474a-9a2d-05ac0dfaf585,5,4.92,2025-12-14T20:17:50.639324
b5c796ff-c5d1-4666-99b3-52a10642d4a8,5f5f8ee0-a0ed-4be9-bb62-e6b42fe38f4f,b5707c04-b6f8-44dd-8bdf-56fa9df65688,1,5.0,2025-12-14T09:01:41.587513
7fac5ee1-83fc-45db-b3c3-8765c3d4d812,b7b773ea-4fa0-4811-95e8-306ef1f63a34,7323778b-c1e9-4e6a-afea-83434d0e0598,2,0.96,2025-12-14T20:24:13.734166
5da24ae6-4059-462d-b315-88fe12228201,0ebca6e3-a157-4877-9e9c-143fb34296ce,52f0d0f4-4234-454a-aeb0-be0e1e178944,1,15.67,2025-12-14T17:47:26.412721
2857757b-da84-43fa-a038-3fc454c095aa,e61d855c-36ab-446a-909d-fb8fc74a9755,c88f253c-2326-4b1c-9797-022fc578a014,3,2.3,2025-12-14T15:07:28.178340
94773fc0-b147-487b-bb7c-59acb41ff174,9f949736-883c-4ac2-8e47-256ab182c365,a8531023-9966-42fa-bf0f-288cc1136a43,4,7.67,2025-12-14T03:54:25.453125
cbf05e4f-85cb-4ce6-bed5-b8791ca9c372,9ede5337-960a-4158-980a-d2d9176d7325,f994ad34-881b-44c7-9253-b0628fe77992,1,13.09,2025-12-14T05:09:29.797384
17cfe9e4-948c-42ec-aac7-706997356118,71272525-7092-447b-afa7-10616b9daccf,0c70bc81-b782-4de9-a9e7-a13e28a076e6,3,8.37,2025-12-14T14:09:19.728015
04d34b19-03ad-41c8-aa7e-1f07619d472c,7bd7188e-90c5-4134-b4f8-12a4e9f82d4f,b09d7e40-885c-413b-ba57-bbc502f1dad4,1,8.38,2025-12-14T12:06:01.611911
54e8a483-2a3a-458c-8c07-6cb43158b2a0,e0c59bd2-6307-4386-b521-824ea8865f5a,48e466ed-b0b2-4752-9ed2-030940c11c24,2,9.15,2025-12-14T08:53:14.562693
870760b1-7f2f-48e4-9c90-a094c96ea715,457ad687-b1a3-4d71-9c38-29bde6ff3170,17e6aede-004a-4f3c-8923-5c5fca002836,4,7.94,2025-12-14T22:12:55.445889
598f6a8e-ffee-4da7-ab72-38f44823ac77,31f51660-a776-4e7f-b100-9ecb61936a96,42bb992f-d088-4d2e-b76d-9c7849cb6314,4,18.58,2025-12-14T08:33:09.837602
0341bf4c-3d4c-4af2-b382-188b523061ce,4a40dcd7-b0ff-46e8-b52e-ac59bb3c6632,a7492327-c3e3-4b3f-92d9-962ea6227c77,4,10.86,2025-12-14T18:52:59.519807
8bfe34e7-07df-45ad-9eb4-6461636e2336,5821ca2c-9d24-4b88-bebb-49a51e6e976e,29fb3b8a-dce7-41ef-8ffe-ad79929864a9,1,14.29,2025-12-14T18:00:01.286916
969c09cd-3b30-4c70-95fc-6d9be8d65900,d40160e1-1e78-4e86-af20-6a04d5ae8a20,9694888b-6589-49de-ae3b-9f1280d270d6,1,9.75,2025-12-14T16:31:25.727953
400eb06d-9b8c-4dc0-b582-9004bb349e54,05cd5260-ae8b-4e75-9767-0e8c8004345f,1db452ab-24bb-4cf3-92fc-4a95328d9e4c,5,17.09,2025-12-14T00:42:56.079123
497782e2-e64a-4656-8b5b-1b9a7c150031,a3d972bb-6e80-405b-9749-49b6f5b3662d,c438791c-9f95-4be0-993a-8ea2e9e9f392,3,9.84,2025-12-14T05:13:04.208593
61e1b67e-6ab7-4c77-8b75-36be382f7154,ae01cd4c-331f-4b45-bbab-ac2646b45c70,a69d3d56-0ead-4f00-a7fa-33478e28b693,3,10.56,2025-12-14T19:00:44.290861
fd3bb951-194e-4949-8bd4-5b3e37448195,3498cd90-484b-48d5-94eb-1ec7dbbfdf5b,8e93fb92-a1a0-4630-8746-c4600cfb1bac,4,14.14,2025-12-14T11:41:14.584437
57769077-3ecc-4d75-b683-feb20495ce98,4001bc97-f7ce-43fd-b83b-fc791fa2ee0e,c13796de-d4c1-4a87-a3f8-dce92a7422a4,1,2.34,2025-12-14T12:46:06.827129
