payid,oid,amount,method_payment,provider,payment_status,order_status
c99f02d1-bbcf-4dd6-acc6-0b9e2c63c887,8d348be9-b7c3-41bc-a511-b7751fbc25a4,610.62,PayPal,Bank,Pending,Shipped
da1cfb9b-cd13-4fdf-8741-046a2bad079e,f8934189-e566-4ae9-aa10-7abb99e4f1a7,579.15,UPI,Stripe,Paid,Cancelled
d9d55407-dffa-4ab1-bbea-71e8bfb36b94,c69ff6f9-dd41-4a21-8b0a-f4b4c1fb650c,1631.94,PayPal,Stripe,Failed,Cancelled
9d88b9f8-38f3-484c-ae8d-969179529406,33d9b0c1-388f-4ba8-a9c3-322a18bdfe4a,549.87,Credit Card,Square,Pending,Placed
f15c3f88-ac9f-4488-b77e-16535c656941,0d6021ec-05c0-4053-87d1-174ba0251b12,357.4,PayPal,Square,Pending,Shipped
f7b89b42-5433-4e9d-bde2-a47a5d09c78e,b2a34437-a4c2-416f-bc1d-4e9198d0019e,2025.86,Debit Card,PayPal,Failed,Placed
d04e6a41-7e44-4402-93a1-93ab912eefd0,c0302545-69ba-4445-8835-9a58aae5dd86,4004.05,Cash on Delivery,Bank,Failed,Shipped
5fd39b34-7811-40cc-87db-077349beb404,67cbdc7f-370e-4a95-a987-28d9ded9d706,892.75,Credit Card,PayPal,Pending,Shipped
b88505fe-8b41-43ea-992c-b3f54885a8ba,80b65759-dbb2-4605-bff9-30505847a590,2938.03,Debit Card,Stripe,Failed,Cancelled
48b57012-2831-4e2e-9926-e212d865a187,25f7e94e-c397-4da7-bc34-10853d9d9e96,766.43,Debit Card,Square,Paid,Cancelled
5bc5aab8-cf7e-437d-bdf2-160f89e51cc9,789fc238-b784-4bc4-ba9e-9d36424bb0b9,3522.81,Debit Card,PayPal,Pending,Cancelled
d3ccce25-bb78-4633-856c-b3f3c4d68546,34484760-617d-4511-901c-c90827a681d0,1319.58,Credit Card,Bank,Pending,Cancelled
58bf0f10-b89e-4073-9127-2297c398e94a,b39f1aa7-16eb-4121-8278-2cc95b4b0073,2509.24,Debit Card,Bank,Failed,Placed
0b8f8e48-7ad8-41ee-99a2-0e4f1060a7c0,a1772133-2c13-4402-bd0b-2fb92fbcd814,943.96,Debit Card,Square,Failed,Shipped
d20dd41c-4435-40a3-b38a-56f540db36fb,52a918c6-5766-4260-a878-aba36ac38dda,416.59,UPI,PayPal,Paid,Placed
0ed68c40-8b2e-46e5-97ef-3c467d33cd0d,b780ed9c-fa5a-4aeb-9329-9215e036402f,1938.74,Cash on Delivery,Square,Pending,Shipped
fd170073-ee49-4019-94c1-1b429794c36d,75ea22c8-d5b0-43af-9743-5c1c35f8ef3f,1405.81,PayPal,Square,Pending,Placed
fd01bf00-a379-477e-a15d-b562692fd9ad,4e63bdb4-7fed-4022-87c5-cd81e35d0439,1085.28,Credit Card,Stripe,Paid,Shipped
a2508d31-1e86-44b4-91c5-ffa7d3e44a99,fc928955-7177-4dbb-91be-5563d54d5e94,1558.22,Debit Card,PayPal,Paid,Shipped
9932eb23-6cdd-4527-8e93-39b7630cae4a,1108cade-1804-46f4-93de-b439ec36900d,1443.33,Cash on Delivery,Stripe,Failed,Shipped
fa9efdb5-fe70-4187-9391-8d1312c8474a,6749dc14-2519-48d7-a791-983b5ca124f9,1839.09,UPI,Bank,Paid,Shipped
5858ff64-e90a-42f2-b196-e52482a77a37,4f757d46-31fc-4437-8c00-02529253ad5f,1358.14,Debit Card,Stripe,Pending,Cancelled
b6eacbb7-54ce-4a88-b52c-ea5b7accb656,24d66f90-c010-4776-8f72-4f298ebe02bd,2833.15,Debit Card,Bank,Paid,Cancelled
ba4c4d83-6cb4-4215-91a0-eb05c966f26b,5e90b7ea-35d3-4291-8603-7ed25b97fb2e,2755.84,Credit Card,Stripe,Pending,Placed
a387c7db-d11f-4219-9d6c-f2be5ab3ca2e,016006d3-e45a-46e8-83c1-ca9787791fb9,400.51,Credit Card,PayPal,Pending,Placed
a4379122-6a89-4e63-b06d-ab245ab63287,44caabe7-b716-4915-a9b7-df55ad276828,677.16,Credit Card,PayPal,Pending,Cancelled
05affc6f-0ebe-4190-a0bd-b479d2caceb3,e41b68b6-19b7-4a27-9d98-6d959f7c8624,710.49,PayPal,Stripe,Failed,Cancelled
