oid,cid,pid,quantity,discount,order_date
1e32f322-1b31-45f5-900c-29a91825f841,5869de13-266e-4197-ab2a-767793f4495e,3beed91c-18f0-42d5-af7b-2a4a8e24d134,1,13.06,2024-05-07T15:03:27.071036
c9bb39e3-9dc4-42ba-a593-04b9cd8eb7ec,f908322d-1b0f-4704-827f-03d49e254427,a4f52bdf-7f43-49ec-92a2-00b2b997c181,4,0.48,2024-05-07T11:49:46.317828
9d623969-f0c7-470d-ad75-2bd04f7ff39a,494728a8-17fe-4e6a-bf39-81d09ba5fc6b,10527ecd-e6a2-4e78-aa56-dbcc10eb349c,2,17.91,2024-05-07T08:43:21.585824
def63cec-605f-4d1c-8421-eb5131faa75b,89093519-49eb-4401-b190-bae464cf82d0,d8f870bb-7e98-47f3-a783-7b1904267e43,5,9.69,2024-05-07T23:50:29.839792
f12f94df-78b0-4b9a-992a-d65cb961037e,2338422e-ac70-43db-913f-518e47da7bb6,ee9a581d-22a5-4035-a636-ec1af8bd4e23,2,19.54,2024-05-07T16:38:35.437863
2df97458-ecbf-42f7-8a78-f2923ee54148,020c7628-656c-4107-a641-735131f1df5d,c24fb382-15d6-4ca2-baea-20bd64a5b2ce,1,16.61,2024-05-07T19:41:41.400557
eed9509a-001c-4454-bbfb-4636f0ca3817,41c55896-3104-4a91-81e7-d73021fc60d6,410b7eaf-9fd4-4224-bf5d-41e51c40f2ec,3,8.34,2024-05-07T13:47:18.899538
ddd91628-d35d-4005-8135-7111375634e0,beaa3cf7-35d5-4b06-8578-57902218fa29,abcc6747-b8cd-4263-83d3-6970357f8ea3,1,4.27,2024-05-07T03:03:59.431297
3a4a3c8d-83dd-40be-8056-d77f4424a5be,ef9aee78-e210-4519-87ff-91b967a1c74b,3df459b2-eced-4e9a-8503-bdefb51872cd,1,2.47,2024-05-07T20:53:40.390320
c612b6a1-8f2d-4ec5-b8ae-14a7f4f11513,31c152bc-10a0-4645-bc14-6ebab0f0875a,e71d36fd-bc72-4e43-82c0-592ec896a5cf,1,11.63,2024-05-07T14:04:09.767154
08df7e95-6196-4e8f-8045-4e954baec8c2,1e4d8c66-f6ba-4cf4-aa6a-67c8d3371b0c,eb040cb8-9631-4927-a96f-502894bc3677,5,6.57,2024-05-07T04:11:11.347635
9fdbb6d8-0ec2-4f98-bc12-e1485bb5faff,9c10fa08-7382-4832-8bcb-018cb5a349e9,f95d355d-d9ff-42a8-befd-01fc06f9da50,1,8.56,2024-05-07T09:57:08.337892
26f814c3-757a-4895-841a-ed11214d6369,2f4d4e86-58fa-4fdc-8cd0-c4b93e849f82,76a23779-d03f-4beb-b26e-dafbcb32920c,1,6.42,2024-05-07T00:09:49.339321
5ac98c85-92b9-478f-9946-69d5fe63203e,a0d3c988-71bc-4a38-b07f-5e251ed3d781,13b48c24-6e97-4d21-9903-3f8ca94e2a64,2,16.81,2024-05-07T20:21:15.090665
bc610e8b-4561-4b8e-887f-ae960da1e06c,8787bfc2-5493-43fa-92a2-7d9bea446eab,ccb63506-494a-4e7f-8bc5-07693e6ce23d,1,4.49,2024-05-07T19:11:48.104558
5b4673dd-a1ca-45b7-a4da-1b36bc25e196,388ed04d-3402-49dd-bfd7-6f3490edf5c5,0c109b94-2bfe-4701-affb-6f53167ec7a7,4,3.5,2024-05-07T22:51:23.135332
d51a3369-89cd-4341-a146-56820b8eacfc,25c39046-b6f9-419c-8f26-f467ffa2c1da,1daf10c9-f83d-4f3d-9c3f-202fb7bef3f0,3,7.54,2024-05-07T11:25:27.175826
851b81ba-8a50-4c94-8917-d538ede56af7,96a18139-21c2-4e82-8e3e-4d45f6331677,769d27ee-3d31-4129-b6f7-9127cc54c803,5,17.01,2024-05-07T00:05:58.184187
ae128c3b-4618-43a9-8e3e-e8600ff66401,89eace8e-aee9-452e-8b3a-60b90785eb90,d6b92d5a-4600-4ee5-b898-ae1945cf51a0,1,3.61,2024-05-07T08:10:32.275821
28e9df1c-3df1-4562-beb0-cd8b73a551e4,46c8ba92-5b85-446d-be44-f76a9d5f9090,0416bf36-445f-4dcd-9522-b4a2f38dd4e3,3,7.09,2024-05-07T11:17:38.269772
86a7749d-b133-433d-a23f-fc30b8c0a83d,dafcf173-48e7-4602-a897-76dbab4c408f,67399cae-e3e6-4cfb-8c53-163734bc230a,5,16.57,2024-05-07T15:07:29.797922
03edef77-f9cd-45ca-9980-6517ca4d722f,80e6abca-bfaa-4a84-a55f-1c21297734cb,0672ba41-d77a-4486-b044-424bdc48b86a,4,3.87,2024-05-07T16:54:38.991676
d3166f22-7308-4d48-bef4-84ed42bd4488,d347fbeb-2407-4914-8897-4ca189da242f,0a27a91e-5e70-4938-8e64-5699b0f011a3,4,1.56,2024-05-07T12:12:55.124409
03b29531-3e1b-4304-8729-7d230cc18b80,8bfc2886-9543-4ab0-9a6e-5a24ef5dc141,3556094d-effa-47c6-a87b-5edeade4d3f5,1,19.15,2024-05-07T13:50:48.636715
aef4601c-9c02-495c-b13b-e199c38c0bc3,d0dae133-94d1-43bf-b11a-4a2067c2b119,0416bf36-445f-4dcd-9522-b4a2f38dd4e3,5,7.35,2024-05-07T21:22:16.831378
8835c5aa-2fab-4b85-8404-255b728fc3a5,31c152bc-10a0-4645-bc14-6ebab0f0875a,76a23779-d03f-4beb-b26e-dafbcb32920c,1,10.69,2024-05-07T14:20:56.282716
2c7d8bd0-d058-495a-a3ec-d6fecc0967d6,239ac791-7b95-4673-8e99-59eb267b927a,d2481305-89e3-4e08-9c5a-0a177785fc85,2,16.08,2024-05-07T14:52:36.343714
e67d2eb6-44bf-4b2f-aa83-b83b0dc6efcc,79a39cfa-5605-4042-b64e-4a65c3320c11,6946c1f2-9eb2-4fe4-8d71-d33d3e8207b3,1,10.76,2024-05-07T10:56:56.975498
45b384be-ed7d-4945-a647-cfc853a2d956,15405fb5-71f5-40f6-91a8-7824619a1c04,f2810175-12b1-47cb-a20a-ce54820ce32d,1,2.29,2024-05-07T00:46:10.595939
e3db8270-7996-41f9-9272-30f74a638599,cbe91f16-3a2f-4227-9cab-8f69282e949d,b790b12b-2d84-4816-9df4-a738d34f80c7,1,4.79,2024-05-07T20:12:46.663141
7ac926e1-e675-4196-a490-8b66f4b4388f,81686323-799c-42e9-8426-58f60dbcdbdf,d0f703b1-6620-4291-bfc7-1db3d29459c4,5,15.37,2024-05-07T12:19:16.299011
aa42dfff-2d83-48eb-bd9f-db6464109ccc,dba6ef5d-6f5a-4ec0-a10e-49210a48bc78,8ab5566d-fc44-4084-a2a2-1d6132c8da89,1,16.67,2024-05-07T22:08:59.408181
049bd942-cf12-47c8-9c1c-480c9d4fd231,47f8649e-49aa-4255-8f6b-a441a73ceb5b,a2b0752d-d50b-48a1-b627-3a7f0300eed2,4,9.85,2024-05-07T17:56:51.275965
ee7c424c-be9a-450e-b4d6-ee275eb4d987,e3c8ac2f-f411-4436-96c4-bb0b2b48fccb,0fb4aa08-08ac-4580-85c6-e343137cbe3d,1,8.37,2024-05-07T01:25:31.364930
0a8bcc10-8495-452d-80dc-df601ed61138,f89422fd-391c-41fa-b0e8-6bd1982df2d1,cb3cbcb2-5dce-4db7-97e9-408dbf6480fb,5,18.92,2024-05-07T06:34:44.233222
41be9c06-c0ea-4aae-bdfb-2a2b3597987c,8b1f55fe-ec7a-4ad9-8b72-417cbab54512,94959481-d3a0-423b-a86e-8d0edd9ab47b,5,10.96,2024-05-07T05:37:57.978832
39df4f6c-f833-4d66-b03c-3f73d8b7436f,51f74f0a-defc-44ba-9400-ef2307b7998a,b26160bd-727a-4818-96fc-f7b68af7ddb2,3,5.01,2024-05-07T18:50:04.292980
a0fd0a16-8e9f-41e3-ae92-f7b0745dcee5,c1ca276b-56eb-4f86-944b-d62b1942278a,3ca4a5d8-d750-4c0b-b106-ab2db05829e7,1,16.4,2024-05-07T18:12:02.046717
bfb8e573-e7ea-43b4-b7f0-b01f700e7ac8,89e809da-25de-4a85-88ae-fabf2084d994,be8354ef-21d6-424d-86b8-a8de19897fa2,1,11.16,2024-05-07T07:27:05.215257
