pid,pname,category,price,brand,supplier
7673e22e-cfca-4837-90de-1833c8778aab,Add Main,Electronics,408.98,Burton-Ross,"Freeman, Johnson and Brock"
a7e0a488-4100-476f-b980-455bb8d59f87,Mention One,Home,331.65,Burton-Johnson,Boyer-Williams
410c5d8c-29e2-40a0-bad5-52b96d8ca51a,Protect Why,Books,354.49,Gardner-Phelps,"Perez, Smith and Garcia"
04239806-f5c4-4728-a81d-412927187f9c,When Congress,Clothing,181.5,Sanchez LLC,"Harrington, Jennings and Elliott"
0e9b02c3-08cd-488f-859d-0f0e72708c39,Law Plant,Books,291.42,Park Inc,"Weaver, Atkinson and Martin"
f20037d8-b0d5-4afe-ad66-7ecdfb23fa4d,Spring Former,Books,538.24,"Conley, Olson and Watson","Weaver, Vaughn and Jones"
957dac74-c729-488f-ba03-35755514ef32,Cultural Who,Clothing,685.56,Salazar-Cohen,Crane LLC
2bce38d6-58dc-42d6-aa00-0f60c84fcd45,Girl Method,Electronics,987.77,"Hicks, Weiss and Jimenez","Andrews, Fox and Becker"
4eb3a0e3-e3de-4686-af84-2a6d52c7039b,Agency Much,Sports,267.44,Alvarez-Scott,Becker Ltd
ee0c988a-b9eb-4eac-b5db-df3bc756b0c3,Measure Center,Sports,861.17,"Cox, James and Rogers",Johnson PLC
e92024fc-d617-4c66-97c3-b9b16c08be70,Hear Include,Books,87.68,Jimenez Group,Wallace PLC
26179b3c-8ba9-4453-b726-4ce13d32ebb3,Political Would,Clothing,501.93,Skinner Inc,"Booth, Stewart and Hurst"
ac372231-2f38-4264-a017-36ebf53b889b,Anyone Save,Books,862.91,Christensen-Barnes,Callahan Group
44714025-7974-44d1-a8a4-5743fc82022c,Vote Six,Electronics,925.42,Sanchez Inc,White Ltd
f160640c-7b1e-4afc-8bac-a5d842ac70ca,Piece Event,Clothing,728.43,Long-Peterson,Obrien LLC
e1808ca2-c16b-4a5a-90c5-2b74b67ce154,Challenge Newspaper,Books,127.52,Fernandez PLC,Franklin-Valencia
140c689d-2b5e-42c1-8617-7b0e1b57ea44,Gun That,Books,27.23,"Griffin, White and Brown",Jones-Mckenzie
2aa9df1f-5ceb-4e6f-a528-f5e5450baf3c,Building Claim,Home,886.22,"Thomas, Ramirez and Kim",Ellis Group
f8d541af-ea64-40b4-995f-ab275473d3de,Have Help,Home,501.55,Lamb PLC,"Smith, Young and Chase"
17f5efff-f14c-48a2-80ed-82f5dbe22855,Four Enter,Electronics,703.59,Buck-Richardson,Cameron PLC
88a140ab-2fed-4408-948b-cb5fcffa4de7,Really Between,Electronics,926.2,King-Case,"Conley, Welch and Williamson"
0973e1f2-7959-4ddd-9c7d-351482b3e0e1,News Just,Sports,800.47,"Garza, Wilson and Rollins","Morris, Nelson and Schneider"
81779e60-8319-4227-a6f5-0195cf03fff7,Put Message,Electronics,724.88,Gardner-Murphy,"Frost, Coleman and Roman"
5e3d38db-0ac7-496a-bf38-12e29365cd56,Employee Test,Clothing,378.12,Floyd PLC,Lester Group
15ed48c1-7d18-41d7-bd15-08424d09ff94,Pay Nation,Books,871.65,Davis-Jones,"Morrison, Robertson and Bennett"
a3ed1d8c-d4ec-4b7b-9b68-f3acb4b61772,Eight Drug,Home,862.49,Clark-Scott,Brown LLC
66330bb9-c9f9-4d77-9f4a-1e6b7b7eab22,Out More,Electronics,268.57,Lopez-Young,Simpson-Gomez
1977b686-b7d1-4c23-b554-313b8f7a2981,You Court,Sports,700.93,"Marshall, Walton and Garcia",Davis and Sons
55360c70-2cf6-4f14-9d60-a6d6cd2a1364,Dream Edge,Clothing,785.23,"Robinson, Pineda and Wilkinson",Conrad PLC
8f655acb-f3e8-48c9-b33e-4809e6f62bcf,Soon Ready,Electronics,44.95,Erickson-Moreno,Mills-Davis
42162855-f530-4623-93c2-8d4660242757,Simply Identify,Clothing,729.1,Kirk LLC,Gill-Sanchez
22c35763-8442-4181-b9a8-cad8a5df53b1,Fear Dark,Electronics,533.2,"Rodriguez, White and Johnson",Maldonado Inc
67a06372-95eb-4dbe-9bdb-e38410ccd2c7,Store Action,Clothing,880.74,Campos-Moore,Tapia LLC
16cbe4ec-9399-4b25-a01f-d8008c92ffaf,Under Throughout,Clothing,719.99,"Johnson, Santiago and Bell",Smith-Russell
592aadc8-506a-4e4d-8528-18f225cb3ee4,Chair Play,Home,411.72,"Rodriguez, Clark and Coffey","Russo, Buchanan and Fisher"
edfb30ac-0c07-41ba-9a48-df7aeabaf83d,North Do,Clothing,178.99,Sims and Sons,Pope-Payne
bc9ade70-1393-4859-acc2-7ba0a7e24e01,Science Those,Books,202.07,Jimenez-Morgan,"Clay, Mccoy and Jacobs"
d67a4a7d-3111-4163-98cd-47089bbb9183,Floor She,Electronics,465.14,"Frank, Nolan and Hansen",Allen LLC
