payid,oid,amount,method_payment,provider,payment_status,order_status
6a47fe3e-749d-443b-99a8-966bd664f061,de55669b-220d-41b6-afd2-1366de99b356,3881.74,Debit Card,Bank,Paid,Shipped
8fb91d3d-ce6a-4394-a98e-8fe0d1593a38,dc921fae-d4a9-44c7-a906-9bc18d75ed05,410.68,Credit Card,Stripe,Failed,Shipped
d6df7f9e-c3db-4f76-824f-93952c30da40,65f8bc6f-0bc4-479a-8037-07170b821bac,250.15,Credit Card,PayPal,Failed,Cancelled
d68bb2c8-add0-424e-8752-7a8c545cfd38,c8637fd4-e8b4-4ff3-a406-ec3b71ad42a9,861.32,UPI,Stripe,Paid,Cancelled
9131eb0b-900d-4484-bb4f-43de5d7bee36,3a10362d-45a3-4c9c-9ac1-97f96a08ae67,473.12,PayPal,Stripe,Paid,Shipped
45143eda-4713-4b01-8bcb-f5aa86e7fb66,1b17d7be-e4a2-4a12-bdc2-808742940ab9,875.81,Credit Card,PayPal,Failed,Shipped
94b94f63-7223-49cc-8bc1-9441a2f389b1,dbfb07a3-3e80-4da0-8fd8-d9b934eb7573,3846.72,Cash on Delivery,Square,Pending,Cancelled
1212315a-ec7b-4003-926b-28a5ec10d234,1254e287-14d9-486e-bcfa-593f14e5b4a2,761.49,Debit Card,PayPal,Failed,Cancelled
6b24f279-2b7d-4e89-8a7c-54a2a8f7cdc8,3908636f-7d71-4a9b-91e1-a852e1d9f8af,1689.64,UPI,Square,Failed,Placed
7e57922d-5fe5-4461-8c40-19962569c3bf,c3e94b34-8a9f-40a6-86af-7d4e2d216c43,3404.51,UPI,Square,Failed,Placed
423ad8cb-7c3f-4e97-9155-c29122292bd4,0cc6621e-e67b-49ec-bb86-7e0e031f2909,1216.18,Cash on Delivery,Square,Paid,Cancelled
52e84ee8-6ce2-4a7c-8b4e-070b52e1aed1,dc105276-615f-416c-9ba3-8a9fcdb049fc,1867.75,UPI,Bank,Paid,Shipped
2db2a525-9297-4c97-a461-27c95ebbf71c,2f457f39-5272-43aa-a394-c25dd3154a35,1531.7,PayPal,Bank,Failed,Shipped
36823f81-9943-4309-a218-3b767e2cc77a,f2a01d7e-a369-4d42-a655-c88299249b7e,382.51,PayPal,Stripe,Pending,Cancelled
7e143c2d-1b5b-44f0-baae-eb9a5e428fba,eefc5181-f6ce-45b9-8176-752917157b6f,436.33,UPI,Bank,Pending,Cancelled
1befe476-c530-4752-a361-06dd68019ae0,48e00b72-8c3c-4890-979a-7b531abd1a98,690.8,Cash on Delivery,Stripe,Paid,Shipped
6cec0215-9b41-46d8-ae79-be395cd421f5,b9ba31c0-5b50-4bce-8c98-ef42598e2dac,3840.43,PayPal,Stripe,Failed,Shipped
283f5d4a-ce84-47c3-9c1b-4149a33a57eb,5872ab69-cb89-4c6c-9127-aaf7b2a24373,1887.1,UPI,Bank,Pending,Cancelled
532f5840-5341-4f85-945a-480a40cf144b,f62b3b2a-7ce7-412e-910a-b377a114fbcb,4469.1,Cash on Delivery,Square,Pending,Shipped
