pid,pname,category,price,brand,supplier
84964c97-ea8e-4190-8b5e-5a8ffc5392e6,Group Discover,Sports,576.72,"Martin, Lewis and Miller","Austin, Warner and Gillespie"
4e4452a0-baa6-498b-b660-d582634f64fd,Might Us,Home,468.39,Huang PLC,"Ford, Collins and Jackson"
68e020f4-db6a-4f22-894d-95a5329f7c28,Six Loss,Home,457.7,Hall-Alvarez,Berry-Santiago
bc5e0783-100d-451a-ac52-c7913db5a366,Consider Pick,Home,646.93,Powell-Moore,Wells LLC
2cc39c90-67a3-43bd-b30a-ab03665c6c0c,Listen Vote,Electronics,91.17,Bryan-Maddox,Chambers and Sons
083e03ed-de03-41c1-bbb4-52b74f4dfc76,Fill That,Sports,846.32,Campos-Willis,"Ford, Mitchell and Maddox"
228f3e4d-697e-488b-a333-a5346c88fe0e,Phone Tax,Home,93.06,"Waters, Robinson and Oneill","Phillips, Stewart and White"
3c43fa02-daff-4338-a866-46bce8f56051,Evidence Surface,Electronics,940.19,Woods Group,Allen Group
63d53dc5-d0d7-420c-9546-4d4c2f929e70,Memory Pm,Sports,788.73,Hancock and Sons,"Contreras, Reynolds and Flores"
2f7c3e01-b337-4e24-afd6-7b4ed01948bc,Across Light,Sports,568.06,Smith-Khan,Garcia Group
748e1685-6fb8-41c3-82bf-a74e69ae9330,Up Example,Electronics,748.66,"Cole, Young and Kim",Brown-Nichols
041bf938-2e37-4ffe-842c-f7943174c9d6,Tell Establish,Sports,749.03,Ali Ltd,Schmidt Inc
d9362cae-37ad-4006-8214-2b5dbd067991,Military Later,Books,951.94,"Melton, Khan and Thomas",Allen and Sons
aad80cdc-3584-4a7b-8d11-b47fa314ae83,At Daughter,Electronics,293.3,Bishop PLC,Frederick Inc
eb2e2095-f676-4f2b-8777-c6869d80f326,Identify Front,Electronics,389.5,Smith-Jones,"Wilson, Duran and Soto"
b028df2b-a188-4010-bf44-cc0f5ee04795,Feel Must,Home,43.59,Perez-Barrett,Pacheco-Young
822926fa-4115-4275-8089-223e2ea82d38,Support Lay,Clothing,139.35,"Odonnell, Carter and Vaughn",Aguirre PLC
7d6e747d-5911-4056-ac6a-2845e8757658,Fine Only,Sports,780.15,Morse-Luna,Hendricks Inc
fe981878-1a04-484c-b605-337ea5027241,Also When,Clothing,721.12,"James, Anderson and Hawkins",White LLC
3122a586-1b79-4d31-98b0-e415e09fb362,Heavy Room,Home,678.98,"Diaz, Conrad and Nguyen",Nash-Joseph
5517042e-a14c-4f38-9eab-4fc389c3d7d8,Body Trial,Clothing,649.49,Chambers and Sons,Newman Group
73c5d865-b8f6-4b37-a28a-c06e70730958,Popular Whose,Books,443.36,Landry Group,Rush PLC
2b8c750e-b9a2-42ec-8d51-6cb1eeffa379,Break Appear,Electronics,363.48,Bradley-Riley,"Mcguire, Martinez and Brown"
59e170f2-43a1-41b2-b15f-0dbb7bcd5ce0,Pattern Black,Clothing,416.84,Richardson-Salinas,Estrada-Sanders
535d3fad-4d4f-44b6-85ef-7e000dddba9b,Young This,Clothing,474.55,Sparks-Mckay,Vasquez and Sons
b7115490-ccdd-4492-b527-47fa44eda90c,Story Bad,Electronics,165.15,Rodriguez Group,"Buckley, Hughes and Hansen"
8e93fb92-a1a0-4630-8746-c4600cfb1bac,Organization Travel,Books,137.1,Lynch LLC,Allen-Marshall
b63f831f-f1c4-45ab-b2bd-5076dbca9216,Hour Issue,Books,264.41,Hernandez Ltd,Wallace Ltd
c1c5f99f-a1fa-4d0c-88a3-9922a984a52f,Lead Right,Sports,742.57,Jones-King,"Chambers, Smith and Brown"
eb3b1a44-eb9e-4516-a1ae-8655c73b27d3,Music Yet,Sports,34.47,Martinez-Wells,Mendez-Jefferson
691ad6c6-a666-4dc4-a773-ba47112d8243,Degree Sea,Sports,63.06,"Miller, Sims and Chavez",Gallagher-Krueger
1e6b4971-9092-4c6a-bb4f-a67ec4dc0925,Source Few,Sports,587.56,Morris PLC,Lewis-Young
4845308d-6747-43fc-b965-0b95bd1a859d,Onto Magazine,Clothing,482.39,Cook-King,"Hill, James and Ramsey"
725bf427-a0b5-4b3d-b27b-691a8a571174,Almost West,Home,119.3,Lambert-Ramirez,"Wilson, Coleman and Johnson"
c15cdb4c-3402-4c3a-bcd8-48c2bf9c950e,Hundred Finally,Clothing,233.12,Anderson Inc,Velasquez-Graham
3df459b2-eced-4e9a-8503-bdefb51872cd,Energy Spring,Clothing,462.13,Wilson-Lloyd,"Sanchez, Grant and Garcia"
5651bbfb-b1ad-428e-91cd-548f9eb94b22,President Fly,Books,976.75,Edwards-Liu,Carter-Leach
11c579a8-9edf-4c37-b61e-eac9c5e630ae,Draw While,Sports,550.36,"Kennedy, Evans and Dixon",Barrera-Thompson
a05720b9-58bf-4922-9ded-5874976aa4fa,Thank Investment,Clothing,251.23,"Jenkins, Diaz and Dunn","Smith, Perkins and Harris"
ad67c58f-3972-406d-9a33-5932c1b63efb,Marriage Available,Sports,912.5,Lopez-Alvarez,Bennett-Burns
1ebe070b-9295-4c83-be8e-91da2d8901fa,Director Call,Sports,136.34,Yang-Harris,Garcia Ltd
09978d93-edd4-4509-baa6-6db8d22a9ecd,Professional Half,Clothing,853.93,"Welch, Wheeler and Porter","Li, Dickerson and Alvarez"
ebc353bd-dc5c-44f9-85b5-bafe783e0bc0,Camera Difference,Home,701.31,"Castaneda, Campbell and Herrera",Adams Inc
41754133-cb30-4c5c-975f-5d939c79ac19,Yet Difference,Books,302.71,Hamilton LLC,Anderson-Roberts
04b339b8-ac56-444f-9528-340b743422dc,Tree Much,Home,183.87,"Cooper, Little and Robinson",Garcia PLC
35792727-b117-4045-a12b-d7636b6b82a1,Many Conference,Electronics,262.77,"Johnston, Young and Gilmore","Russo, Thompson and Williamson"
bfd1673c-e836-4539-8afb-ad9c167178ec,Buy Rich,Electronics,653.46,Yang-Winters,Marshall Inc
22e469d4-c194-4309-bebe-b16b5f804d9d,Have House,Books,690.98,Wilson-Powers,"Reid, Hurley and Sanders"
e1b43ad8-d23c-463b-83b9-50687e21432b,College Claim,Books,243.28,Hoffman-Mccormick,Robertson PLC
37f88250-d03b-4834-b782-80df00627c8f,Dream Relate,Sports,283.78,"Bishop, Jacobs and Elliott","Jackson, Robinson and Martin"
8f3c600c-6a55-4446-9fa8-b104212da433,Clearly Window,Books,292.72,"Sanchez, Calhoun and Moore",Erickson-Bishop
fbb11540-12a5-4672-8e8a-c57446665b24,Myself Training,Electronics,56.46,"Jones, Herman and Bullock",Mitchell and Sons
26dbdeee-5ef0-4231-9e1d-44bdfddb5c89,Paper Probably,Clothing,839.06,"Davis, Alvarez and Reid","Mason, Ford and Lindsey"
3556094d-effa-47c6-a87b-5edeade4d3f5,Too Place,Home,29.41,Lee-Myers,Lewis-Harris
d23e3cf3-e7c3-424f-897d-4009c5e070ee,By Media,Sports,885.05,"Carter, Nguyen and Watkins",Williams LLC
582f8de9-eef0-46dc-a695-0e702c7d8f7a,Factor Heavy,Electronics,843.5,"Hall, Oconnell and Goodwin",Gibson Group
878b668a-01e8-489f-b0c6-91a54045d61b,East Tend,Clothing,179.61,Bradford-White,Lee-Owens
ba1dcf6e-2bfa-4e26-80a6-1f0cf7e89b93,Majority Strategy,Books,287.61,Davis-Valenzuela,"Rose, Johnson and Hernandez"
18b2e2db-8d2f-4140-8c0a-391287884f2b,Yes Feel,Home,493.58,Garner-Camacho,Barnes LLC
70f5b973-cbf4-4075-b219-f686e55bb8a3,Write Husband,Home,138.97,Campbell-Rodriguez,Williams PLC
43d4bcb6-206a-4b11-8cfb-756f25d1a2bd,Rock Shoulder,Home,676.57,"Martinez, Sandoval and Waller",Warren-Briggs
