pid,pname,category,price,brand,supplier
6bddd498-b456-4d81-9271-679f386c475a,Language Front,Clothing,571.36,Long-Parker,"Johnson, Farrell and Hill"
8c58ea87-b570-4a37-a1ad-488526f8d4ad,Green Offer,Clothing,621.0,Haney-Garcia,Ward LLC
2d1e8b09-3424-4d85-99c9-d1fc7b814c74,Activity Degree,Sports,186.74,Hayden-Donovan,Santos Ltd
453fbc27-dd3d-495f-bdfd-71f3867098ec,Security Really,Home,573.08,Haley Group,Bentley and Sons
8721373d-324d-468f-820b-785d37428fbd,Kitchen Parent,Clothing,822.25,Moore LLC,Myers-Bell
7f09dee8-a150-49eb-afc7-c4098d95d04a,Write Management,Electronics,405.29,"Newton, Parker and Long",Lamb Inc
50eca599-d88b-4c7c-9bbb-1bd912f5fcc6,Have Physical,Home,718.64,Heath-Peterson,"Graves, Brooks and Sosa"
eeab8685-063f-40e3-9044-6ea3b62c50ac,Anyone Page,Books,71.76,"Mathis, Garcia and Alvarez",Nguyen-Miller
29879580-f2ed-40a9-a2d7-4440e8f4a4d0,Also Far,Sports,852.48,Mccall-Fisher,Dean PLC
015254ad-264f-4df2-9970-f529f9c33042,Begin Couple,Books,220.88,"Harris, Ball and Wright","Stewart, Mcgrath and Murphy"
462f2c4a-e55b-4ebe-9b56-478554d6b335,West Black,Clothing,916.19,Garcia Group,Foster Ltd
00ad0c5d-3fa5-4f21-a6db-99655bdf2fed,Blood Agency,Electronics,549.02,Glover Group,"Stevens, Jackson and Johnson"
f49a9592-1f81-4eea-8ed8-9db5c5baa5fb,Project Owner,Home,538.6,Hernandez-Powell,"Foster, Miller and Hubbard"
8280dd63-d531-44bd-9494-f33d4d67af43,Window Often,Clothing,908.39,"Schneider, Patterson and Bruce","Smith, Johnson and Christian"
d7c99499-3bdf-4ab1-9f64-2ab8dcde1e7f,Scene Exactly,Home,301.65,Davis-Brown,"Jones, Hall and Alexander"
08df7bcd-9b4a-4ddf-838a-4228d31b964d,Put View,Clothing,183.67,Vincent and Sons,Smith-Ho
0081f46a-d3d5-403f-a1d8-01883c35b96c,Movement Reality,Home,145.5,"Friedman, Barnett and Wheeler","Steele, Harris and Martin"
ba27766a-9384-4bea-84fd-21dc567aea96,Moment Space,Books,559.48,Wallace-Delgado,Nelson Ltd
76ef3c03-1538-4f4b-a6b5-5bc0da263f9c,Sea Into,Books,713.97,Morales Ltd,"Ray, Santana and Gomez"
9da48c7b-52a4-44c6-a78d-f0aca1e22df0,Camera Score,Electronics,824.08,"Floyd, Moore and Pennington","Jones, Hoover and Taylor"
59c4d240-e55a-43d5-8273-fa73b516447a,Fire Good,Clothing,197.19,Cantu-Mckay,Smith-Golden
4abd7b60-3af5-4348-95c7-6047c1340bbf,Speech Report,Home,715.05,Martin and Sons,Austin-Cross
208e080a-85ac-4d9c-a39e-f7c217385760,Up Vote,Books,298.41,Chaney Group,Ramirez Ltd
43627107-f230-45fd-a204-86479bd3d56c,Task Almost,Electronics,528.25,Thomas Inc,"Proctor, Martin and Bass"
42768d77-b6dd-4816-a4ad-bdddd4db414e,Us Behavior,Home,969.49,Stone-Howard,Miller-Hernandez
404983db-63d8-456e-9265-9cdf9de9260c,Power Lot,Clothing,84.42,"Medina, Smith and Wood","Diaz, Campbell and Roberts"
b313f2c4-efe6-4155-9132-a02078034b1b,Especially Else,Clothing,744.5,Stanley-Oliver,Vaughan and Sons
2f67b563-ea63-4d05-9feb-593c0e751c42,Race Both,Electronics,958.47,Walker Group,"Warren, Ford and Barry"
3a15d5b4-be79-4fe4-93c7-f5a27cb5287f,However Develop,Electronics,298.23,Murillo-Webb,Maldonado-Jenkins
d11568c5-b612-41ff-9d5f-850d7f08b3fc,Activity What,Books,686.66,"Johnson, Morales and White",Miles Ltd
fae8b406-fd68-4b76-82fa-f9b3014c2cc9,Career Fact,Electronics,663.25,"Fuller, Torres and Blackburn",Moody Ltd
b5707c04-b6f8-44dd-8bdf-56fa9df65688,Mother Account,Sports,473.79,"Moore, Henderson and Duran",Martin-Thompson
f7751ba3-3200-4737-b498-24429b2f2642,Give Effect,Electronics,140.82,"Beard, Vazquez and Rogers",Smith and Sons
ed4bc41b-4f5e-4cc5-a609-6d7ba5c3772e,Medical Admit,Books,372.51,Vargas and Sons,"Browning, Aguilar and Moore"
5c659dfa-cd9c-4e95-8e25-ceed5b8d1aa9,Wall Guess,Sports,99.37,Murphy and Sons,Hall-Bryant
3cdac4d8-b970-4038-a0c5-3f5bb0d3dc48,Cost Stay,Sports,886.55,"Herman, West and Velez",Kennedy PLC
a7492327-c3e3-4b3f-92d9-962ea6227c77,Always Laugh,Clothing,350.97,Bell-Smith,Robinson Inc
