pid,pname,category,price,brand,supplier
65b9f201-96b2-4b9b-9172-54fffb7654fd,Ok System,Sports,392.83,Henson-Petty,"Ware, Savage and Costa"
851675a5-16e9-411f-a072-2424f166122f,Understand Group,Books,130.66,Paul-Villanueva,King and Sons
ea1c1304-25fc-4656-8f5b-46601abbce4f,Play Could,Books,240.23,Williams Group,"White, Hill and Pope"
a7092189-de00-4625-9655-7372a73b5591,Such Assume,Books,626.21,Bailey-Holt,Gibson Group
52f0d0f4-4234-454a-aeb0-be0e1e178944,Friend Blue,Electronics,178.02,"Delgado, Burke and Mathews","Madden, Mills and Perry"
9d6cde6d-80a4-4577-9e43-60fe34bf79cd,Statement Laugh,Sports,728.08,"Brown, Montgomery and Esparza","Boone, Sanders and Lutz"
21760189-a049-4f0c-89b6-5b33ae3dcf0b,Write Such,Clothing,258.68,Navarro-Davis,Case-Grant
d0f703b1-6620-4291-bfc7-1db3d29459c4,Trouble Apply,Clothing,742.8,Bolton-Valentine,"Greene, Wall and Hurst"
4fbd20bb-42d7-4907-a1ad-e7087cd7ca99,Whatever Fact,Sports,649.66,Miller Ltd,Serrano-Franklin
d995c06f-23b3-4912-86d1-9e5ef6a51a0e,Produce Run,Home,745.71,Crane-Pierce,Johnson Inc
af778602-c643-4fc2-b580-e7d98b01500c,List Picture,Clothing,478.55,Bradshaw-Goodman,"Burgess, Price and Cruz"
4919ef16-9684-469e-a6f1-aa56d5c81afa,Difficult Make,Electronics,357.64,"Allen, Sanchez and Bernard","Hall, Garcia and Macdonald"
702afffd-cada-4658-848c-b7ff80d3ebf9,Design President,Books,41.87,Reynolds-Burgess,Anderson-Horn
0933b014-df6f-47ef-b1e5-65a0871c865e,Information Drive,Electronics,954.38,Warren PLC,Schroeder Group
23ba60d8-5cf3-440d-bbaf-54819eabb0cb,Personal Say,Books,716.32,Foster-Griffin,"Lester, Evans and Stone"
19346acb-d183-447f-949e-dfdaa4340477,Organization Finish,Clothing,740.14,"Richard, Jones and Davis","Murray, Weaver and Anderson"
1863d0f7-73e6-4b63-9686-92deb4282b5e,Ago Nor,Sports,723.11,Li-Beasley,Cook-Hernandez
a3653e0e-9771-41ec-88ef-9bf812805de9,Director Toward,Electronics,439.23,Hernandez PLC,"Trevino, Briggs and Cook"
27bc3521-12e9-4330-ba29-4f6dda6e937f,Control Listen,Electronics,337.49,Sanchez-Taylor,Newman-Cline
f7292f66-5302-48ca-b96e-ba8ecfe6fae0,Against Party,Home,337.74,Leon-Roberts,Robinson Ltd
e6e9eaf8-c265-42b6-8162-069fafce82e3,Step Total,Home,767.9,Porter-Wallace,Rodriguez Group
4fe27cbc-d5e8-43ed-b20e-fab945d9288a,Project Deep,Electronics,959.74,Rose-Bradley,Jones-Frazier
936f0790-1a79-4119-b749-d257d8ed55ac,History Stage,Home,255.74,Castillo and Sons,Haas-Hoffman
1508c130-714c-4203-93ce-ad5fc580aa69,Same Keep,Books,914.37,Perez-Frost,"Farmer, Hill and Cole"
8005b84e-4b03-46eb-b95b-a465ec8df941,Town Treatment,Books,115.36,Cox Ltd,"Sanchez, Montes and Werner"
e2f2a698-0681-412f-809e-7724c6f2b583,Eight Herself,Home,959.87,Gregory and Sons,"Ferguson, Watson and Wheeler"
4d162cbe-dc7d-48fe-acf5-e859259026d4,Young Heavy,Home,254.81,"Patel, Abbott and Hoover",Brown and Sons
8e86b486-045f-496f-9990-2d66fd2b1c78,Evidence Individual,Home,81.65,Stephens-Hunt,"Riley, Fuentes and Webb"
