pid,pname,category,price,brand,supplier
52beed36-71d6-447a-92b3-9e8036c3dea8,Hope Citizen,Electronics,403.75,Brooks-Marks,Martinez-Kelly
e2edeede-9e8c-4dd9-b68a-627296955422,Speech At,Books,118.56,Franco-Mckenzie,Ballard and Sons
6954f6be-1fb8-42f5-8cdc-52d110e9a80b,Owner Space,Sports,507.75,Jones-White,"Hill, Freeman and Sanchez"
ed0b7547-4feb-41ae-9232-ea666602ca65,Wish Nice,Electronics,381.76,Cobb-Roberts,Nielsen-Gray
9a150147-a494-4986-aec2-15e3c3ff6d92,Pass Young,Electronics,848.6,"Moore, Summers and Wilkins",Escobar Inc
cd19f374-8117-4a80-a4b2-042d223a4cc4,College Pattern,Clothing,987.26,"Fleming, Simon and Reid","Gonzalez, Clark and Harrell"
085e2043-7e5b-485c-a686-6ad16ce7ce43,Surface Describe,Books,281.45,"Davis, Williams and Scott","Nguyen, James and Jones"
ed8dd047-1781-4533-9fd0-29e38202d58b,World Role,Clothing,537.65,Bolton LLC,Velez-York
cb3cbcb2-5dce-4db7-97e9-408dbf6480fb,Boy General,Sports,998.55,Sullivan Group,"Keith, Gutierrez and Reynolds"
74e0c0af-9465-4f03-8a6f-9b781cb7a6bc,Than Clear,Clothing,689.44,Singh Ltd,Coleman PLC
