oid,cid,pid,quantity,discount,order_date
888cbc27-d948-46c7-b1b0-d6b22ebc34e0,040489bd-d5b2-42c6-9087-74acf57ebf26,e8e7eeed-d097-4c9f-a7b1-6bcd49d89a68,3,19.0,2024-10-20T10:19:37.623686
8424c284-9484-4b9e-9baa-b93cdc453319,391b464b-1ec5-41d5-80df-77fbba3ba654,be940c40-c2c5-41d0-a330-9d739cdda34c,1,15.11,2024-10-20T07:34:11.076908
0a62f350-5393-469d-ada3-3f91ed1ba8a4,5c76c248-1c33-410b-b2d9-f0fed8f6a75b,59c4d240-e55a-43d5-8273-fa73b516447a,3,15.59,2024-10-20T19:39:50.866695
57420282-41b7-4035-a8f2-012d27cf4196,e1b0175e-1333-4fc8-8c8d-5bb4ba55758b,d8e3c74a-5506-4196-80d4-b607c9d5f34e,1,9.71,2024-10-20T00:44:57.120488
8ef6d425-91f9-484f-bb42-bd78b1e95cfd,64f5d2dc-da51-44c1-bd81-e12c216bbeb2,a1bab41b-5ad1-4a71-b9a5-3656bf571028,3,4.29,2024-10-20T22:46:47.043629
e9121dde-1099-4c31-96a9-5e843bfc0f05,01fc9a39-c097-4e1d-b4e2-ece7630730cf,e1d7c71f-1d0f-497d-bc3b-dfe5ae4c6f2e,2,18.8,2024-10-20T01:30:10.909247
8ab5b738-f1aa-4b3e-9f7f-39093443d227,c75bea9a-5fa3-4e1c-b340-e1af588cb94e,17e474bc-cadb-4d98-9cd5-0a3727704413,5,13.87,2024-10-20T22:14:45.455798
b80d1297-7485-49bf-a6c1-bc8406cb23d6,0ac4abd2-3094-41c0-aaa3-145a6fa1eec6,86566535-976c-42b4-8da7-c59580284e55,2,16.34,2024-10-20T13:57:16.905638
6e670a3f-61df-4bd5-a9cb-abca65e0594a,e641215b-6daf-4829-b7ca-1ee5ee0e2bc6,71c45a5d-9724-45d0-aecc-c29578211464,4,0.09,2024-10-20T20:11:48.095814
0ec9161d-d576-4c06-b9bd-5c8d13b7d798,f1f408b2-a2a4-4062-90fb-8fe6200cf1ff,3beed91c-18f0-42d5-af7b-2a4a8e24d134,1,1.75,2024-10-20T11:48:49.497641
7ceaf5d6-b6f0-40a1-b9ab-378404243d41,da68bea9-766c-4ced-aee1-1d414d9e929a,2cc39c90-67a3-43bd-b30a-ab03665c6c0c,5,14.39,2024-10-20T20:07:41.610479
c85198dd-46f1-47d3-8743-f45b3689f82b,d347fbeb-2407-4914-8897-4ca189da242f,c24fb382-15d6-4ca2-baea-20bd64a5b2ce,5,14.61,2024-10-20T19:55:05.973462
4fd62445-c069-4419-95c5-895aeb30c9fc,d4768393-0dae-41bb-9015-f2e88bed15c2,62d90661-6668-45ce-ba90-f88cc6e48f30,2,5.62,2024-10-20T16:04:39.633967
798c5f7d-430b-4bbd-bbe8-1395df9f6e28,bf182a74-ea08-4646-8f24-dd70985ab001,63592223-bfaa-4fc7-8ee9-7906df97d091,1,8.28,2024-10-20T03:51:03.715911
958f6201-5f8c-4977-bf01-72c7f82c5ec6,3ad46c4c-6396-4d8a-993e-721c2b18f093,2c01980c-1441-4e92-8da8-49a67864f6c7,4,14.91,2024-10-20T19:49:17.150827
6c878be7-b755-488a-b5da-64556d1c285e,2c1c4cc0-fb65-466a-9a72-87876beda43c,d11568c5-b612-41ff-9d5f-850d7f08b3fc,3,15.43,2024-10-20T17:09:43.251414
a17ca9e0-1332-4bc7-a6fc-e0d658e3327b,6cd63fa7-4f81-48ea-9439-8a9b8e1ce40b,637662fb-5934-4d7e-906d-f32d2e0158b5,1,5.08,2024-10-20T15:27:03.584045
9ffeb65d-5254-4637-938f-d8672c0c67a0,75a1096c-61ba-400c-b31e-3e4ed57d914a,793b9ea5-3d95-4d11-b4f4-cb8aea92bdb7,2,13.91,2024-10-20T16:39:06.160455
3d5e7d47-d522-45d5-bb22-f6220dd02403,decd7ecd-4d4b-4fc5-a5c3-fbc225a05b7b,79d74d0b-faa3-46e7-8af7-66a861170e6b,4,8.86,2024-10-20T03:11:58.192082
ba12ed3e-2094-4bd4-8336-33fd8194086a,99378972-e2a9-48c6-927f-51d33d6c26c2,410dd5f3-ce48-48bb-8f46-ae34293da39b,5,18.89,2024-10-20T12:22:44.039105
10886953-d76b-4141-a854-9cc7ff3f5f87,aa1813df-4401-4811-8e74-8e45272eec86,f6478821-bc21-4e04-9168-41c3ba00ee00,2,1.65,2024-10-20T16:28:43.398654
f71b8a58-d80b-420a-ba61-324b128e1169,beaa3cf7-35d5-4b06-8578-57902218fa29,b1106784-aba4-450d-8691-55a98d7e55cb,4,19.09,2024-10-20T01:47:51.659398
8f1caba4-d2fd-4623-898f-e9d156ce2736,cd80a780-868f-44b3-88fb-82cb01c24ec0,a026d5fc-11f4-4487-9e01-74fa2e0f9e25,4,15.63,2024-10-20T12:16:35.874886
c263208d-e274-4fb8-9b54-af7233864381,8b397d73-ed48-4fb2-b943-bd77e9b27ae7,b6d55255-f9ec-44eb-9322-394f43afdcae,5,3.28,2024-10-20T09:36:57.726033
a8f8d2ae-3bc5-426b-834e-0404b4d96b94,1184e5d5-d842-40ca-abdd-4bb243f52041,659c7b0c-70b3-4673-93b8-e6714b61c704,2,8.46,2024-10-20T06:12:43.965008
2b55eb3f-c8fb-45be-a0c1-134f7d01689c,10839edd-7412-41ed-9443-c6c6b3bef566,e8f239bd-3542-46ea-856b-269b8e89660f,5,3.9,2024-10-20T23:35:01.070329
8f156fe4-3415-4a30-b6ea-12698297b860,4747a367-f111-4121-8b2b-e8497dd7767e,440bdc7a-d6aa-4ba6-a046-d43544433316,2,13.94,2024-10-20T13:24:39.444266
71b35764-e768-4dd3-bfe4-d11ef9b23b60,23dbd0c6-66ad-4694-9569-ca9d920930cb,f1da10d1-5e8c-4576-a009-bd986e04f4b3,4,17.76,2024-10-20T10:41:47.887932
fa0c4a2b-ddaf-41b1-be4e-766ef735d54e,00bcca3d-9992-47a6-bb34-dc41a34f59c0,8ab5566d-fc44-4084-a2a2-1d6132c8da89,5,12.51,2024-10-20T05:01:48.148457
bd1de42a-d3e0-49df-9614-38d7114ded08,2ecbfecf-06eb-4bce-8b5d-ec9c88b55ff1,68e020f4-db6a-4f22-894d-95a5329f7c28,4,0.21,2024-10-20T19:55:15.466799
a4732515-263d-45ef-9f33-677ae36ff44e,0a2e6735-9604-438e-a0f5-80b389e5604e,a4f52bdf-7f43-49ec-92a2-00b2b997c181,1,15.57,2024-10-20T05:29:43.923572
