oid,cid,pid,quantity,discount,order_date
616379c5-af30-4d46-9b3f-efee02995144,d2990d68-d726-4337-822a-b2bf6176101d,c90b3691-3191-44d3-9a9f-99b7a33b0aae,3,7.52,2025-06-21T18:39:06.124643
878c67d3-171b-4a41-bc01-c0da22164d75,c63dfa85-d17c-4af8-a46c-b7a96266898b,1e7e18be-48de-4aab-b07e-e6146441654c,5,15.86,2025-06-21T08:31:22.613085
64ea5696-17d2-4841-b80a-17c7828ad490,17646b1b-a676-472a-8b31-9cce4faa9f75,2f07349f-fb9c-4cce-8c43-de1b0cc9a490,4,12.75,2025-06-21T06:29:43.352595
004be6af-bf0a-46c0-ba2f-7a28b1e4ce4e,8f573277-80ac-4164-be9e-362171e995f5,28aad16f-5d6a-425d-bae9-fb9495f5f6ec,3,17.89,2025-06-21T07:28:10.974929
2d9bb886-54cc-4558-a5e5-3e65393f4e27,cec401c1-43d0-4571-8a40-871b04adb9ea,875a72c3-ecb8-4247-92c8-86d59ed2cef0,4,14.12,2025-06-21T05:43:27.844897
46366712-9b46-4a37-aa52-1a36307036c3,fefa0ee5-82ab-4557-8e7f-d36acaac0455,9f875ba9-f5a7-4ca9-8a78-3d4cdcc4739a,3,11.88,2025-06-21T16:17:04.987644
f656bffb-e069-47bf-b750-1351312dc39b,275be3cf-432c-467c-8396-36244f6feec2,ab18e2e6-15c4-4094-8d78-d59137f54dcd,2,12.11,2025-06-21T08:04:00.372323
321c805d-c995-4407-a92d-7b06f3b80fad,5ba5c05b-2d11-46df-8285-0329254f4651,6946c1f2-9eb2-4fe4-8d71-d33d3e8207b3,4,16.08,2025-06-21T04:19:06.643929
09da5fa3-1193-4ef0-a407-bd7a83419ffd,30069c56-d29a-4b8c-9d6a-dab02d82f02e,c53f4f40-c2e1-4be0-a0ec-88a8e305e3a8,4,3.66,2025-06-21T16:16:40.263231
2684b9ba-5ac7-44ae-89e8-43f53d107959,a867d6e2-e74a-419c-9a5a-57a9cd993357,9d53db93-b50a-4a41-8008-aae8676365b2,2,5.5,2025-06-21T06:42:04.486931
