pid,pname,category,price,brand,supplier
976ab66a-7932-4b9c-a9b8-decda93aa737,Treatment Piece,Home,85.28,Meyers-Cunningham,Ross-Turner
1cd7972b-473b-4033-892e-dd4f120e32cf,Capital About,Books,436.07,"Murphy, Jackson and Barry","Cook, Lam and Allison"
ea14c5a1-616f-42e5-939a-bbf72534bf99,Security We,Sports,69.45,Jones-Anderson,"Johnson, Small and Parks"
61d10041-9be6-4fb7-8542-ca4e4120e08f,Them Third,Sports,283.04,Torres-Rogers,Webster LLC
938c2d80-b2dd-4f47-922c-e5b39c64f497,Site Tough,Sports,280.79,Dunlap LLC,Smith-Martinez
bfaa888f-6bb9-4f28-af5b-6230d9256837,Serious Story,Books,911.72,"Newton, Baker and Grant",Lee Inc
d0079376-0cdd-4185-875e-fa9eb640c7c2,Attorney Tree,Clothing,684.46,"Lewis, Roberts and Martinez",Johnson-Riley
e393a6e0-68c7-4110-992b-4c16362def20,Baby Since,Electronics,308.11,"Wilson, Davis and Walker",Burgess PLC
96725ae9-4ced-4615-a140-f2bb01f233a7,People Music,Home,636.35,"Gomez, Merritt and Bradford",Hernandez Group
8ab5566d-fc44-4084-a2a2-1d6132c8da89,Radio Least,Sports,716.33,Smith-Ray,Perez-Chavez
36496d78-d711-494d-afab-fcac7a26a6a8,Our Chair,Electronics,128.98,"Bryan, Yang and Cooper",Graham-Turner
74edb890-57d1-405e-a8f4-ea95f2a9cc45,Forget Must,Home,729.91,"Turner, Palmer and Brown","Hess, Perkins and Keller"
