oid,cid,pid,quantity,discount,order_date
9b8eafdf-165d-46fd-96d8-fe90542c162b,939fe3f2-94ea-47e6-9a17-482078e19d7b,9d89befd-ec8b-4cec-995e-d9ee0181980a,5,17.09,2026-01-25T20:41:46.735027
997474e0-2363-4c40-b365-914a3bb79aa5,89e809da-25de-4a85-88ae-fabf2084d994,17cb3a97-f35c-4b05-af1c-eed913756379,1,8.98,2026-01-25T15:52:46.494513
dd346560-92dc-46a5-ad27-ac0096bfd15a,74a9797a-3fc4-4f9d-a701-4503ed6ba267,e8390226-1a12-4a9a-8e79-2ad5d96363ef,5,2.57,2026-01-25T15:11:18.492357
9290a60b-71e8-41a3-8cf4-8e07b1997e87,c75bea9a-5fa3-4e1c-b340-e1af588cb94e,ea3dfc6c-9bca-481e-bec6-40f619bf6062,4,4.51,2026-01-25T06:34:29.874217
fde513f7-ec4f-4a08-94a7-814af9be2c09,0d8c1383-8b33-4e3f-a6f1-b3d3605d66cd,d90bb244-9d78-4e1d-bd88-ec2999890fab,2,1.68,2026-01-25T12:43:44.644268
8a5a2176-4eb6-4250-9668-4d5bc587d248,f980cc43-3269-441d-9d3c-5af64d46cf99,ec42788e-3bc4-4f32-9c54-9a9d401024cc,3,16.46,2026-01-25T10:31:50.030364
c21742e1-dfdc-43b4-88d9-85bac6e36ddf,c75bea9a-5fa3-4e1c-b340-e1af588cb94e,80199501-f3f9-4489-9e70-c60be49bd7ac,3,5.93,2026-01-25T17:54:12.839036
521a2d25-7f24-4938-86ee-7d2ad9025aa8,e0af32e0-1868-4109-be96-2edb65bcf0fd,d8e3c74a-5506-4196-80d4-b607c9d5f34e,5,8.0,2026-01-25T08:12:05.944149
6112ac12-e67f-4087-8cfc-da654d8943a6,c1ca276b-56eb-4f86-944b-d62b1942278a,43435b57-c56f-41a6-8b3e-0788ebc313c6,3,8.85,2026-01-25T17:52:28.658975
7506227b-68c8-4fa9-8b26-12b13411d45c,f594ecca-8921-47c3-b6a2-40a7d4d23643,aa14f1f8-21b0-4b42-a42b-215b894cb3d0,1,10.53,2026-01-25T03:42:46.330802
89153057-d5b5-452c-bdf7-b4f2b64041b7,b395af5b-64a5-4d98-a23a-68e6e1876e64,7f09dee8-a150-49eb-afc7-c4098d95d04a,2,8.64,2026-01-25T02:49:23.321054
25254dcb-ede5-4a9f-b3a0-cc772e4195b6,d2990d68-d726-4337-822a-b2bf6176101d,a058040d-70f1-4d5e-939f-893fb742ec9c,1,18.87,2026-01-25T18:23:55.056592
