payid,oid,amount,method_payment,provider,payment_status,order_status
9ae3514f-4a5e-425d-9d38-048b71120ab6,a432794f-d504-4dc4-b108-25883cba5bbc,2158.14,Credit Card,Bank,Failed,Placed
39b5d720-1736-4d01-9d6f-46fc6a054fb1,3cbbe2c0-0394-4606-bd76-f4af21fcca5e,86.95,Cash on Delivery,PayPal,Paid,Shipped
7679a4fc-9fb1-4a86-a687-75369ce42201,f0695b37-726a-444f-b07a-496b36f006eb,529.65,Debit Card,Stripe,Paid,Cancelled
ee192490-57f8-437b-aa4c-c8665106073b,815e0f3e-7a9d-44f9-9d19-7f711d951adb,609.54,Cash on Delivery,Stripe,Pending,Placed
a36faa31-e7db-478e-a5da-9a9372365960,98efbaaa-54a5-42bc-9140-df2a4eece142,845.98,Cash on Delivery,Bank,Paid,Placed
7b6ba721-463c-498f-b272-07d5a5076f91,f988f8d3-e40c-4c0b-9bc9-6685a365e0de,166.75,PayPal,Bank,Pending,Shipped
614360ff-487e-4051-8127-6fc351f29f86,973d3046-3972-491e-8cfd-1188aace64c9,2453.59,PayPal,PayPal,Failed,Placed
87ea1848-f66d-401b-9924-cc3ec0d75557,dfd59271-7477-4227-8fe7-f2bc33d908aa,208.32,Credit Card,Bank,Paid,Cancelled
e8706f7d-975e-41fd-b6a4-156e53a26955,a59c0ec2-dc3e-403f-b9ac-6d165add5c9a,3122.73,Debit Card,Bank,Failed,Cancelled
0094bce1-1f8b-4582-91b1-8ef5c75a7b7a,64c33b4f-c03e-461f-a4a0-eeec6c2bb212,3819.6,Debit Card,Square,Paid,Cancelled
2d4d58ed-737b-475b-aa69-1c337157ae6b,2012b344-507f-4439-98c8-543762c6c638,777.82,UPI,Bank,Paid,Cancelled
97ecd72a-6d3a-4ec9-839e-5ca7af5503a4,aa25d054-d967-400a-b29c-50f0f7d4dbd9,980.26,Cash on Delivery,Stripe,Failed,Cancelled
