oid,cid,pid,quantity,discount,order_date
56d35d2a-1ef3-4e1f-bd2c-bf66585e0273,465da498-6c61-4de1-ad9c-3d06bba913f7,8721373d-324d-468f-820b-785d37428fbd,4,12.72,2024-08-28T22:38:31.209979
e7282671-ebd9-40d0-9f62-c1757d6a22aa,d0126ef3-c2d3-42c0-ad83-0fae0e3fe55c,e9f5a7dd-66b5-46b5-97ea-140e861947fe,3,3.22,2024-08-28T06:12:06.677808
0e7e4ea7-134a-4e99-88d1-8a81f0d70513,d41f4026-fc2a-475c-a582-18b12836a349,aa29eb97-69c9-4653-8a69-00b937489bfb,3,5.79,2024-08-28T07:15:21.721425
00204351-cb10-4768-929b-c229c5079feb,abc59825-4713-44ad-b400-e6d34502f131,23ba60d8-5cf3-440d-bbaf-54819eabb0cb,1,16.99,2024-08-28T03:04:22.157679
e03498af-6290-4c27-ac5d-2ddbe7f53d00,902e5e04-1d62-486e-841a-97c0e2def6cd,fa6b982d-7489-494e-b385-890c02745ef3,4,9.66,2024-08-28T10:29:13.562153
3ce7ff88-8557-4f8c-805b-2178725a2ab6,58be39be-3dd4-47c8-8682-fde06f30e3f8,a18f468e-5cbf-4326-9dcb-3e3902ebb389,2,16.29,2024-08-28T01:22:14.495797
fdf97553-75be-4183-ab9a-de551fbaafb1,f4397fa7-785e-4d34-b1e0-462326fc9b70,d4e0d19b-a727-4bbf-9503-372c8af9dcb2,3,19.69,2024-08-28T16:36:43.515391
c4c8ad09-f0e2-45ea-8576-1bc6d52e9f3f,d4384612-3d50-4dbc-9b9c-1749b18c8cd4,b5707c04-b6f8-44dd-8bdf-56fa9df65688,3,8.51,2024-08-28T01:00:57.951402
10e9c02e-3e5b-496d-ab7f-64e4b24f2038,3b709492-2dfe-45f2-870b-5ebbb6038c21,2cc39c90-67a3-43bd-b30a-ab03665c6c0c,1,13.45,2024-08-28T20:58:44.890721
03803608-7a7f-442f-a4b3-fa65a53b40bb,5772df2f-8890-407f-bdbf-37dfe6aeecea,5d2a28e7-64d0-46c4-be10-89d1a11d54de,1,3.86,2024-08-28T04:51:28.600214
7b35883a-7eff-4453-91f1-92e894f02906,78a10fa2-f8bb-49c5-85a4-8a8c7c8e3387,aa29eb97-69c9-4653-8a69-00b937489bfb,1,15.54,2024-08-28T04:27:24.797687
77f9a853-1660-431d-9c7a-1d033e06f736,5c6a44c7-b685-4ad7-910e-766ed6cbc7f7,9731530e-f5cb-4c2a-8f50-44e0cab72925,1,1.41,2024-08-28T14:31:19.581491
444abb73-3ab0-4c9a-bf18-227cead49d24,4db2a25d-0f1d-43c5-aaa2-65ae62d97952,672d07b9-54b3-41fa-9683-0cf953773a5d,5,8.76,2024-08-28T10:24:31.503407
cc3566ec-2fbb-4c23-b2cd-f912d66d3873,da7a7c40-68be-42cf-9d38-bc6c4f73fd11,ea09df11-1dbf-49e7-ba2d-9cfcbaff9ee5,4,17.7,2024-08-28T12:08:39.106960
6e082336-ccda-4f6f-9f16-2c284b6a2fca,1634a168-7d06-4c25-872b-5bb19836f509,96725ae9-4ced-4615-a140-f2bb01f233a7,3,14.85,2024-08-28T03:30:33.151974
7c86e32b-34c8-4a8a-b97f-0f6da8a487c6,a1a2cdc8-23b0-4dcd-b1d3-fa8e5af86830,8052ebed-9848-455b-bb95-a4803817b1e8,4,12.09,2024-08-28T00:07:35.438846
a01d66ad-763e-4134-9551-a9b24694fd29,c742d61f-3ad0-421e-abea-ed5840128900,b6cc297d-001b-4349-a78c-5479d70d69e6,3,18.87,2024-08-28T14:23:18.209986
794d9cc8-bd23-4ec1-8a1f-9658d9bee9b4,a6d77169-1ec4-4ffe-b961-06b0c35d205f,0c788c27-243d-474d-87ed-af07b1269bed,2,19.47,2024-08-28T18:16:07.053757
9d5faa36-5204-49f4-9de4-1c65f5807f7d,92f0924c-c089-46bf-8350-0b440b532eb3,d6d7ee9c-3a2f-42bb-ba31-4e7b8208f60c,3,3.53,2024-08-28T17:51:24.330793
6a97205d-ce50-4b59-9e5e-71f9b0bfebca,8bfc2886-9543-4ab0-9a6e-5a24ef5dc141,218dd578-66fe-4bc6-b6d0-27a1332cc5bb,4,19.65,2024-08-28T16:20:25.607430
be233996-8bef-4b81-b96d-0f2fc6c95936,a1bafd6d-222b-41f8-ad9f-866a795e1ebb,088decdb-03b3-401b-9b08-55fd9d1cbc90,2,12.84,2024-08-28T22:26:42.664460
b5f149eb-2c1b-4e3e-96e1-f2abdeb57337,00bcca3d-9992-47a6-bb34-dc41a34f59c0,fd6c3c13-32a4-4dab-aa0d-3f0a7ac7ba17,3,6.68,2024-08-28T02:06:57.346303
c92c881d-7a82-4090-a68e-688c0e65055d,b9ca4fc4-f2a4-4170-bee9-0fabc4572fcb,875a72c3-ecb8-4247-92c8-86d59ed2cef0,3,16.51,2024-08-28T16:44:18.360102
1547248b-9fc5-4387-8313-53ab2a132914,07dcd8e5-0864-417b-a86e-81e3e0197cd1,011ed7fb-73c9-4892-81b8-ba5100569f01,2,12.82,2024-08-28T17:49:24.255807
a451a39d-9c5f-4775-809b-b2c8ed5cc603,953ac430-ea73-46e7-a9df-b814d7f3a481,9559cd33-f0a3-4b47-a07b-0f3ab373386e,2,6.8,2024-08-28T17:26:46.409761
c87d47ce-c1b5-4523-937b-8fe7fdca12eb,e1b0175e-1333-4fc8-8c8d-5bb4ba55758b,a7123574-43d9-4e03-9816-a711f3f3273b,3,18.41,2024-08-28T10:41:39.357124
c0c1419e-fd04-4ccf-9356-b3035a5b3159,6008d3f8-76be-47db-8049-1f411d5bbb87,c2d81071-cbe4-4564-b944-550262310352,3,12.2,2024-08-28T09:09:27.942724
