pid,pname,category,price,brand,supplier
62923500-054c-484e-b1df-df2568b0150a,Threat Picture,Books,239.52,Bowers-Webb,Willis and Sons
cbf02088-0b44-464a-b2eb-c59be1548bc0,Despite Significant,Electronics,446.64,Moore PLC,Buck PLC
d38f566d-c037-44a6-8439-d881ae92d057,Easy People,Electronics,257.56,Robinson-Lee,Olson-Solis
c135e164-bebf-4840-862c-95003df2385d,Speech Raise,Home,695.81,Dunn LLC,Ward PLC
75f46b3b-b048-4658-84b3-bf67edc436a5,Series Job,Books,815.33,"Freeman, Jones and Myers","Ramos, Hood and Davis"
4a9687fa-5eaf-4ab5-8b7e-ff1bb0610040,Understand Authority,Books,916.9,Brown Inc,Hill-Jones
1bc305cf-64f0-4755-8ebf-913d64dd68fc,List Try,Home,647.9,"Campbell, Mcdonald and White","Huffman, Wood and Richardson"
96cf1879-ef97-4089-bd5f-f4c6944a3b8c,Collection Understand,Sports,735.87,Fisher-Parker,"Hall, Sandoval and Richardson"
b1106784-aba4-450d-8691-55a98d7e55cb,Later Responsibility,Clothing,61.41,Osborn LLC,Higgins Ltd
13ca48a4-22b0-4ac1-8c6d-e814d91f9d29,Though Truth,Electronics,880.79,"Love, Ortega and Chavez","Rubio, Johnson and Ramirez"
c9c50220-eed2-4b3e-b09b-2a3a33c34e2a,Far Physical,Clothing,166.8,"Hill, Nelson and Price","Harris, Tate and Wilson"
32930445-7d7b-4dfa-ad8e-78509c91033d,Huge Response,Electronics,447.56,"Evans, Raymond and Williams",Hayes PLC
b7f3a918-6206-4575-81d0-9168bcf8c67e,Fill Indeed,Electronics,477.46,Villa Ltd,"Weiss, Henderson and Hutchinson"
0c109b94-2bfe-4701-affb-6f53167ec7a7,Experience Soon,Books,602.17,"Higgins, Moore and Jones",Blevins-Kent
30e764c2-2471-41b6-91a5-69f080f02572,Stay Least,Clothing,376.41,Long-Thomas,Underwood-Lee
a058040d-70f1-4d5e-939f-893fb742ec9c,History Play,Books,285.96,"Dawson, Pennington and Taylor",Jones LLC
532137cd-b179-4f94-96cd-664a455c81ca,Well Pass,Clothing,490.81,Wagner-Brown,Baker PLC
3a2a3977-e7d4-4696-aa2b-8a752d1fdd3b,Your Say,Home,23.68,Malone LLC,Maxwell LLC
cb600353-551e-4ace-9cef-82e1c4c128d4,Perform But,Home,42.69,Oneal PLC,"Stephens, Perez and Woods"
0b011869-d125-4593-89d1-cb0a3f779011,Check Improve,Sports,85.72,"Fleming, Blanchard and Weiss","Turner, Fuentes and Oconnor"
5d5f50eb-9c11-4f8c-98e1-0d539268f723,Might Real,Electronics,359.68,"Moreno, Welch and Morris","Flores, Willis and Carey"
cc4371ac-351a-4156-84db-fa720158ac17,Entire Everybody,Home,26.55,Bush-Stephenson,"Crawford, Morgan and White"
edef52cf-0b9c-41e6-8189-9e918ee98c85,Nothing Million,Books,237.52,Smith and Sons,Miller Ltd
2f07349f-fb9c-4cce-8c43-de1b0cc9a490,Within Rise,Sports,949.47,"Hill, Huerta and Newton",Gamble Inc
ec596e2d-346e-40ba-8af4-f5a87053bf44,Important These,Sports,755.32,"Castro, Carlson and Parker",Myers-Wilson
a18f468e-5cbf-4326-9dcb-3e3902ebb389,By State,Electronics,879.94,Hendricks PLC,Brown Group
eb078636-d016-4aa6-ae00-2387788ffde6,Along Enter,Books,720.17,"Wilson, Rojas and Olson",Castro Group
0193fba0-6d26-4b49-a5b1-b45bc46aa30b,Top White,Home,458.29,"Ford, Jones and Jones",Gamble Inc
80199501-f3f9-4489-9e70-c60be49bd7ac,Child Here,Sports,695.15,Brown-Lucero,Williams-Mitchell
c49e0f70-103c-4411-9258-845fc118cef8,Power Score,Books,133.11,Morris-Sanchez,Marks-Fleming
f54da51e-2a0c-480d-82f4-5b60823fbd2c,Adult Measure,Clothing,137.92,Drake-Ford,Fox-Randolph
c58cb7fb-d5eb-48e0-a6f4-369a3746c98d,Collection Study,Sports,275.95,Newman-Smith,Gibson-Ramirez
