payid,oid,amount,method_payment,provider,payment_status,order_status
40a8b712-199a-426a-a870-85bff403efd8,98e4878d-9489-427f-8894-cad697533697,581.68,Credit Card,Square,Paid,Cancelled
fdc5db19-8fd9-4e3b-b945-69421cb2dfe0,5f7f358c-49de-439a-a5b0-5f2c58eabe31,154.15,Cash on Delivery,PayPal,Paid,Cancelled
44e388fc-5f79-4677-9357-da56d2a5435b,e3792963-8569-43c6-8e9c-a908a9eaa5ff,1093.87,UPI,Stripe,Failed,Placed
22e2fc6a-8ef3-4d76-902b-22dd1a80c454,349c1d03-e3e0-40d8-b9ea-e5f41547874c,3971.65,Cash on Delivery,Square,Pending,Shipped
2e92f8e1-acf7-4d8a-a7e1-abcb928d5565,ff790b2e-ae31-42b6-9ceb-0023a09f27b4,3364.94,Credit Card,Stripe,Failed,Placed
829dfa01-645e-4387-affa-296299b3c8ee,c05a9e9b-7730-441f-bb2a-ae14eb23f7b6,700.32,Credit Card,PayPal,Paid,Cancelled
7d7b8e54-ffff-491e-a20f-99c29c9d64e4,aca09aba-18bb-4cd8-96ac-df9616bc7b05,3722.42,Cash on Delivery,Square,Paid,Placed
a08d9ca8-d851-4e82-83c6-57f05ece3e5f,715f2541-90ec-4231-8f99-d8cb1a79e956,2975.55,UPI,Stripe,Pending,Cancelled
c07c7576-ddf9-4caa-8dff-f6dc030cb1fa,c887c252-2b56-4a3f-a6fa-3d28f8b15b82,1440.44,Debit Card,PayPal,Failed,Cancelled
75546ff1-245b-4ce2-ab3d-1179a23699d1,88548467-f86a-4d71-bcd5-6fb22551cadb,1262.12,Cash on Delivery,Square,Pending,Shipped
75db6f65-06f7-42a2-a74b-924551b2c216,bd8e6fc8-803d-45f7-af13-1fd18eda2d10,1406.72,Cash on Delivery,Stripe,Pending,Shipped
608a94ae-8153-45fc-b2dd-6f910213ddfa,6050f690-2044-4ae5-bbab-ebc53c98c4fa,2246.8,PayPal,Square,Paid,Placed
6773c2b6-9f52-4cbf-add4-329137bb8b19,c0a6980a-10a4-4f5f-81be-e20dd7beffb2,3733.32,Credit Card,Square,Paid,Shipped
f523e215-6f65-4385-9cb5-efd747888fe4,43837358-0c99-4eaf-9c57-804623201475,216.54,PayPal,Bank,Pending,Cancelled
c96fbbae-b38e-4247-9a72-50d1631a221d,68083b3e-53f9-4747-913f-a58c838b584c,594.63,Credit Card,PayPal,Failed,Placed
fc2828cb-1b5b-4e9c-890d-66ae7f23232c,560f149d-3d01-488c-a6a8-c460dbcaab70,537.57,Debit Card,Stripe,Failed,Placed
a7f4684d-09b8-47b3-afa6-e2c9b0afc285,79db67cb-def7-470d-9f14-723169a791ab,791.5,Credit Card,Bank,Pending,Cancelled
feabf114-aae6-4758-8607-a0191a78487b,e6e7f017-08c4-46d3-a556-caae9b758136,216.9,Credit Card,Square,Failed,Placed
45705c27-1474-4eff-a3d8-93e0e3cf15a0,f6f93d90-4a84-42eb-9e57-45aa81aa3f22,2507.17,Credit Card,PayPal,Pending,Shipped
092f7b9f-6b29-4a99-841e-2087e67a5096,393df795-6066-420d-92a4-45ee49579182,292.68,PayPal,Stripe,Pending,Shipped
c5dc481b-5c2d-4014-88db-11fb41f628b2,a4cffec3-ff97-4922-b54e-b18605761a30,312.46,PayPal,PayPal,Paid,Cancelled
8caace2c-59d5-449f-8f19-e51078905305,ef3b498b-3956-479e-8ac0-7e8a3ef4b333,585.83,Credit Card,Stripe,Failed,Shipped
2f9b80ab-cbf1-4b7f-9645-765b9c46627e,79f081c8-47b1-45bf-9cfb-a9014de56739,232.99,PayPal,PayPal,Paid,Shipped
b3b08869-8d3c-43d4-8eaa-86235a2901ac,671ce807-22de-43e7-ba04-14a98e6548a3,3476.53,Debit Card,PayPal,Pending,Placed
b40ac142-495e-4d12-ac13-aa11cf8a9023,d48362d6-456b-4141-82d9-a2a4728ad509,1015.71,UPI,Stripe,Failed,Cancelled
c8fd6565-c1e7-44df-b2bf-f92d1018c129,f45db0ae-2e5a-473a-920d-9b9e18ec0df0,383.16,PayPal,Bank,Paid,Placed
6a47322e-0640-4957-90ea-14e11a32008d,df0c2c05-0c92-4150-aff9-2975ed1aa513,1221.61,PayPal,Square,Failed,Placed
f62a3707-3e64-4f1b-9890-3ce8fd2ca0e7,ef8e7a8d-6f53-4751-a146-887f6fe4786d,378.68,PayPal,Square,Pending,Shipped
11987d4b-e497-45b7-ad45-35680aaa01f1,98b0edbd-2908-4823-ba68-a7710b850d96,797.47,UPI,Stripe,Paid,Cancelled
7b1ef481-0d7e-40f0-b64e-22a99f62f709,2adb6253-1870-49f8-9d65-5b812b7ae042,1623.41,Debit Card,PayPal,Pending,Cancelled
1e61ffbe-33fe-4eb5-ae69-80209f0e1018,9c467704-2238-41bc-b72f-8854b9d63fc4,795.81,Cash on Delivery,Square,Pending,Placed
871cb428-e2a2-49ad-a1ea-01a0c1e9b4b8,0f9841e6-b48d-48e3-bc52-74a5bb4a6271,1313.84,UPI,Stripe,Failed,Cancelled
2dc76ca4-f557-432f-a6d9-b7369f3ed7b5,cf0a55be-506f-4240-af98-95437c71eb56,3917.59,Debit Card,Square,Failed,Cancelled
c4d6c9cb-2fa7-410a-81fd-4bb5b5dbad57,d702f776-62f4-4161-8e64-4e2ac34ba1fe,362.45,Cash on Delivery,Square,Paid,Cancelled
90837cc4-130e-493b-96a1-918d62d01750,52cf9b59-1f6a-47fe-a2ff-a1cf5ebb340a,2947.56,UPI,Stripe,Pending,Cancelled
d3f34190-ebea-40cd-ab5c-91c2c739f849,7524139d-dbde-4c22-a357-1cf2f9660e43,3837.13,Debit Card,PayPal,Paid,Cancelled
603f74d4-f549-44c8-8f92-888f3d86c747,362c5963-97bf-4e58-9f7c-7534249ac85c,945.44,Credit Card,Stripe,Failed,Shipped
df37ae24-9123-445d-8210-937f5a3b387e,b16c427c-461a-4693-8d41-fc3351206382,2877.32,Credit Card,Bank,Pending,Cancelled
42978a02-4c26-40cd-915a-b04945f63c08,e50c4ca6-0dbb-42c4-8012-6b4ccebe69f5,1475.13,Debit Card,Bank,Pending,Shipped
5c4be835-a783-4b44-827b-b31f91ae4ce6,c692f750-2575-4913-956e-cd469e593303,1439.97,UPI,Stripe,Paid,Placed
c0a9dd85-6830-4c40-8edf-5b01754726dc,7af11350-3dce-48db-a730-23753588f519,3299.06,Credit Card,Bank,Pending,Shipped
489f74bb-b862-4c0a-8ca8-611ed4a067e5,78f4293c-966b-492e-80c3-6338990e4698,844.57,Debit Card,PayPal,Pending,Cancelled
ba7dd0e0-d381-4f4b-b64e-fa4ad7f0e85a,5f3ae0ea-0f04-41bd-8614-d7214b266d7d,1122.72,UPI,Bank,Pending,Placed
84c15824-610e-4b54-933b-8b26981dbd41,f1a6f80a-d7f7-40ee-a8d4-cc5ba9c9ccd7,3194.85,Cash on Delivery,Stripe,Pending,Placed
aeceb06a-960e-4767-82f4-a3eb117a1f1d,66733db8-2165-40d3-b93f-63f3a01b7c88,1273.76,Credit Card,Stripe,Failed,Shipped
28e88fc7-b6b7-4001-b5b5-17a9478390e7,0ad78e5e-2429-41d1-a127-8195d8bd4d9a,1438.52,Credit Card,Bank,Paid,Shipped
2f580c17-594b-47a8-8de1-da8470958c71,dd29c530-01c4-42bc-9225-acaf386281b1,4808.2,Debit Card,PayPal,Pending,Cancelled
ec0e82a1-b648-41d1-9247-b15810d59e5d,051fe168-c82f-47d7-94e8-91542b7e7a93,115.27,Cash on Delivery,PayPal,Failed,Cancelled
1999dcb8-ac55-479c-890d-7a314538e622,0f7cf8a8-ce89-43a5-97d6-f96e7552dcec,1271.35,UPI,Square,Failed,Placed
1c912691-d2a3-423e-a857-1fc113daf5ac,83420449-007d-404a-ba69-a6b8ae23f897,344.18,Credit Card,Bank,Failed,Cancelled
3b92b3a1-5b6f-4fd5-9441-e5ed1ea98149,195ce7a7-1521-48f7-aef9-4eaf204481ee,640.04,Credit Card,Bank,Failed,Cancelled
dbeb6b4e-923c-48e7-8695-3ec8dfb7b9db,b7a4d5b6-a1b2-46f1-9116-fc76d99fcfbf,644.08,Debit Card,Bank,Pending,Cancelled
547e026c-06d6-4df7-960d-5d3243698d58,95de70b0-8306-45c4-8f36-dbaa979509a2,818.17,PayPal,Square,Failed,Cancelled
8ccfa678-6b54-434c-9309-62b63f4039c9,c26c0add-bae7-4478-ae9a-10c053b88bd4,2143.69,Debit Card,Stripe,Failed,Placed
2e3f0a47-40b3-411c-ae96-a0c408a21987,5e548b0c-37cf-4fab-ae6b-f9dec30c480d,246.37,Credit Card,Stripe,Pending,Cancelled
3cb571b8-b6e6-491c-ab4a-021fe31de7fd,cbfdeacc-7fd9-4872-975d-d072684e4cbc,2504.4,PayPal,PayPal,Pending,Cancelled
227c3a26-ee59-4699-ade4-0e57fccc674c,2049b477-6fd6-477a-8a4d-2b3408413615,3722.93,PayPal,Square,Paid,Cancelled
e39e582a-035f-40bf-861e-f601dbfd2c17,f74db80c-6785-4440-8096-c8a4ef65dab4,2228.06,Debit Card,PayPal,Pending,Cancelled
0808da87-b215-4f61-bfb0-2ee026ae6cd0,a5e1faf9-9646-4487-bbf5-84ea9ce34e8a,1946.23,Cash on Delivery,Stripe,Failed,Placed
d6142fcd-a71a-49e6-9612-991a99ef9fa5,bcc45c71-65f5-4e8d-a8f9-e78ed7889f71,4106.66,Credit Card,Square,Paid,Shipped
fb248966-acc8-4dbc-9159-e1f8bd7aa277,7f9e197f-01c1-4a07-9b17-8d8d70f73187,320.58,PayPal,Square,Failed,Placed
c17792b5-c4dc-4042-87f0-683a3baeeb8f,04cabcda-8831-4844-9de4-ef8dfb10e9ff,1037.69,Credit Card,PayPal,Pending,Shipped
d3c7f215-15f5-4a1f-a7f5-5a002ea6bfa6,79e3d112-4eb7-4d46-a0f1-85f15adde079,1214.21,PayPal,Stripe,Pending,Shipped
e0c28fb2-3d27-41e0-9ac2-561d833884d8,7b888273-81d2-42af-ae3c-c3ac21ea6b50,2782.21,Cash on Delivery,Square,Failed,Cancelled
25222467-3859-4fcf-8a82-fda733cbf9c6,e2ffd680-50fe-4e10-9d42-74206990e398,310.46,UPI,Bank,Pending,Cancelled
9aa28273-1453-4103-b43c-22c781b7f61d,2622b59c-21fe-4632-acfa-b432bf793af9,518.06,UPI,PayPal,Pending,Shipped
9c6ef11d-f1f5-42e8-902a-3bc18cb91f98,bbff968b-6f12-431c-97a3-fd383a31a07f,3354.93,Credit Card,PayPal,Failed,Placed
bfd89fa4-53b3-43c8-b91d-cc61f7825789,bc6042b8-b760-487e-88ac-0084b761bed0,829.22,UPI,Bank,Paid,Shipped
e3341e17-86f0-4632-92c5-494ddfae7e59,3bd99b03-0f07-4092-b2c4-63dabdc0d471,1476.77,PayPal,Bank,Pending,Shipped
a7207100-f063-4e5d-9a72-6bd65b12b738,128cd488-5114-462d-87d0-084d7842cc68,3697.07,Credit Card,Stripe,Failed,Shipped
8fa94f82-6a10-42fb-ab72-24318fe77273,f3355b4c-d3df-49ad-83aa-1eba110fd9a6,1274.94,Credit Card,PayPal,Failed,Placed
88c33cb0-c536-484b-9328-b183df182aa4,f2bbf655-e764-4529-be75-a37d87568740,3403.85,Cash on Delivery,PayPal,Failed,Shipped
325a51d7-47b2-4bf8-8920-a1b1fabbe2b0,12ea2104-0f18-4d5e-ad88-816b76c1ccc6,281.66,Debit Card,Square,Paid,Shipped
0119d97f-ec87-441f-b76c-588e572096a5,1f0a2097-8397-4c60-b1e0-6e3515ae4ebd,985.72,Debit Card,PayPal,Paid,Placed
5bcac153-0820-4908-b7c8-ed8f1479818f,83e2c5b9-2b46-48b7-bf98-5bbeb6528383,1407.86,UPI,PayPal,Failed,Placed
969c4096-82a2-4f91-ae0f-020c019e4df3,3a40ee54-6345-417c-bd84-f18386331a66,3782.26,UPI,Bank,Paid,Placed
