pid,pname,category,price,brand,supplier
ffd9611b-6ddb-4263-b5a5-6e2ddd95d0dc,Art Song,Books,213.83,Ortiz-Martin,Spencer-Stark
1ccf04cc-bce5-4a6b-8bd2-f92d75ff8ad9,Consider Miss,Clothing,568.37,Johnson-Roberts,"Hancock, Jenkins and Cameron"
7f954a52-81c5-4c76-80f7-3e7666e9594d,Different Foot,Electronics,543.18,Brown-Butler,Holder LLC
6037c3a0-8620-4640-bb0a-0e7fd1cd7bde,Process Instead,Clothing,663.49,"Lynch, Kramer and West",Scott and Sons
d1cae405-3235-41fb-91bb-6d18ff7a6bfd,Send The,Books,141.57,Jackson and Sons,Walker-Robbins
dc1f23bb-80c2-4f4a-9ec0-534dd80604c7,Scene Use,Sports,408.62,Miles-Parker,"Fisher, Martinez and Paul"
af5a843e-b6bc-4fe8-860b-bee5ed502661,Free Argue,Home,55.13,"Davis, Edwards and Krause","Clarke, Watkins and Allen"
0b35a4a7-a9d1-4c15-be64-2228cbdabad2,Top About,Clothing,583.19,"Rivera, Hernandez and Palmer",Robles-Robinson
e3d7570b-7694-498f-a307-5b0c5968e834,Professional Represent,Electronics,918.26,"Freeman, Lang and Gilmore",Marshall-Ryan
9dd5c735-5615-4be0-9183-835cfb5c1d08,While Executive,Sports,469.37,Yang LLC,Burnett-Patton
b6699b7f-0939-4815-baf6-db63378f969e,Instead Board,Books,827.57,Pace and Sons,Hines Ltd
e0f3e156-360e-4bb8-a67e-8d5aae8aa5ff,Us Skill,Books,212.31,Rivera Inc,Li-Weiss
e3ff7ebc-e8f4-4341-9e6f-a6c1f5a195e1,Her Deep,Books,955.06,Baldwin-Young,Johnson-Martin
7533446b-aa4c-4ad3-bcb4-fd5b3d084255,Contain Art,Clothing,594.78,"Fleming, Reid and Freeman",Martinez PLC
f3845c5a-b364-4f5e-a4a8-23da8846221b,Her Not,Electronics,822.18,Bell Group,Parks Inc
a2b0752d-d50b-48a1-b627-3a7f0300eed2,Six Particularly,Sports,657.01,Sullivan and Sons,"Cooke, Johnson and Watkins"
41e5dc67-07d7-4f0d-b969-366d976ffe1e,Spring Such,Electronics,869.47,Howard-Harrison,Park Group
0a27a91e-5e70-4938-8e64-5699b0f011a3,Determine Table,Clothing,206.35,Lynn-Terry,West PLC
