payid,oid,amount,method_payment,provider,payment_status,order_status
f5f01aad-72d2-4ad6-ab89-0d1d750f9ad1,8d7329a7-9e7b-4ff0-843e-2bfd71f1ddfa,606.23,Cash on Delivery,Square,Pending,Placed
9caee1d1-e22c-48e4-8418-54b4fc0e76f0,9052fdd1-aa13-4205-98be-9c6535020702,3519.26,Cash on Delivery,Stripe,Pending,Cancelled
29d45d63-1fcd-45e9-9b9c-a0ae43697b66,736ff8c6-ebbe-4d30-98f6-c09aa9e50178,1593.49,PayPal,Bank,Paid,Placed
23c2b0cd-f154-44b8-94de-0a08c8cec8e3,7945a77f-72cb-4a55-95f0-65ccad654cf2,1127.6,Cash on Delivery,Square,Paid,Placed
0be549f7-94aa-4354-809f-ccea05f2a68d,942fbf96-7030-4fa8-a73a-715b385d69e8,4121.62,PayPal,Square,Pending,Shipped
c961b15e-a6ed-46ef-afb7-d54ebc87604d,b9b5ef1e-c694-4e3c-ad56-9d747653dc76,3891.39,Credit Card,PayPal,Pending,Placed
a034c58e-354c-4d4e-aaad-032d32acd661,133fdb25-5997-4964-989b-fc9f4a562faf,368.21,Debit Card,Square,Paid,Shipped
6942e80f-f80c-4515-a516-ee38d7901cbb,5ce32ceb-342f-49ad-93e1-719e4fda4257,138.41,PayPal,PayPal,Pending,Shipped
5c4b2489-d0c3-4625-9dd4-d033bb9cabce,4b994528-dd14-40f2-80eb-aac3ef6c1b87,2425.73,UPI,Square,Paid,Shipped
39b5d821-cc55-4935-a87a-756f042a3677,b83cb8a8-2a45-4acd-adc1-9fa0824d66b4,4408.84,UPI,Stripe,Failed,Shipped
102fc48d-a285-4c35-8d07-c0ac79a64723,6870a832-f482-48af-a5af-e9c7d80723f1,715.56,Credit Card,Square,Pending,Cancelled
8326f118-f650-4686-bacd-ac2865b8ed78,9955120f-5c94-476a-8509-f67ad939cc70,4972.2,Debit Card,PayPal,Paid,Cancelled
cc7123bc-4209-4427-8df1-a27034a0357b,c38d8fd9-124a-4757-9ba0-e0262803d015,1358.14,Debit Card,Stripe,Paid,Placed
4141184c-abfd-4957-97e8-d3e3e2faf28e,89b70990-0cc4-4a33-a375-6d38fc282c5f,1499.69,Cash on Delivery,Square,Pending,Cancelled
3d3299d4-7aea-4dcc-80a4-f110407b29cc,08eecf2e-86ba-4371-99a3-081da6a2ee42,1860.07,Cash on Delivery,PayPal,Pending,Shipped
