payid,oid,amount,method_payment,provider,payment_status,order_status
20dd7ef2-054a-4fa2-ae58-477e5198d2a9,08c16e63-4606-4a5a-a405-c62df95ee20d,686.53,Debit Card,Bank,Paid,Cancelled
854fb164-23fc-4e0d-99c9-faefdd71686a,cc176f51-36fc-46fc-b3e4-5d801c55440a,2788.29,Debit Card,PayPal,Paid,Shipped
1dadf862-d7a8-4ab9-ae2c-d4becfd12c08,f76b5ba1-b690-4408-81a6-528b1f512665,196.26,PayPal,Square,Paid,Placed
6d16178e-0f4a-4928-9f60-8061867a0514,57075662-6868-43a6-a369-95e376b3b6cf,703.79,Debit Card,Bank,Failed,Placed
b560a387-c535-4b5a-9660-8da80142a5dc,4d8cedf8-0f43-4fcf-8a85-8d33f0488b4c,1018.1,Cash on Delivery,Bank,Failed,Cancelled
a51f1e6c-a6e7-4398-98d9-379c483dd532,60ccf910-993a-45a2-995f-0a70713f0193,1129.62,PayPal,PayPal,Failed,Shipped
09928670-add0-4686-9703-c038e0134e0f,45733aca-09a5-45d2-a758-7119e97cd621,3508.27,Credit Card,PayPal,Failed,Cancelled
98336419-8e25-4932-9ba9-bd3e95741aea,9a173655-3fb3-49f8-9060-a99013c0989f,1942.78,Cash on Delivery,PayPal,Pending,Placed
d3bcf3f4-3c0c-4bbe-97ff-affb1fae7cbb,7cfc3a1e-9aed-495b-a4c5-e60933b16697,1925.83,Debit Card,Square,Failed,Placed
5ced0caf-9d89-4820-9ddc-318f17328df1,d25949f5-9de9-4b3a-b757-865cf29984c0,200.96,Cash on Delivery,Bank,Pending,Cancelled
2ab40132-98e5-488b-b158-43b0c49e7151,f415f198-b380-4512-b897-69e7adf15305,1135.22,UPI,Stripe,Paid,Shipped
bda2719a-ea8f-4d33-80ca-9828a6f4072a,5abdfb14-ff8d-4a31-ae2f-97996166d8cf,43.26,PayPal,Bank,Pending,Placed
8eeaf50b-82e7-4863-86e6-6ced79122b4e,7bce900c-f144-4860-b302-175c302fd9e8,689.69,UPI,Square,Pending,Cancelled
93c49636-ed7a-412a-9bc7-c148c07fa33c,7fd5cfd3-2c0d-4ee5-875a-8d49804c2fa5,1985.81,Credit Card,PayPal,Pending,Cancelled
4d6c9d26-2d82-4145-afdd-c68d248b3dfd,7fa39adf-d9eb-4a20-aa07-5f039db71a89,525.32,Debit Card,Stripe,Pending,Placed
dedbb3b3-fa9a-474e-b506-eb5b6c9c75cc,c80ce9b2-3842-4e25-822a-4e1afadcb486,1153.44,Debit Card,Square,Failed,Shipped
5bef7ef1-b034-462a-bd3b-568c80282238,dad233e4-b4d4-466e-ab30-a8994457e531,3374.84,UPI,Square,Failed,Cancelled
8db83263-6990-43e0-9fbe-f8719cbcc54f,c8de73f0-9e11-4140-95d0-33ec192c3712,879.03,UPI,Stripe,Failed,Shipped
47cefcae-5dbc-43ba-9d49-1d721b9c48c5,27445e0a-8cbe-4a63-8e22-111e9af7028c,3408.21,Cash on Delivery,PayPal,Failed,Cancelled
849be6c6-0bf2-47af-84d5-8ca9f5b0674f,452a1a69-b38a-4c16-bd1b-67d81304336f,475.51,Credit Card,Square,Failed,Shipped
e975dff9-2886-4ded-bae4-451bd0c0e3d3,0e543e84-4e1d-434e-a570-eb5e35c5ca8f,4045.59,UPI,Bank,Paid,Placed
dd1de465-a88b-4496-ad8b-63c88c75aaba,cefa6692-c083-481f-99ca-cef7449ad1b4,294.94,Cash on Delivery,Bank,Paid,Placed
1dbac39f-a530-48c4-8816-54a079b726a4,acd2b973-e399-4012-bcf6-e894fdb9ae35,1250.1,PayPal,PayPal,Paid,Placed
d8ff3fb3-5a33-40a9-a528-e493c12c626b,d6c68389-ec2d-49e0-aa46-30a07f33e379,424.1,UPI,Bank,Pending,Cancelled
3565d822-92da-40f2-9969-870586fe4186,e7184cd6-3f00-4fba-b139-7106116d46ff,244.21,PayPal,Stripe,Failed,Placed
