payid,oid,amount,method_payment,provider,payment_status,order_status
3827096f-c854-49eb-8152-ebec0ca731fb,a591596a-92af-49e1-8d58-8fe5ef36cf50,1356.33,UPI,Stripe,Failed,Shipped
35aca8da-a382-478e-8d30-5f209d14bdd3,fa70ae8b-a50d-4e03-8366-b3d2a69bef18,3253.92,Credit Card,Bank,Pending,Cancelled
acb92a7a-b32c-4684-a9b0-9781fc7ad5d0,9fbe8b18-daea-41f7-8caa-5bcc00e789e7,1647.83,Credit Card,Bank,Paid,Cancelled
6001ab17-2227-46e3-9e82-5f0cb53a4869,27b37271-ef13-4678-af80-faf5afde09ec,683.17,Credit Card,Stripe,Failed,Cancelled
807120f2-1893-41c2-9699-9b2072766eba,b990d068-83aa-4287-ad8b-237e9bb4b473,2270.85,Debit Card,Bank,Paid,Cancelled
99053ac0-1476-4c98-b240-7ebc34ab0bb0,271f1b9e-ca20-4cb2-a3fa-0c7a4929d542,1659.49,Credit Card,Stripe,Paid,Shipped
3515ebc7-6564-48f3-8cc2-604148270f14,5fac7c9a-089d-4543-bb5f-00e9f1219e79,418.88,PayPal,PayPal,Failed,Cancelled
a151b7eb-ebe3-4428-97ea-5bb3560bc5e1,7b89575d-c61e-4777-bb79-eee4d0fa2b89,1931.83,Credit Card,Square,Paid,Shipped
5e9f49c4-79b8-404e-819d-68c13e79a48f,7abfc685-f27c-45d9-b03c-3b5caf2e4935,1362.58,Cash on Delivery,Bank,Paid,Placed
50086f6a-c12d-443e-8bc4-6af1ca0c6b39,cc7dcd5d-b175-426b-a747-5a14e0ef8ab3,3911.11,Credit Card,Square,Paid,Placed
031d90d8-f3e0-49c5-bb38-2e0d0c5e837b,b2b2629b-08f7-43f0-82ea-7a7b9e776576,2975.51,Cash on Delivery,Square,Failed,Cancelled
f57713c1-c115-4b3a-b85f-a281177f4b20,f6d338f4-ea7f-406e-9fed-d96be019c707,1445.53,Debit Card,Stripe,Failed,Shipped
2550a469-5b2f-4108-a1e6-9c664c62739f,ff2a6f99-3673-44eb-8087-e89557fab36f,121.1,Credit Card,Square,Paid,Shipped
07470d30-afac-4b67-9eef-1d8d0aa45f6c,7bfcb5f3-930e-4d9f-8e12-0ad634d60dd7,322.89,Debit Card,Bank,Pending,Placed
8d0cacb1-fbb8-4a17-940c-223ee736f4e0,ce127762-2641-4e8e-8f93-384223ebf65f,1870.02,PayPal,PayPal,Pending,Placed
5496fc10-dac3-4698-8ba7-0ee3829f33db,77280ac3-c12f-4cac-a65a-7da4e1239af6,911.95,UPI,Square,Paid,Cancelled
76787903-1aa2-426a-b50d-3e5ca94a0e0a,2069ade2-aa91-46a7-b6c5-3c0dd68cf0dc,2011.51,Credit Card,Square,Paid,Placed
be6eacef-2d38-4ff6-83f4-fbdaff8e583b,d66f2567-a740-4b1d-82f2-753b816b41bb,371.11,UPI,Stripe,Pending,Shipped
438bfa47-45dc-43f7-941d-15f52f46639b,90fb54dc-5e56-40e4-83cd-efa41b84b40f,1166.83,UPI,Square,Failed,Placed
bef00257-c7d2-4156-b326-b98c69960fde,df9c406f-0c91-4dfa-9fc8-4c20495cf484,153.35,Cash on Delivery,Bank,Pending,Cancelled
776be400-4aae-475e-a633-62623a75d855,eb4f7ee4-7825-4bf5-8a6d-fdde651aa9bd,1953.28,Debit Card,Square,Failed,Shipped
10cdc058-680c-48ac-8316-cccf344f7bff,aec7945d-9952-4345-baf4-8c8b84e2b7ad,156.32,Cash on Delivery,Stripe,Paid,Cancelled
18813621-ecba-4251-956e-be1afc141dfa,f97d73b6-f31d-4f74-9934-9b64b0c81233,129.79,Credit Card,Stripe,Pending,Shipped
faac97d9-0b4e-4a27-a5e6-49b244683c1f,dcabb05f-aa36-4b75-ad11-68d5b0b47dc0,767.66,Cash on Delivery,Square,Pending,Shipped
05f829a6-0acd-4665-89cf-d1154f575fcf,dcf991f2-c283-4771-98a6-7c1f3a4676fa,470.88,UPI,Stripe,Failed,Placed
