payid,oid,amount,method_payment,provider,payment_status,order_status
e6596db9-8cb2-4fac-aa3f-46a333b7b6ab,4f3fd671-3869-432e-8c35-f08c45b11922,216.56,PayPal,Bank,Paid,Shipped
f268d0cb-1850-44ce-b49d-795a6c87ad3c,b7d636c9-fd10-464c-acd9-99900248d52a,212.53,PayPal,Stripe,Pending,Cancelled
dd9399f3-e88d-437b-b654-2ac2f9c36d5f,774183f2-1bc5-4d30-a6bb-ecb526975150,2948.93,UPI,Stripe,Pending,Cancelled
d662fc38-5ea6-4839-9ccc-467a9cc4b0bd,ce4673af-e606-4adb-9782-87620adc32c9,525.71,Debit Card,Stripe,Failed,Cancelled
e9e1c85b-90c4-46ee-be9b-3b6676d06a97,8105977a-4c21-4796-a171-e36d77ed5e9d,1637.9,UPI,Stripe,Paid,Shipped
71a3d343-6dc6-47c6-bbb6-f1a9ab38e107,fb829d88-cce0-47ee-ab02-6b70903beff4,369.86,Debit Card,Bank,Paid,Cancelled
7d83b0b9-7a6e-4fa7-ade3-6f0e7a12c7b3,530425d3-9933-4d06-b43c-1a99ff7c4463,2229.86,PayPal,Bank,Failed,Placed
0dd5af1b-9baa-433f-b7cb-40a57a37c714,1e1f91f8-0542-442e-ad41-6cab89e93440,4808.33,Cash on Delivery,Bank,Pending,Placed
58437ebe-be5b-4e03-9635-38e2e6ab8b53,e3f6f222-185a-431c-9f7a-2888931aca5e,420.54,Cash on Delivery,Square,Failed,Placed
c5d068f3-063c-424c-b79d-4549c8188526,a39b0874-e1b7-4301-bb8e-b22cd01d9747,3593.68,Debit Card,Bank,Failed,Placed
ffc265a4-1683-4e70-87e7-e943ee15c5d8,33701fdb-40ea-42f7-8ae5-27f49cccb3cd,1824.55,Debit Card,Square,Failed,Shipped
a62410dd-28a7-4ad6-865e-2c449f8b3461,1943049b-c1ea-48a1-b439-e9fc2a37612f,3163.32,Debit Card,Bank,Paid,Placed
c59a6b86-d451-468f-ac01-cd26d3d0cfe1,1163ab8a-dbb2-4cb6-a206-b90fde46d217,537.73,Credit Card,Stripe,Pending,Placed
0e6d51bb-9444-49d8-8135-2a6b53fc0ffa,075e0d99-186b-488e-9745-e070940e9a7b,799.38,Credit Card,Bank,Failed,Placed
1a93d51f-1660-46d9-9cec-3d555390523c,7692f14e-12f9-422b-b3b2-ce0241f117ed,2137.8,Credit Card,Stripe,Failed,Placed
5851aa10-421a-45e9-8a2f-05da01610245,5d3a0617-ba48-4ea6-be03-594110578b8e,4791.17,UPI,Square,Failed,Shipped
5b1a8a48-2f12-4e9a-907d-c6477b1e56a7,1ff91d9c-90a3-4d49-89c9-0bf7e1867d05,294.02,PayPal,PayPal,Failed,Cancelled
c3d77ef4-df4a-4b26-88b4-532ee7e21dbf,8e0229e0-e379-4264-8771-629c64855ea9,281.77,Debit Card,Bank,Paid,Shipped
4acdfee8-c371-4736-90b8-ee1fa94692b7,1ba913d1-5651-4752-9317-f08c635f62ee,1967.1,Debit Card,PayPal,Failed,Placed
82119cc6-cc2e-4d6b-9292-4da45ae0fdd5,28350c05-f0a9-4194-883c-429fbbe1dc8f,1638.4,PayPal,Bank,Pending,Cancelled
3aec4da3-99d9-423a-8758-3b0c83c5fb1c,d9c2fed3-e101-4526-9eac-610b29a727de,863.47,Debit Card,Bank,Failed,Cancelled
12b863c2-efcc-43ea-86fd-56214fca3be4,6cd95051-564d-47ce-b905-a25a5ac3027e,805.55,UPI,PayPal,Failed,Placed
6fbc13a7-6b8a-40fa-828f-d060a187ab75,1ab3b4f0-e3b2-4f2c-be9d-35ef5bd99394,299.38,UPI,Square,Failed,Cancelled
01ef83d9-cd57-49ef-a571-d62eb4bb938e,e0474631-2ab7-4c86-be64-4c0cffb1b885,640.38,Debit Card,PayPal,Paid,Shipped
c745f662-3f11-4093-a7ae-1e7c552cc857,628f20a1-ba72-4e67-918e-fef99a251b51,3572.18,UPI,Bank,Pending,Shipped
22f057da-4f8e-4ecc-92de-df739bc9bb4a,6864ddc7-e82c-48f6-8e38-75801b849bae,2227.24,UPI,Stripe,Pending,Cancelled
170bd48d-31bf-4b75-8c59-1574c10f5b4d,d247d683-c747-46c5-a866-20ef1212739a,204.27,Debit Card,Bank,Pending,Cancelled
9b6c2b17-0c67-4411-bc8f-fbc72007609c,2772ae59-f621-4294-b693-dcd23f9059a0,104.94,UPI,PayPal,Pending,Shipped
6813c898-6068-455b-b7d4-680c9e39e50f,78691bc0-4db4-4a56-80ee-6fca73a5cc12,2597.95,PayPal,Bank,Failed,Placed
e61d4d35-4beb-4e49-9775-1979d9f5a298,c36c8004-9a09-45c8-b3ab-cc035386d55a,4648.08,Credit Card,Stripe,Pending,Cancelled
f74fa03a-06f3-417d-82bd-9dfe712fe1ef,96e92c02-cb1e-441e-87bc-fb553bb88cf3,525.82,Credit Card,Bank,Failed,Placed
9abb292e-13e5-483c-a963-386902ef1bfd,7e3c4988-596a-4ca0-83c6-f8396882616f,1775.38,PayPal,Stripe,Failed,Placed
23aacb44-97f8-4bc8-a766-2b4915d85415,339e6f92-488f-4f1c-9d37-da724cdd27fd,932.24,PayPal,Bank,Paid,Shipped
46d4f973-a295-4991-b455-85d7d0f5d62b,68087a0e-7958-491a-a816-b943d6b7cc93,2519.22,Cash on Delivery,Bank,Failed,Cancelled
