pid,pname,category,price,brand,supplier
7d3b52a4-a71b-47b5-9cc2-e47f8d686635,Remain Center,Home,224.3,Hoffman-Bennett,Parsons Inc
8ef72842-abf8-457d-bfc1-2fbfc679ae72,Age First,Home,909.66,Bell-Doyle,Ortiz-Zamora
ce9727be-1cba-4994-a529-deca01394b0b,Nature Road,Electronics,252.86,Sweeney-Gonzales,"Taylor, Thompson and Glenn"
40dc28e2-f08c-4800-bce2-427796045efe,My Interesting,Clothing,610.08,Clark-Moore,Boyd-Williams
8f17ec7b-79c8-463d-9a7d-ad7dd6a5d0bb,Everything Later,Home,583.81,Fisher-Wells,"Hernandez, Erickson and Johnson"
c5e7f997-cb3a-4b16-9e2c-9e51cee9b04f,Involve Education,Books,506.8,Bell LLC,"Lam, Baker and Martin"
5429c937-a554-4d22-b221-50b60eaebbef,Coach Likely,Home,725.86,Brown-Sharp,Martinez Inc
f5bffb22-b519-4bf4-9c29-f7e066129416,Everything Industry,Electronics,955.95,Sampson LLC,"Benson, Hogan and Molina"
c29a0bdd-9181-4581-9d78-1f3595cdc07b,For Pretty,Electronics,44.51,Castaneda-Butler,"Mclaughlin, Bryan and Pena"
5a254292-93c8-4325-9a61-4d4ae7c2691b,Various Opportunity,Electronics,236.45,Rodriguez-Kennedy,Nunez Inc
8c456044-4177-4ca1-8903-f59f6db5bc54,Throughout Treatment,Sports,39.43,"Schultz, Marshall and Conway",Peterson Group
8052ebed-9848-455b-bb95-a4803817b1e8,Now Sometimes,Books,962.02,Wilson-Evans,Silva LLC
c3beea50-05f7-4135-b4d7-5a28fc1a64f7,Chair Eye,Clothing,385.26,"Tucker, Griffin and Nicholson","West, Allen and Bender"
b3e00b08-9f29-4653-9dce-10989fd3b33b,Last Stay,Clothing,58.74,Oconnell PLC,"Jones, Valdez and Wilson"
f1b05cfb-3f80-4954-a3e4-67f6e98b6ee9,Citizen Watch,Books,346.6,Jones PLC,Austin-Taylor
ddcf47f9-2fcf-4113-ba6d-ea6c5cf313af,Else Current,Books,505.96,"Walker, Barnes and Pope",Byrd PLC
c3817346-4cf4-4d97-9ff7-8f3ab9ba7799,Issue Population,Books,912.35,"Gross, Turner and King",Webb-Powell
1ca4d9d7-ccb7-408a-8805-cbb7255a83ff,Mouth Plant,Electronics,807.19,Howard and Sons,"Hamilton, Norman and Jennings"
1a212539-aa01-4843-8c2c-46d339fe966b,Line Knowledge,Clothing,566.51,Hamilton Group,"Jones, Smith and Hanson"
e97a7897-6a05-4bf0-b090-76281a635917,Response Section,Books,410.22,"Cole, Villegas and Kemp",Johnson Group
3bdc7657-e0a4-47c3-8ef4-8d9a562da613,Above Business,Books,919.96,Barron and Sons,Meyer Inc
1e8dfd9f-1297-48cf-9913-2e110f2adca8,Character Produce,Books,425.42,Brown Inc,"Kennedy, Hunt and White"
63cf2cdf-5aef-4c68-992c-b3ac8396591d,First Wide,Sports,843.38,Parker-Cross,"Dean, Black and Golden"
7e5ed9bb-23e7-489f-99e3-4748716800bf,Feel Once,Electronics,625.88,"George, Freeman and Clark",Kelly Ltd
05b141a1-9952-460a-ad0a-5e6eaa950aea,Maintain Sense,Clothing,72.13,Graham Group,"Lopez, Tapia and Howard"
1a9d1919-f717-44f3-a44c-2ae6ca25d3cc,Wonder Win,Electronics,893.82,"Jimenez, Zimmerman and Morrow","Rodriguez, Hodge and Smith"
c13796de-d4c1-4a87-a3f8-dce92a7422a4,Fear Level,Books,337.62,Downs Ltd,Miranda-Osborne
081f1dd7-c58a-4c37-a73d-9b714d4ce4a1,Rock Stock,Clothing,206.26,Moore-Wagner,"Miller, Hernandez and Stanley"
5b0e2aad-aff3-4450-b03a-9b289142e8b5,Picture Owner,Electronics,200.58,King-Jordan,George and Sons
ad39b80e-706b-424d-9774-3921963091d6,Congress While,Sports,912.14,Powers LLC,Rojas PLC
ccf6df5f-5387-48bf-a7d2-69855ed1fd33,Anyone Deep,Electronics,59.38,"Villanueva, Schaefer and Jackson",Flores and Sons
92fa9b7f-1e8f-49db-b4f5-259b396ea2ed,Between Smile,Books,979.13,Duke-Mcfarland,Williams-Wright
fc082b45-5c55-4e10-82b2-3fb452976010,Approach Agreement,Home,477.1,"Doyle, Kerr and Duncan",Baker LLC
60468db7-25e2-4e0e-8857-a387a534977d,Something Participant,Home,752.45,"Donovan, Moses and Bates",Cruz-Bennett
c9814a22-3dc1-4c2c-aa21-1f9802f18807,Standard Defense,Sports,217.66,"Patterson, Jacobs and Stone",Brooks-Scott
13b48c24-6e97-4d21-9903-3f8ca94e2a64,Role Situation,Home,910.65,"Lester, Brooks and Perez",Ford Group
875a72c3-ecb8-4247-92c8-86d59ed2cef0,Save Though,Books,222.07,Hunter and Sons,Keller Inc
19ccf937-0162-4395-90df-faa43f640c80,Give Bad,Home,921.15,Keller-Peterson,Miller Group
a9d962b9-85ad-48ac-a257-cc918a767f01,However While,Electronics,828.67,"Thompson, Sosa and Rodgers",Marquez-Steele
e1f46add-5e3e-4b90-98ab-86d419dd7955,Home Rule,Electronics,405.22,Strong-Miller,"Duran, Ruiz and Williams"
6325d470-dcbd-4936-a3ab-15adf913add6,North Style,Electronics,102.99,Adams-Miles,Webster-Braun
675badca-b620-45a7-874b-c35658a84c6e,Just Large,Clothing,776.51,"Wells, Haynes and Miller",Donovan-Thomas
62ca03a4-3999-4123-af3e-aab2811d82b7,Image Heavy,Home,376.71,"Mccoy, Baker and Gill","Martin, Robinson and Rogers"
5d5fa1f0-be74-4221-8181-8596e013eb1b,Product Later,Home,504.81,"Jackson, Freeman and Casey","Stone, Yates and Morgan"
54d2a747-9103-4e87-9ff2-f2f41f6968d8,Spring Computer,Home,624.26,"Nixon, Rodriguez and Fisher",Chavez-Brewer
e9f5a7dd-66b5-46b5-97ea-140e861947fe,Everything Eye,Home,313.65,Saunders Ltd,"Stevenson, Hester and Gallegos"
ffa74c2f-1de8-4da3-a4dd-b91e3011f56d,Meeting Possible,Clothing,34.49,"Webb, Collins and Johnson",Chang-Fitzgerald
f41cb08c-a631-46b5-aa68-cda58333b10a,Ten Born,Books,266.75,Stewart-Roberts,"Atkins, Washington and Nguyen"
c24fb382-15d6-4ca2-baea-20bd64a5b2ce,Team Source,Clothing,272.0,Williams-Salazar,"Brown, Weaver and Nolan"
5e77f391-d55c-403a-b0f7-75360b262e79,Glass Management,Clothing,368.17,Clark-Phillips,"Ramos, Aguirre and Brown"
a74be9d7-c9f8-4edc-9c9c-b50111ca5c20,Follow Them,Home,720.47,Moore Inc,"Lynch, Dyer and Lambert"
04e1cfbb-83d6-4c4f-8e78-0318fb81aab8,Some Cost,Sports,79.55,"Torres, Robinson and Hernandez",Ortega Inc
91c8af15-134f-407b-b345-3e5029aa5cee,Attorney Describe,Sports,461.83,Herring-Day,Lopez-Booth
5f7313bb-ad74-46ed-8d93-eaf6e14dd1d6,Political Rest,Home,697.59,"Delgado, Bailey and Hood",Allen LLC
79b474d7-4ea6-450e-9c42-59c6b4caf153,Education Field,Books,746.38,"Perry, Thompson and Flores",Brooks-Wilson
c4128d60-8589-4a02-8ae0-6598eaf10e74,State Rock,Sports,879.9,Dixon-Rowe,Yang and Sons
b32f6fcb-b9f5-4789-8383-784fb74a9c25,Challenge Will,Sports,590.59,Ross-Walker,Taylor-Coleman
0820c5af-96c1-4655-8e94-fb23daf85597,Very Word,Sports,163.52,Crawford-Warren,"Dougherty, Thompson and Erickson"
7323778b-c1e9-4e6a-afea-83434d0e0598,Network International,Clothing,958.4,Mccoy-Garner,Rose Group
eeb71ce9-0edd-40ec-8674-2f5036669065,Computer Store,Clothing,736.44,Simpson Inc,"Sullivan, Lewis and Weiss"
a741c381-917d-4d6f-9e3a-8518ed1f4774,Market Add,Books,634.67,Hebert Group,"Dean, Ramirez and Le"
410dd5f3-ce48-48bb-8f46-ae34293da39b,Candidate Control,Electronics,28.97,"Oliver, Adams and Bryant",Estes Ltd
29f0e4a7-266d-4831-bfc9-af3c9d7b785f,Hotel Never,Clothing,506.8,Alvarado-Valentine,Allen-Clark
6203e0ce-5558-4501-9ae4-a845dda2c81c,Across Hard,Sports,593.16,Nichols-Jennings,Smith-Williams
fe059b0a-a386-43ce-89d0-24d3a41a6e80,First Leader,Electronics,99.85,Miller-Freeman,Campbell Group
b97d9dc0-8bad-47df-aba7-4896bd9b0c38,Especially Black,Clothing,802.53,Jenkins Inc,"Good, Wade and Price"
caa375a3-5afa-480a-b6e9-29b7a4847fa3,Reduce Voice,Clothing,486.48,"Miller, Franklin and Banks",Ortiz PLC
2ef85621-5db3-4778-aacb-9ee84ff61b20,International Although,Home,524.9,"Garcia, Austin and Bridges",Patel and Sons
8f9671da-17d6-46a0-87ea-7d10806a916c,Foot Partner,Books,140.27,"Berry, Parks and Wheeler","Campbell, Jacobs and Williams"
921f628d-14ec-4a60-8c44-746a8a435229,Memory Role,Clothing,774.16,"Snow, Mercer and Short","Cook, Manning and Jones"
cec01b5a-fe15-416c-9c1b-3c5a9118a644,Structure Daughter,Electronics,413.73,Jenkins-Taylor,"Hendrix, Rasmussen and Hobbs"
