pid,pname,category,price,brand,supplier
e656c20b-f772-4e7d-b41b-c02753869990,Own Sport,Clothing,353.15,"Reynolds, Perez and Camacho",Gray Group
9ad5e98f-264e-4bbb-8a67-4de725464900,Way Among,Books,197.98,Carroll Ltd,Andrade-Ford
c19d708f-5cd8-48d2-abfb-532bf77a0e69,He Environment,Clothing,843.43,Flores-Marks,"Adams, Santos and Winters"
b99f934d-7a17-47b2-b521-0e5e8dbea5f7,Let Sound,Electronics,45.62,Brown Group,Myers-Smith
19630be3-7ca5-4996-ba07-60eb5c938623,Because Live,Home,917.23,"Schwartz, Osborne and Thomas","Romero, Jones and Thompson"
5f53a377-66b7-4904-bce3-59f7802b4ee9,Shoulder Hold,Books,844.62,Mann-Adams,Reynolds-May
651e782d-0f7f-4bfd-b318-cb7256a27253,Final Pay,Sports,96.0,Hernandez-Dawson,Roberts-Gardner
c6be26e5-cca0-4693-85a0-738ac2b0d6fa,Leave Professional,Books,849.58,"Lin, Dickerson and Howell","Ramirez, Patrick and Alexander"
25aed7aa-8f1c-44ca-aa10-56bdb5d251b3,South Little,Clothing,18.35,Terrell Group,Butler LLC
ba93d182-b6ae-4799-8a21-d9f6516a55a0,Yet Also,Books,598.91,"Horton, Torres and Miles","Mcgee, Huber and Pratt"
7124e2d6-4402-4e23-a6c4-a3e95912935f,Professional Father,Electronics,451.32,Vaughan-Washington,Vazquez and Sons
637662fb-5934-4d7e-906d-f32d2e0158b5,Least Church,Electronics,448.69,Miller-Horton,Alvarez-Mahoney
