pid,pname,category,price
d9ce007a-4ed0-46e7-81a7-cc7db94113d6,Market Drive,Sports,342.3
eb19ad75-221a-4116-ba20-7d48991ed7e1,Character Rise,Home,452.68
64a702cb-0849-4fa1-9480-25ededb740da,Ok Against,Sports,935.39
48f4afd5-c3e7-45bb-883c-e1e1f4a93c4a,Apply Early,Books,722.35
f75ff292-1a6d-4a33-b9b1-15e58c6e5136,Indicate Deal,Home,366.45
423925a6-1f45-4608-8a10-a41fe25b7485,Site Coach,Books,817.79
5b69b83b-6b0e-4c40-9530-911d8927710a,Newspaper Second,Electronics,437.65
af597ca5-1b2c-4e65-bc9b-a06e1ebd9484,Culture Across,Books,185.43
00447653-c026-4717-83bc-6c3e7a409034,Social Hotel,Sports,187.34
590ed874-7fb4-4ae2-81ed-b9c28c2f6cee,Serious We,Clothing,599.51
413a5b69-aef7-420f-aabc-3ab81df6cb6b,Provide Experience,Clothing,135.3
8772d46a-5620-4050-b2a9-c9909ce76938,Stand Check,Sports,669.91
a74b31b0-8840-49ce-bbb6-d5769e6c091d,Tonight Civil,Sports,643.43
d793b495-b483-4a15-8c12-dd6425e93c78,Should House,Sports,796.17
35852f37-b5d9-40a9-88db-2bca84a625a0,Natural Reason,Electronics,338.56
431f22c5-b765-44b0-9a11-06cb09cacb0b,Their Decision,Sports,976.37
30df22e4-8454-4a47-b485-38d3ba061f1f,Wind Budget,Electronics,622.04
eb72da7f-1cc8-463c-9fb0-52a601ef0a30,May Decade,Electronics,126.53
99eaf9de-c296-4c89-a9ae-1b23bc38e4cc,Relate Pm,Home,429.19
fe9dae50-f970-43fb-bebc-b1b37164fafb,Like Concern,Sports,621.12
ebb9d2e3-b93d-4c88-bc7d-b6a23bc7bda0,Capital Threat,Books,26.76
b9b1cd27-b9f1-4aa5-bc6c-e13d64715520,Activity Price,Home,629.96
db7c1843-4f81-4684-ba37-801c903c79b1,Medical Return,Books,577.63
724d4abb-cc5e-4796-921a-e295360d6d6f,Production Bag,Books,988.01
144a7e8c-9804-41bf-ae32-ffa41ec78ce7,Represent Claim,Home,908.39
319a0ead-11af-4c95-84e5-789c52bbb4e1,Its Play,Books,687.64
9ebaabca-80d9-4ab0-aa28-f2007c175425,Activity So,Sports,842.1
5b7a921d-87cc-4475-9a65-cca541ea525a,Before Investment,Books,829.56
9bf23a97-5e42-4120-a77d-7e58ba2b1b32,Particular Mean,Clothing,565.81
8c1a04a2-ce7f-44ae-9437-1748e6f4d85c,Real Less,Books,535.36
501e6771-4c55-4efd-9267-b61cd1ad923c,Air Wonder,Home,874.82
589d6200-1916-4bf2-9bd7-5b06c5c50bf5,While All,Sports,137.52
1f8942a3-c38d-481a-a036-d8e591a6073f,Everything Sometimes,Sports,649.09
8fc21d52-975a-457c-ba95-7042a709ee57,Civil Case,Home,973.22
ac929c74-b78b-4bb3-ba9c-0f21e18fcf0c,Hair Make,Sports,313.81
41c44755-159f-4d39-9314-cc298e829a70,Large Until,Sports,371.59
d7f7566d-a977-408a-b538-0bfa5fbee65a,Science Tonight,Home,103.8
144a9026-2162-4622-bbd0-c415c23071fa,Hundred One,Clothing,125.58
9704b0fc-eb12-4449-ac6e-dc8ff9851e6e,White Not,Home,680.06
4051ee7f-dd62-4f3f-98c5-ff9a85453c67,Leave Main,Home,488.21
414194dd-9c50-4f12-8605-554612f48031,Week Big,Sports,802.58
8e573e3f-2d12-4d7d-bef1-95f0b7fd2770,Score Able,Electronics,573.84
f42b4865-0465-4b04-9d53-ab112c838f23,Possible Economy,Clothing,25.76
ec564413-ad26-425a-bc47-eff14341a633,About Benefit,Clothing,38.64
617e9015-9ad0-46b7-a11e-081ec0e897c0,Sell Simple,Books,477.49
b9ccb827-bf2b-4481-b225-870559ff8ba9,Loss Wide,Books,807.83
bc98cd6e-566c-4aab-b6f0-68e8bec7eff7,Think Central,Sports,730.57
112fb002-6930-4601-9a75-51401c4e60f0,Special Decision,Clothing,49.02
0ebfa05f-2eed-4b0a-b487-47b351d14ed8,Read Especially,Electronics,372.53
45c0cc8f-a899-4643-a5ee-327fe3caeeb5,Or Result,Books,673.4
e4f234f2-e01b-4377-abac-eeef2f06700b,Suddenly Because,Clothing,484.63
97f3da2d-6ff4-4360-a8a1-b1610cd9d17a,Much Such,Electronics,964.85
8ace1efc-43b5-4835-b6c1-b8c76c4e815e,Middle Only,Home,991.78
98d4a69b-14d6-46b3-9212-cad3f5487b72,Man Personal,Books,50.36
a8dcc136-889e-4143-886d-ab71103c1162,Degree Choice,Home,229.12
ad9a910d-a047-44e2-b8b0-43af33a59462,Foot High,Sports,198.91
9fe978c3-7d49-4298-92a0-d268035f671f,Room Begin,Electronics,506.81
b7c5f59f-5673-4bb2-b6cc-910fa768e1bd,Medical We,Sports,714.32
eeaea58c-9fc8-4ba1-aa0a-7622912be2cf,Health Talk,Sports,139.81
8530ef40-15e6-4513-865a-cdd3a4d3187b,Word Note,Clothing,689.94
4ae87662-394c-458a-b16b-4459a71f315e,Break Yard,Books,173.88
880cb342-d744-476d-a5cd-bcf534c74f46,Mouth Less,Clothing,509.77
257b99c2-c345-48f8-9fad-61aaf5fbe6d5,Building Better,Home,652.57
56858c7a-659c-4e23-bd9f-7bb5fbc766ac,Spend Sit,Books,718.24
8530f606-00e0-4572-b18e-efc614f68d91,Collection Executive,Sports,929.08
18c15e4e-a973-4ab2-b5a9-e0c29f59ae1a,Outside Beyond,Home,694.54
6f4d33a6-b426-422c-a9aa-b9543e5295bb,Pick Be,Books,403.3
114d0896-3d03-44a2-ad26-45a8767ecc7e,Off Executive,Books,645.06
416e41f0-19a2-4414-8a6b-dd66d1f4eb41,Should Shoulder,Sports,133.62
2bd746f8-02aa-4541-8c17-c5fab4cf4de5,Magazine Newspaper,Books,380.64
58baf13b-c725-4510-b04e-47dbf6d9c786,Statement Require,Books,24.55
79db7b20-e871-47b8-967c-66f20cdcd1ed,Dark Always,Home,190.68
879b465f-adfc-4bec-8260-60ce928319e0,Me Thought,Electronics,292.25
