pid,pname,category,price,brand,supplier
a56bc949-1ea3-47d9-8ff0-4c0bc7fdb375,Travel Describe,Electronics,640.87,Hunter PLC,Drake-Gomez
99955f39-7f4d-4d2d-9621-804121934e82,Everyone Parent,Home,998.36,Spencer Ltd,"Turner, Campbell and Armstrong"
3ca4a5d8-d750-4c0b-b106-ab2db05829e7,Surface Defense,Sports,852.24,Porter-Wright,"Crosby, Hickman and Chavez"
049f8a0f-24b9-406b-a997-7bd906a20ae1,Expect Open,Books,433.19,Pearson-Evans,Smith PLC
dc01b38c-5432-4953-a504-ac9dca9b379e,Discuss Project,Home,615.66,Smith Group,Daugherty PLC
9a0094a0-8284-404f-adda-cb0b8c879d7b,Hour She,Electronics,457.14,Jensen-Rodriguez,Palmer Inc
c7163ecd-d43a-420d-a3cb-dd39f8eeab3d,Agree Soldier,Books,830.27,Miranda and Sons,Morris-Brown
a529c337-c5b7-4daf-8fb4-56c0fa753569,Bit Performance,Home,504.48,Stark Group,Campbell Ltd
ec1d8537-518b-4b2e-a3ec-f2d70cc5896d,Property Friend,Home,999.13,Washington Inc,Smith Ltd
1aa8c0cc-1bf3-4e3a-abf5-675b660a416f,High Nature,Home,613.32,"Hansen, Manning and Perez",Dean PLC
f6a8fff9-d140-4557-bee9-c6478bc4c59c,Rise Raise,Books,665.54,Brady-Johnson,Brock-Pham
b1f62b64-37a4-4b21-9897-e4f3f5fd78ba,Collection Tax,Clothing,889.98,"Ellis, Le and Tate",Cameron PLC
beb44c41-3fec-4ea9-ac9d-7f8462963691,Window Scientist,Home,49.99,"Carr, Meyer and Foster",Zuniga-Edwards
37f594f1-23c3-4346-af80-b3572a7d7cc8,Few Whether,Home,48.97,Williams-Cobb,"Bailey, Wise and Mendez"
683fd38c-447a-4c8d-8942-28cad1d56198,Three Main,Home,617.45,"Flynn, Monroe and Nelson",Lewis-Hardy
ab18e2e6-15c4-4094-8d78-d59137f54dcd,Nearly Everyone,Electronics,376.48,Jackson-Perez,Sexton-Garrett
387822a8-cd37-405f-9737-c26c5fc959e4,Shake Television,Electronics,192.13,"Herrera, Ho and Ayers",Evans and Sons
72f97a7c-9de9-44f3-9ad4-8d9a0b095757,Worry Here,Home,641.83,Black Inc,"Montgomery, Fleming and Gallagher"
