pid,pname,category,price,brand,supplier
2fe6b19b-733f-4297-87a1-bcdfd38dfa87,Voice Know,Electronics,574.75,Herrera LLC,"Thomas, Robinson and Vaughan"
014b37c8-81f1-4373-ab3d-eca0e76a1156,He Movie,Clothing,504.4,Keller-Aguilar,Murray Ltd
719ddfac-a324-4a6b-b3c0-a695390dcab9,Nation Field,Clothing,407.06,Knight-Stephens,Frazier-Martin
c1d00c04-7c56-4c0b-9edc-ff49a0c5a3d3,Always Really,Sports,910.82,Hodges-Mitchell,"Williams, Davenport and Garcia"
f289996f-f0dc-4c32-bbdc-1cf6c72fc227,Perform Management,Electronics,674.78,Adams-Stafford,"Martin, Long and Walter"
dcf365bc-6cda-46e6-b703-787b477f7289,Feel Size,Books,667.85,Daniels Inc,Benson-Woods
c38dbf46-4d4c-4e56-9df1-9cd728b87f81,Economic Job,Home,997.42,"Kirby, Perez and Vasquez","Ramirez, Cruz and Sanchez"
cc7e8548-3ba7-4257-9016-3e473f3a9489,Do Between,Electronics,413.42,Barnett-Mckinney,Stephens-Williams
c761638d-1f18-4ad1-92c6-452aaae86338,Adult Course,Sports,121.19,White PLC,"Johnson, Allen and Jackson"
b6d55255-f9ec-44eb-9322-394f43afdcae,Trouble Part,Clothing,995.48,Beard-Walker,Mullins Group
6d0ce9e7-0e32-4e1f-8392-f89bf7834a4f,Drop Summer,Books,583.51,"Hudson, Kline and West",Lamb-Allen
9e0af5cb-cafb-42b5-8926-45f3b05d47a1,Analysis Be,Sports,247.02,Mckay LLC,Knight LLC
b98a0605-8989-4840-a6be-aeb5cf6f7076,Medical Above,Books,981.61,Jones LLC,Newton PLC
