payid,oid,amount,method_payment,provider,payment_status,order_status
42d6ae42-eb7b-48cc-9a9d-d5546b91a8c4,4f6dad3b-cf77-4e07-86cb-2ece7d3607be,334.01,Credit Card,Square,Failed,Placed
5388ef88-cab3-4c0b-85b8-78b36a8b180d,794e7692-197f-4708-862f-1cf1e1da4c86,572.37,Debit Card,Stripe,Paid,Placed
33417a42-9d99-48a7-a02b-be2edba8ba68,2eeb83db-f0a5-4d72-ba98-cb91e67c7c6b,4134.92,Debit Card,Stripe,Failed,Placed
21285def-5658-466f-9639-3f17467a531f,b7eda0ea-d4e7-4328-bac7-a0f80c23a591,1427.71,Debit Card,Square,Failed,Placed
061cdd27-c58f-4f9a-a526-8e6cbea3b364,7d4b26e2-2a99-4916-912a-07f8c8016414,1992.17,Cash on Delivery,Bank,Paid,Placed
a2c0d36b-45f1-447d-8b7c-18bfae9d02c8,c50ff56a-68af-43c3-aaa6-fcd5d3ca4ef9,826.27,Credit Card,PayPal,Paid,Cancelled
ebc95cd3-bbc4-40db-a9ed-680e662032d0,e7365f8c-e477-4c3a-a1e7-a836933186b4,1943.44,Credit Card,Stripe,Failed,Shipped
daca0f9c-3536-4a5e-a5d3-045916bdf90f,8aa0b569-42b0-42c4-88d4-aefe926eff12,3696.4,UPI,PayPal,Pending,Cancelled
c4371902-00f0-4f22-bffa-c768eb6b907e,73070f2a-1032-457d-9bde-23d4aff7a6a9,247.92,Credit Card,Stripe,Failed,Cancelled
2f6dd975-e261-4200-9db2-b02481c77e0e,48a84e64-d9f9-472e-8e2e-2683d80874cb,861.26,Cash on Delivery,Square,Failed,Cancelled
82296592-3283-4480-a482-7820f758c8d2,ed9ab2a4-e4cc-4812-8e23-21bcdafc9cbb,637.17,PayPal,Bank,Paid,Placed
cc7fe400-9a47-4d5d-8835-7cae36b38796,ab249dc1-cac9-41a0-9ca3-d003cadc8ed9,163.78,Debit Card,Stripe,Paid,Cancelled
9bd23786-8a2b-4fa7-b379-920c69fd0f5d,f52c9e17-8fe7-4c65-b038-6410a7525f85,452.52,Credit Card,Bank,Paid,Cancelled
