pid,pname,category,price,brand,supplier
240ecc97-6929-43f1-a116-4b89db12b9c0,Candidate Yourself,Home,628.82,Herman-Scott,Howard-Hampton
67c88b8f-cd82-44c6-993e-ccdbb5062dbc,Born End,Electronics,494.15,"Dunn, Lee and Davis",Holmes and Sons
95f9ccb1-bdde-46cf-9491-d0b67dafb8c9,Report Rest,Electronics,458.09,"Harrison, Hernandez and Perkins",Eaton Group
551c5d7e-2b0b-4c16-968e-d37bad21e262,Indicate Conference,Clothing,220.99,Lee Group,"Matthews, Perez and Ball"
3a5550a9-22dc-4503-a1b3-f3a3e3d76ca1,Including Million,Home,949.33,"Osborne, Copeland and Nichols","Sanchez, Reilly and Romero"
5f12f751-d05a-4cc9-a861-6fc8617aeb29,Purpose Might,Sports,878.72,Reyes-Moore,"Myers, Melton and Brown"
e8f239bd-3542-46ea-856b-269b8e89660f,Network Hard,Books,989.79,"Ryan, Swanson and Garcia","Thomas, Walker and Patterson"
db441f10-1993-43c7-a965-f425ad822273,Factor Finally,Sports,877.77,Herrera-Campbell,Craig-Parks
d30e00b1-a6cb-47bb-848f-54c9a9eb240b,Back None,Books,947.07,Smith-Rose,Wilcox Ltd
aa75b67f-c9f3-49aa-adff-094789eabe25,Physical Security,Home,291.65,Johnson-Liu,Stark and Sons
2c02d77a-5070-4c13-9cf1-548797aa3db8,Next Realize,Books,785.35,Farley-Sanchez,"Taylor, Garcia and Jackson"
0983d3bd-0fd4-428a-b1c8-e6b114697ea2,Father Law,Sports,550.29,"Garcia, Cherry and Rogers","Alexander, Hart and Johnson"
455b88a8-44c9-44d9-ba35-507b3920d451,Would Article,Home,901.69,Cunningham and Sons,Burke-Mccarthy
f8582079-7470-4eb6-baf6-d7bd3f31b16c,Then Speak,Electronics,220.46,Hoffman PLC,Luna-Garcia
53d2cc63-6aef-4cba-8a1a-5930e30b6d2e,Television Itself,Clothing,633.01,Sosa PLC,Burton-Cook
886101fe-6d08-45e1-893d-3592f54885fa,Lot Program,Books,201.27,"Rocha, Hoover and Salazar",Spencer Group
554458a9-5752-46f1-bf67-1001151810cc,Protect Include,Electronics,701.86,"Adams, Lynch and Daniels",Wilson Ltd
a33f80f2-7167-4553-980c-48b66bba542e,Us Piece,Home,675.5,Thomas PLC,Nielsen Inc
9beca3f3-3cc6-4860-929a-209070332bf5,Himself Child,Sports,105.85,Neal-Santos,Cook-Ramsey
e3efc371-9192-4910-a064-68f8c9b3a32e,Second Everything,Home,390.29,Sims Group,Frederick-Hernandez
f2810175-12b1-47cb-a20a-ce54820ce32d,Now Another,Electronics,623.76,Bradley-Stanley,Jacobson-Hernandez
d061023d-e25e-4f8e-8548-3af8190972ae,Edge History,Clothing,747.85,Brown-Whitehead,Bennett-Hernandez
f95d355d-d9ff-42a8-befd-01fc06f9da50,Commercial White,Books,773.08,"Anderson, Mckenzie and Marquez",Shields Ltd
f71dff44-ad18-4326-b494-3239f9405830,Soldier Reason,Sports,657.41,"Flores, Woods and Chavez",Zuniga Group
bc4a4627-8473-43bc-ac4b-fcdb8acffbc5,Personal Happen,Electronics,568.08,Jones-Gross,Beard-Stevens
