oid,cid,pid,quantity,discount,order_date
139ba44d-6980-4527-bb34-3cae2bb5f68c,902e5e04-1d62-486e-841a-97c0e2def6cd,d0079376-0cdd-4185-875e-fa9eb640c7c2,2,15.09,2025-08-02T00:13:51.670798
056efc99-3da0-4e8d-b823-f79a7752fbda,d4384612-3d50-4dbc-9b9c-1749b18c8cd4,c1d00c04-7c56-4c0b-9edc-ff49a0c5a3d3,5,6.4,2025-08-02T03:12:52.026297
4e069045-50a4-4341-8b97-dd0e49afa3e3,cbe91f16-3a2f-4227-9cab-8f69282e949d,1898be4a-e24e-4e9d-b734-12c69295a391,1,18.76,2025-08-02T00:50:08.186125
6d5d0a16-670e-427b-bef9-bff2a9584dc6,494728a8-17fe-4e6a-bf39-81d09ba5fc6b,9e9c4e86-2ee4-4b2f-bfd1-e7b5e33c7f21,2,11.48,2025-08-02T17:48:07.120283
4d36cd1b-e407-45c3-968f-782f19c05cd5,0e3f51d5-7803-4b96-8437-48e0924b2bea,918fecb1-580b-4db2-932b-266ffdfd835c,4,19.76,2025-08-02T14:54:07.488220
7fcc1352-47a8-437f-91bf-5605c46dc713,bb76e302-0265-4738-b06e-c556d01ba581,192044a7-7f55-440a-9293-9e975f8cc1c0,5,12.78,2025-08-02T08:51:28.869122
6c26a3e7-f9bc-47ee-863d-bb598c176838,e3c8ac2f-f411-4436-96c4-bb0b2b48fccb,e2edeede-9e8c-4dd9-b68a-627296955422,2,1.95,2025-08-02T09:53:57.800084
2b10e08a-33b6-43a3-a9cb-c0782362530f,178cb293-eb88-4f8b-8acd-a5bb2dd32454,bfaa888f-6bb9-4f28-af5b-6230d9256837,4,6.08,2025-08-02T06:16:06.845943
9f8ee5a1-6efa-4aee-94ce-eec53e8a6f26,2f4d4e86-58fa-4fdc-8cd0-c4b93e849f82,886101fe-6d08-45e1-893d-3592f54885fa,3,4.08,2025-08-02T09:39:32.153970
772295fe-ea5b-4ae0-8999-181a32693a27,89093519-49eb-4401-b190-bae464cf82d0,c4128d60-8589-4a02-8ae0-6598eaf10e74,3,19.12,2025-08-02T14:33:35.903498
e02a2e4e-07f6-4355-8078-247bc18d8324,43d1c17a-a644-43f3-9349-4a6776bb6097,8192b71d-7eb3-4900-bb2f-1bcc3eefb170,5,0.42,2025-08-02T05:37:18.336690
748fd9e0-0b0d-4b0d-8669-71683f3ade6c,11ada424-27b7-4e31-85f8-e80439b2f47e,30e764c2-2471-41b6-91a5-69f080f02572,1,15.41,2025-08-02T21:34:28.018702
040f5276-8045-45a1-8670-2b1dcebd16d2,19470aec-c5c8-4abd-b7ab-2ede9158e0df,73c5d865-b8f6-4b37-a28a-c06e70730958,3,8.54,2025-08-02T04:35:35.916471
8b741bb8-7f96-4e43-81be-c5000d4c84cc,a867d6e2-e74a-419c-9a5a-57a9cd993357,06aec924-4c12-4aa6-95b5-8a71960d70b8,1,8.03,2025-08-02T04:57:26.158265
aa721366-b95f-4786-a8aa-176c0dc846a7,5869de13-266e-4197-ab2a-767793f4495e,29879580-f2ed-40a9-a2d7-4440e8f4a4d0,4,12.98,2025-08-02T08:25:58.357711
a67aa735-70fe-46c8-829f-82baaa71fd00,6075cad3-423a-43a0-bea5-fb64cfa9a5a0,3c4adc33-5c6f-4c3f-8d17-574392c42cf7,3,2.75,2025-08-02T19:15:39.090260
e6b962ab-a7c2-4718-be0d-f3f210856731,a8a6f1fe-d244-4b7c-920b-995d4e36df97,bbe19a77-e235-4a02-81dc-c3e02ef69994,2,5.06,2025-08-02T07:53:15.365446
