pid,pname,category,price,brand,supplier
5faa6354-2366-4041-ba28-86f823c15a35,Study Source,Sports,329.11,Dalton-Wallace,Marks and Sons
f6397bde-c95b-4178-8287-3e4ef194cbe6,History Young,Clothing,131.8,Johnson Inc,Harper-Jones
b790b12b-2d84-4816-9df4-a738d34f80c7,Particularly New,Clothing,345.02,Garcia-Simpson,"Tran, Jones and Tran"
aa14f1f8-21b0-4b42-a42b-215b894cb3d0,Sing One,Books,520.98,Hernandez-Pacheco,Sanders Inc
560050a7-69bc-4076-a597-7f32668176e4,Toward Year,Home,596.32,Hart and Sons,Jackson Inc
b5addcfc-e41e-4c51-98da-cb908900fd8c,Factor Both,Home,613.3,"Nolan, Gonzalez and Henderson",Nash LLC
32db2969-3267-4f2c-96f4-9b32b36d8bcf,Education Than,Books,101.87,Lucas-Gonzalez,Thomas-Taylor
4e0414cc-4838-4ea5-827c-90f622bc51c1,Might Lay,Clothing,634.22,Johnson Group,Woods-Kaiser
4d087366-b961-4472-a67a-9afa05f3d8b7,Analysis Customer,Home,52.83,Maynard LLC,Thompson-Curry
8534da70-6101-4415-bff7-81380c62d5b0,Seem Close,Home,227.19,Jackson Group,Phillips LLC
234f1fbe-5479-4597-837b-ff27f4d4c3fb,Your We,Home,179.34,Tanner-Lewis,Nash-Roberts
5e103072-af50-45e7-80d3-4a98ff1066af,Well Protect,Sports,790.88,Martinez-Warren,Thomas Group
9fb61bc7-6756-4c0d-91af-98a258fc57e3,Tree Why,Clothing,839.23,"Johnson, Patterson and Payne","Lopez, Smith and Cross"
9bdac959-548b-4bfc-b267-a5db7241d782,Case Century,Sports,243.46,Martinez-Perez,"Greene, Ferguson and Henry"
0280b0cc-5554-445e-a6a1-b532e54fb053,Before Scene,Clothing,678.79,Brown and Sons,Estrada-Joseph
c4b65e9d-cb47-48f1-876d-728872d6852f,Different Same,Books,990.22,Barker-Moore,Martinez Ltd
79599b87-341d-4bef-b16e-503dfbfbe4ba,State Adult,Clothing,944.63,Evans-Hutchinson,"Brown, Martinez and Murphy"
4eb6ad25-de0a-42de-a2c8-bd72b3e51fdc,Idea We,Sports,255.62,"Fowler, Baird and Vargas",Dominguez LLC
7277d241-8dbc-4219-9cc3-2553f60a1570,Site Positive,Home,195.75,Greene LLC,"Liu, Hill and Sanchez"
979b08a1-9ff0-4d76-a4d1-491cf5cbe624,Dinner East,Books,674.3,"Hendrix, Thompson and Olson",Zimmerman-Price
794b7df9-7d7e-4ac6-b1d1-1ccbd7a837f4,Month Edge,Clothing,944.82,Davila-Moore,Herring-Carlson
