payid,oid,amount,method_payment,provider,payment_status,order_status
cc79f751-7c93-4096-8124-942aef79903c,74136cf0-e8c4-48ef-b050-d58fb65dc2a2,665.41,PayPal,Square,Pending,Cancelled
e8af0e18-3939-4e8f-a8d9-b9efdff918d6,06b9c144-0ee5-4141-a17f-6bd9eec619c2,668.39,UPI,Stripe,Paid,Cancelled
92680102-7350-4529-9749-4da9f229f647,151e0333-b680-4bd7-99e4-34cb7c57602a,465.32,Cash on Delivery,PayPal,Failed,Shipped
4c0c9b1a-cee8-40ab-9681-3b519f2d5922,78fdd2c6-49f1-4488-9b8c-56d2c5274d94,705.6,Credit Card,Square,Failed,Shipped
7c154dff-c358-43e2-8f60-6082734ec6a7,e5a9dba6-637b-4812-aff6-65de562155fb,2577.16,Cash on Delivery,Bank,Paid,Placed
3d8e00a9-3ae8-4932-848c-9fe0d9c1b1bd,97566a14-f9d1-491d-b241-2f8e85d7db77,219.25,UPI,Square,Failed,Shipped
285843ae-5408-45f9-a63f-ffdead0f9bf8,bfb33261-75bb-4e0d-83e3-0b031bd98f9b,1079.41,Credit Card,Bank,Paid,Placed
8b871997-a4cd-40c5-8457-38906f440963,3266fc44-18c0-4a7e-b348-8c102cd81717,2319.28,Credit Card,Bank,Failed,Cancelled
e36271e8-7836-49e7-8c8d-8cf2a43249e9,e9593612-7b26-4225-af51-7dc46badaef8,667.69,Credit Card,Stripe,Failed,Placed
972483fd-2472-4d50-8317-44ecbf9d2d71,c73a7db5-af03-4343-ab60-4cf168a09ec1,2328.98,UPI,PayPal,Pending,Cancelled
33461c47-d763-4cc1-83ff-5d708122608a,871d0689-988b-4b3a-b162-9692b2d23396,1691.67,UPI,Bank,Paid,Shipped
d3a64918-a96b-43b7-a638-9ba21d64bb4b,c331a357-3584-4405-89c3-7434062868fd,1687.87,Cash on Delivery,Bank,Pending,Cancelled
193d4187-0d3b-4560-b876-08d5fbe16d3c,3045893c-ca3d-4a87-bf67-1b0479ef83d6,2226.81,PayPal,Square,Pending,Shipped
7b71d52f-a2e4-4216-bb8f-bddce7b1fd92,902c597f-de37-45cb-a19b-0eb9669314f4,3831.29,PayPal,Square,Paid,Shipped
a5fde5a5-51c1-42ce-92d2-265d8f2bb941,82699923-546c-4706-b284-8130b921ad0c,90.53,UPI,Bank,Pending,Cancelled
41949149-e76e-41b1-9095-754c58f30e55,221df6d3-46cb-4291-a2bd-d6ed3972c2c1,311.71,PayPal,Square,Failed,Cancelled
1933dcb8-a23e-44f3-adc0-8ca3b18635ce,dfcd4d90-9e43-459e-bcdf-34f6ebc3e146,298.23,UPI,Square,Failed,Cancelled
96ada8dc-cd00-4463-9f4a-c7c7d520eac1,ef4bc181-5af6-4070-9ec5-305a037cca0c,2935.72,UPI,Stripe,Paid,Cancelled
f96e0591-f9b5-43d4-b5e7-ab74db935173,5b081938-bbae-421f-8a17-c90a197d94a8,28.42,Cash on Delivery,Bank,Paid,Shipped
c864f84a-4532-4abe-9063-2a3d97ffa0fc,33d05054-78a7-4ab4-ba8c-47b0572baed3,3424.62,Credit Card,Square,Failed,Placed
673f7c15-ca6b-485f-8da0-49cd1103e3dc,c976493b-699d-457f-95da-defa9c745320,608.56,Credit Card,PayPal,Pending,Cancelled
33d71e4c-128e-4f04-a73b-fa9a30996e41,75f76cdd-2a35-41ea-bb99-b9158d29d10b,1675.1,Credit Card,PayPal,Failed,Shipped
4c4cad52-b964-47ad-844b-3e50407ad4a5,2f4262c6-baa6-4a92-8f8a-71a23a14033b,961.03,Credit Card,Square,Failed,Shipped
60b72fad-5344-4c21-9e7f-1d92d0eb4a4b,1551efae-adb1-48bd-9427-254ce649d28f,277.56,UPI,Bank,Pending,Shipped
afcd79d5-93a0-4ec0-841f-808a2c726d8d,8702a102-394a-493c-83ea-2d907ea08667,1786.84,Cash on Delivery,Stripe,Paid,Placed
7480b519-fa77-4937-a036-eddc00d42283,81a08834-8802-4a2d-abf6-dcda35a69689,335.75,PayPal,Bank,Paid,Cancelled
01b0c325-611e-41a1-abba-d2a7a8c7d8a6,b84422fa-a034-4492-b571-b44310c434ad,2845.84,PayPal,Bank,Paid,Cancelled
4489d92b-b842-44d4-b776-1532e88701ff,6dfeff7d-908e-4b44-becb-7a1d87e6bcd9,3007.4,Credit Card,PayPal,Failed,Shipped
5516ba37-8882-4ea6-9656-d33fb925b4fb,92c5cbb4-8a5c-4549-9b33-8ace9456e6cd,1914.67,Cash on Delivery,PayPal,Paid,Cancelled
