pid,pname,category,price,brand,supplier
556d1a0c-4c59-42ca-a55f-a852c1a49bc5,Stuff Result,Sports,169.23,"Bartlett, Hunt and Franklin",Nelson Inc
72befaff-ed65-442e-a815-cd3be189b904,Later Successful,Electronics,563.65,"Stewart, Peterson and Olsen","Owens, Robertson and Powell"
e03c24f9-95a5-4261-9997-83eb598691a9,Number Reduce,Home,192.77,Snow-Martinez,Silva-Crosby
0fa9665b-8c53-4e6e-ba69-409b4961b64d,Show Lose,Sports,962.5,Pearson-Rios,"Jones, Daniel and Lopez"
1261a031-d81b-4d78-b982-53ee9891512a,Nice Town,Electronics,220.4,Sullivan Group,Williamson Inc
0b77a435-64e4-46ab-a36b-e0ce5cdf0681,Task Front,Books,609.16,Stone Group,"Green, Torres and Wright"
c0b22905-c6d7-4b0d-9233-5ca1870c332c,Simple Early,Clothing,857.18,"Payne, Estrada and Chen","Murphy, Fritz and Evans"
54816743-7144-42e7-af1e-f74fea1d1116,Itself Pay,Home,897.3,Baker-Ritter,Young-Monroe
2547487f-ada7-457f-ae50-ebcdcc7538ef,Side Appear,Home,750.21,Coffey and Sons,Lawrence and Sons
4f11a212-abb1-4fb7-bd72-6579bf42ad55,Dream Moment,Sports,646.87,Hawkins and Sons,"Shaw, Patrick and Novak"
df331f84-b7d8-452f-bd47-50955f8d6f26,Institution Mother,Home,976.56,"Mills, Jones and Martinez",Pena PLC
c0cdba3d-741f-4a6b-958f-59a2a41ac1a1,Get Believe,Electronics,618.26,"Bryant, Cox and Hughes",Davenport-Ruiz
469c5229-7e9f-4552-bbbc-5e623b743f74,Join Ready,Books,291.17,Whitney-Flores,"Gonzalez, Hernandez and Higgins"
4d1195c1-cda6-48a4-8374-6ab40a4b869a,Cut Fine,Clothing,910.13,Murphy and Sons,Martin PLC
