payid,oid,amount,method_payment,provider,payment_status,order_status
f633d8a0-0643-4179-87a5-b91a508ffbe3,657d6e85-1bc2-4d46-81b4-c099c5b7cdf7,1678.1,Credit Card,Square,Pending,Cancelled
0deaa90c-c756-47c5-ab5c-d71b76338fd8,de287aab-714f-4e91-bade-14c0c8b623f6,641.77,UPI,Bank,Paid,Placed
89d21e44-2d50-48ef-a706-48bfb5210f99,f65b7ab7-40e1-4000-97a9-9e2c9f029b0a,430.15,PayPal,Bank,Failed,Placed
99cdcf6c-d8b4-46ea-a546-2f5caaf7fd92,31fe6968-e447-47b8-9396-2f0249ba7c33,303.51,Credit Card,PayPal,Failed,Shipped
d6fdc467-9113-4d4c-9891-c662c18468be,f690a902-050b-41a3-972f-2d132f1f21ed,1639.05,UPI,Square,Paid,Cancelled
f4fa9353-a233-46e6-b154-60a4fd26acc1,5518f526-27c8-40c2-a054-592b47f24c95,3325.19,PayPal,Stripe,Pending,Shipped
c4e97a9d-bd2f-4bfb-9e3b-afef62e5dac0,e6f59815-5493-46d4-859b-22047cb77723,4344.97,Cash on Delivery,Bank,Paid,Cancelled
f888909d-1ccf-4ad9-8e90-e5f5a1160c0e,fc6942d6-9f49-44a6-b7e9-221877d54837,1716.04,Credit Card,Bank,Failed,Placed
2072d77d-2688-4786-9947-ae8505f97584,d2ce2b5d-9935-4f46-8d22-636beca1c3f3,2140.63,PayPal,Stripe,Pending,Shipped
61b5abd0-5bfd-4ff9-b5f8-fb19e925e28b,b9b1a57a-1683-4203-8028-1a2061677f63,97.24,PayPal,Square,Paid,Shipped
26045c27-c1e4-4fc9-a8e3-d0570912868c,76c2fe2e-a77d-4018-b027-1978236d4459,941.56,PayPal,Bank,Failed,Cancelled
0b3401ba-7fd7-4426-80ec-c5d5ebac9537,df7b2a81-48ce-4f01-862e-9e8255636c30,980.99,UPI,Bank,Paid,Shipped
f4febc41-f28f-46d1-9b7b-96bcd5c46500,004f233f-c8f8-4618-bf0b-82133fe4fadf,3258.34,UPI,Bank,Paid,Cancelled
6096174d-d61e-447d-a187-7bd87be9f209,abbf6770-5495-49a0-b436-706768b5d8fd,493.77,Cash on Delivery,Square,Failed,Shipped
4d73e004-7725-459e-99d7-bbd86ed7c86b,64664d60-338b-4065-86af-dabb7b205614,997.85,PayPal,Stripe,Paid,Placed
c85485b3-0c69-4505-9af3-f8e7568a243d,71593104-2cf6-4ede-a4b2-f531155ba779,194.06,UPI,PayPal,Paid,Placed
55a6ee20-87ad-4418-b9a8-ea3c424da231,dd70cdbf-c524-4939-9e62-794cfa54a3bc,1372.41,UPI,PayPal,Paid,Placed
cc1e8991-0035-44ab-8314-d5aa7338a0ed,419648c0-5931-49c0-8ab8-156b95a2c353,1873.14,PayPal,Square,Paid,Cancelled
7535b8fa-5093-47ac-a2eb-e8f083a629d0,89d3dd3b-54c5-48bf-a787-e9d0ebfd4c0b,924.34,UPI,Square,Paid,Shipped
9a597f65-a7db-4bb2-a14d-36fec548d6fb,9777e0d4-3b38-40bf-9bbb-79a7c86d665f,323.99,UPI,Square,Failed,Shipped
967a7c97-7b06-416e-8efd-85d88a01ec2b,ff78e28f-2a4b-4035-8790-b093041fb690,1239.92,PayPal,PayPal,Paid,Shipped
7c4fa1f2-545e-4eea-829b-5bc5faf9136c,0d20366d-3ab9-49e9-b919-5e5888116f65,684.83,Debit Card,PayPal,Paid,Cancelled
f83ea8ac-8f9f-444f-b669-09e75b4a25c5,ab25b4b6-2878-4e0e-be69-cf8af02eceea,1675.55,UPI,Stripe,Failed,Placed
