payid,oid,amount,method_payment,provider,payment_status,order_status
7d13bb62-af0c-48e5-99a6-25fb603e10e4,49302631-f935-492f-bf4d-6864d11df249,426.89,Cash on Delivery,PayPal,Pending,Shipped
6b623e2c-63eb-4e20-bc41-1d43b99c1b3d,e02b4bea-4284-4e26-886f-ad740beed968,1171.86,Credit Card,PayPal,Pending,Shipped
3810a986-0019-47b6-9e9b-a3621b436fcf,a84fdc26-4a02-48cf-927b-4417814cb486,3691.44,PayPal,Bank,Paid,Placed
4907584c-04eb-4492-90d4-f665f7d14381,42e7d89a-a690-4daf-b6ae-eff3a0443355,378.0,PayPal,PayPal,Pending,Cancelled
9f189cfe-03bf-48a3-a383-ec6617bd26be,cfd9bdbd-26dc-4344-9dfd-8e9cdde7fe7d,2144.91,UPI,PayPal,Pending,Cancelled
a244b11a-9e8d-4b85-8fd6-f349fb0c993a,e682d255-123e-4432-b63f-e967e1942309,3825.8,Credit Card,Stripe,Paid,Shipped
534426ec-e891-4dd8-bb15-78edf877affb,9ca99fdd-8085-4085-8125-178fb2e8a549,3806.86,Cash on Delivery,Bank,Pending,Placed
9f557177-fed2-4baf-82c0-b4121f2dbe4b,bf64bbb2-894e-4017-bf51-cb110f57f8b7,886.11,Credit Card,Stripe,Pending,Placed
edb9ff02-f167-49c6-b42a-8b2b79bc43d4,75e1f277-bf62-4d4e-95ee-bcc1bc60efaf,345.52,UPI,Square,Pending,Shipped
7e20fa87-52c2-4cce-859b-c9f7b806e245,49662b23-57df-48f7-8727-668c8a3c1874,2863.38,Debit Card,PayPal,Pending,Placed
d4c017b7-085b-4dba-b745-ab3a9b0ca65d,4dc919bb-84dd-458e-b50c-ddba06c8ace1,420.66,UPI,Stripe,Pending,Shipped
f9160f29-7993-4c88-9dd7-e49e9ccda002,04d824b4-66a3-4c3e-b74a-3188cbb64fc0,2466.08,UPI,PayPal,Paid,Cancelled
dd45c58a-6f57-45f2-96ca-738e8c526e9f,c1b57457-2b63-4657-8f99-f2342642a0e9,1163.58,Debit Card,Square,Failed,Placed
5ae94a1d-75c8-4142-abcf-38b4d09a0586,48ea26d6-a417-4064-8ced-860944e0929a,2469.88,UPI,Stripe,Paid,Cancelled
0365f528-3031-4e39-97a1-12560d127381,7707592a-501d-41c6-bcd9-9fe3fcd598fd,1140.11,UPI,Bank,Paid,Cancelled
f2d32388-acfb-4a37-8675-97b105a12e75,c0b18517-c03b-43ac-a328-f21d239c7e86,772.75,UPI,Square,Pending,Placed
0e9021eb-928a-413d-aff8-659a8ec6470d,aab73268-61f7-42fe-8a24-df2a68b478db,480.16,Credit Card,Stripe,Paid,Placed
65b67b8b-ccff-4680-a43c-9c7c75288dbd,d1d94846-b818-4f48-8ef7-1a1f028dff46,1465.21,Credit Card,Bank,Pending,Placed
c43e40ed-11d5-453a-b1a8-b566281f4c5b,534260ed-a935-4109-a4c6-e878ccb5b9be,2521.5,Cash on Delivery,Square,Paid,Cancelled
32091bdd-5f7f-4fbc-8c9d-328338e88f6f,3180deac-2afe-4c4f-9b23-c31472816539,3129.85,Cash on Delivery,Bank,Pending,Shipped
8b1812ae-9ed9-4f3c-8ba5-54c29a69842a,1c8b4ae5-ddc4-400a-9f84-a8cea39a36a6,4571.59,Credit Card,PayPal,Pending,Shipped
1d6795f9-793d-487c-b9c1-75045b1a3722,b957006e-57eb-46a7-850c-682f1672f6dd,2757.3,UPI,Bank,Pending,Shipped
26b75006-bdb2-4b55-bba5-3d936f3bf4d6,cf3a43a0-9bb9-4e44-bb98-f28dc91db25d,1734.43,PayPal,Stripe,Pending,Cancelled
48cf74fd-f949-463c-aece-b87fef48179e,68e9f788-22cd-4f2c-b5ab-96ba5c792000,1215.93,Credit Card,PayPal,Paid,Placed
232022dd-ab02-4486-ae6a-cd559e16c554,dc135810-bf34-4fbe-9b8e-d8b531491da3,3410.19,Credit Card,Stripe,Failed,Cancelled
60e0aa29-b029-4dd0-af9e-5323741df22e,a37f783e-52f0-4668-91d9-3aea53d777e9,545.28,UPI,Bank,Paid,Shipped
fabc9480-fecb-401e-855b-dd91460d92fa,ccd6639c-490c-4982-97cd-7b1744fd3139,2436.44,UPI,Stripe,Pending,Cancelled
cea23c98-7263-4a6e-9741-4e1dbf93ff23,09bae168-1a1c-4010-9b5b-08910e8f47c9,711.47,Credit Card,Square,Failed,Cancelled
