OrderID,Amount
0,167.67
1,179.96
2,964.13
3,805.59
4,357.26
5,890.85
6,288.87
7,146.61
8,18.59
9,665.32
10,885.7
11,202.58
12,389.78
13,994.57
14,925.46
15,933.53
16,746.11
17,205.51
18,900.2
19,553.1
20,273.0
21,49.53
22,841.47
23,569.24
24,796.38
25,429.75
26,143.64
27,727.36
28,385.85
29,584.76
30,966.38
31,357.17
32,777.65
33,881.33
34,181.17
35,643.58
36,921.28
37,471.9
38,328.65
39,543.46
40,768.47
41,292.0
42,817.68
43,539.36
44,767.72
45,913.44
46,355.34
47,675.43
48,936.9
49,614.35
50,292.34
51,849.86
52,334.1
53,90.47
54,586.61
55,824.67
56,40.6
57,982.85
58,279.09
59,953.08
60,778.99
61,614.23
62,246.79
63,183.07
64,748.33
65,725.76
66,18.92
67,174.0
68,371.4
69,667.59
70,148.1
71,917.11
72,896.69
73,403.93
74,199.61
75,35.46
76,946.9
77,457.13
78,991.85
79,150.88
80,987.12
81,844.85
82,754.47
83,595.11
84,64.31
85,614.36
86,618.71
87,900.08
88,381.94
89,459.7
90,765.25
91,663.67
92,992.46
93,369.46
94,681.31
95,558.8
96,191.45
97,885.86
98,818.42
99,299.64
100,339.75
101,222.99
102,451.87
103,786.61
104,577.55
105,853.69
106,843.59
107,402.58
108,131.51
109,39.16
110,721.01
111,778.0
112,111.59
113,992.89
114,136.57
115,385.59
116,693.47
117,34.91
118,114.88
119,590.81
120,965.77
121,706.76
122,967.05
123,493.78
124,945.87
125,482.75
126,704.54
127,172.34
128,130.78
129,388.44
130,16.02
131,121.51
132,284.04
133,117.51
134,418.53
135,848.7
136,998.01
137,436.21
138,730.03
139,442.03
140,546.03
141,312.22
142,823.86
143,30.87
144,803.22
145,859.76
146,587.03
147,437.0
148,989.34
149,454.47
150,29.35
151,876.78
152,497.6
153,544.15
154,823.69
155,693.57
156,881.72
157,143.63
158,808.43
159,810.56
160,909.85
161,327.94
162,843.56
163,832.03
164,897.66
165,148.45
166,782.22
167,757.12
168,51.85
169,347.09
170,698.45
171,725.33
172,317.36
173,140.26
174,823.77
175,49.93
176,823.33
177,360.44
178,853.12
179,126.3
180,291.52
181,68.11
182,405.41
183,787.48
184,307.51
185,951.05
186,470.35
187,956.07
188,415.08
189,442.13
190,859.26
191,878.22
192,855.09
193,460.44
194,850.95
195,460.67
196,27.59
197,972.37
198,505.06
199,538.79
200,383.47
201,175.0
202,115.68
203,938.31
204,48.86
205,321.11
206,801.71
207,637.93
208,625.75
209,660.18
210,377.38
211,27.61
212,747.67
213,960.48
214,677.7
215,682.28
216,614.93
217,990.34
218,305.77
219,305.81
220,716.59
221,122.49
222,74.95
223,972.33
224,499.81
225,671.0
226,147.06
227,887.06
228,245.39
229,267.8
230,325.96
231,211.64
232,787.08
233,48.16
234,146.34
235,319.36
236,590.24
237,196.66
238,697.36
239,633.9
240,474.51
241,203.89
242,335.52
243,799.44
244,585.82
245,569.25
246,68.59
247,418.73
248,794.68
249,658.03
250,630.33
251,701.64
252,550.38
253,483.11
254,180.65
255,512.93
256,696.94
257,171.88
258,101.62
259,88.19
260,199.13
261,464.87
262,564.66
263,17.11
264,872.15
265,938.1
266,11.42
267,440.92
268,234.81
269,833.36
270,433.52
271,986.72
272,209.22
273,210.34
274,678.83
275,852.67
276,731.31
277,362.96
278,590.83
279,51.33
280,816.64
281,302.36
282,188.55
283,690.38
284,866.38
285,602.94
286,221.54
287,558.77
288,172.15
289,295.37
290,905.9
291,942.31
292,57.94
293,906.28
294,184.21
295,943.61
296,347.19
297,670.41
298,649.58
299,554.87
300,580.27
301,143.64
302,789.6
303,439.04
304,632.42
305,372.51
306,66.32
307,859.4
308,427.71
309,545.88
310,799.06
311,41.41
312,92.88
313,490.14
314,870.31
315,612.38
316,417.53
317,332.56
318,960.71
319,417.49
320,364.65
321,625.04
322,654.36
323,196.58
324,34.58
325,819.7
326,431.12
327,722.32
328,835.76
329,102.57
330,334.46
331,394.64
332,156.17
333,707.52
334,187.68
335,849.23
336,382.9
337,236.05
338,247.97
339,351.79
340,421.37
341,813.91
342,181.58
343,160.51
344,513.15
345,758.64
346,859.71
347,739.18
348,467.94
349,174.73
350,397.68
351,519.56
352,277.66
353,160.62
354,134.19
355,223.18
356,686.25
357,53.02
358,778.01
359,763.43
360,888.4
361,449.45
362,155.56
363,750.24
364,512.06
365,198.43
366,568.69
367,448.96
368,887.18
369,350.35
370,573.66
371,252.62
372,446.87
373,515.67
374,17.58
375,977.32
376,899.29
377,464.16
378,770.42
379,418.66
380,129.63
381,24.82
382,581.49
383,351.61
384,291.71
385,388.31
386,923.51
387,921.17
388,227.74
389,64.96
390,397.96
391,222.16
392,89.42
393,258.96
394,296.95
395,610.71
396,866.97
397,288.87
398,119.86
399,885.17
400,808.77
401,632.7
402,971.96
403,896.0
404,869.25
405,140.48
406,426.39
407,574.7
408,778.31
409,126.12
410,786.87
411,361.91
412,36.44
413,473.14
414,161.41
415,327.32
416,225.5
417,110.22
418,436.49
419,519.87
420,754.73
421,925.88
422,25.3
423,720.23
424,781.98
425,299.56
426,979.09
427,285.41
428,817.68
429,54.22
430,717.25
431,870.34
432,816.14
433,360.66
434,258.32
435,989.24
436,933.12
437,459.67
438,928.02
439,827.13
440,315.27
441,890.51
442,601.91
443,752.8
444,28.57
445,748.01
446,250.61
447,44.87
448,834.07
449,880.37
450,317.2
451,293.71
452,328.84
453,983.14
454,71.32
455,728.27
456,92.33
457,572.95
458,969.36
459,207.55
460,994.9
461,722.3
462,454.21
463,651.47
464,452.33
465,578.8
466,994.32
467,411.92
468,837.98
469,798.05
470,746.22
471,22.41
472,331.79
473,286.38
474,175.7
475,164.94
476,445.6
477,849.76
478,693.92
479,92.57
480,176.5
481,951.94
482,650.43
483,955.08
484,879.11
485,360.08
486,131.45
487,178.24
488,199.46
489,859.67
490,859.8
491,829.09
492,825.7
493,721.07
494,242.27
495,255.04
496,410.26
497,185.96
498,865.05
499,922.44
500,244.72
501,265.24
502,913.67
503,604.6
504,827.98
505,880.18
506,881.59
507,125.64
508,821.57
509,891.53
510,127.0
511,731.98
512,988.63
513,517.15
514,263.09
515,600.85
516,948.13
517,488.33
518,622.16
519,700.11
520,467.64
521,929.01
522,313.87
523,942.74
524,374.62
525,272.14
526,868.96
527,612.47
528,961.77
529,934.08
530,287.05
531,783.29
532,359.37
533,187.27
534,904.87
535,380.53
536,625.48
537,261.19
538,325.34
539,868.37
540,822.54
541,168.31
542,398.16
543,541.04
544,445.06
545,199.54
546,213.08
547,965.77
548,404.49
549,802.75
550,917.19
551,649.94
552,812.35
553,957.3
554,260.08
555,46.89
556,788.23
557,632.6
558,568.66
559,279.71
560,931.84
561,26.38
562,348.55
563,237.34
564,723.59
565,312.53
566,509.47
567,169.73
568,948.63
569,430.64
570,335.57
571,671.47
572,346.9
573,639.51
574,359.38
575,186.32
576,531.19
577,600.05
578,105.15
579,777.74
580,313.53
581,884.56
582,323.71
583,330.47
584,359.24
585,321.54
586,506.71
587,75.18
588,480.78
589,823.5
590,239.48
591,585.14
592,672.83
593,862.3
594,285.45
595,423.58
596,211.49
597,86.03
598,690.29
599,434.71
600,871.19
601,366.7
602,968.68
603,155.82
604,211.2
605,584.55
606,875.75
607,352.61
608,481.17
609,714.95
610,923.73
611,271.96
612,249.7
613,565.62
614,446.19
615,992.72
616,628.83
617,471.24
618,377.68
619,178.77
620,333.97
621,462.43
622,71.08
623,977.5
624,37.48
625,481.63
626,760.75
627,810.67
628,313.14
629,653.01
630,887.49
631,880.74
632,640.91
633,214.55
634,481.88
635,514.08
636,957.15
637,370.38
638,935.32
639,695.05
640,216.7
641,538.58
642,209.38
643,705.43
644,783.27
645,40.39
646,849.86
647,866.12
648,250.32
649,525.46
650,827.77
651,667.85
652,38.83
653,357.77
654,845.99
655,741.03
656,364.79
657,302.64
658,793.11
659,78.29
660,799.36
661,63.9
662,519.73
663,463.55
664,911.99
665,699.09
666,958.43
667,60.08
668,550.94
669,676.13
670,323.36
671,747.28
672,27.64
673,39.56
674,238.74
675,715.73
676,814.68
677,146.57
678,470.27
679,175.54
680,735.46
681,645.23
682,658.07
683,723.3
684,583.65
685,251.78
686,726.26
687,161.42
688,520.88
689,869.69
690,364.66
691,343.57
692,495.11
693,620.51
694,16.57
695,141.16
696,268.25
697,616.53
698,731.42
699,497.09
700,657.76
701,243.13
702,256.67
703,640.68
704,729.32
705,510.29
706,595.36
707,635.51
708,672.46
709,735.78
710,443.96
711,59.55
712,474.53
713,426.71
714,931.28
715,65.51
716,158.99
717,921.9
718,839.09
719,33.19
720,451.84
721,879.98
722,988.33
723,873.33
724,541.7
725,980.42
726,294.15
727,944.6
728,373.76
729,30.56
730,963.3
731,978.52
732,428.08
733,890.11
734,536.05
735,615.71
736,826.65
737,534.14
738,120.88
739,313.87
740,780.56
741,249.87
742,424.95
743,453.34
744,104.33
745,746.01
746,347.15
747,531.8
748,945.9
749,782.93
750,736.45
751,589.59
752,16.04
753,557.15
754,264.11
755,590.98
756,731.51
757,605.55
758,90.59
759,68.55
760,839.44
761,426.83
762,820.49
763,584.13
764,294.46
765,469.45
766,461.51
767,32.04
768,449.32
769,522.37
770,696.19
771,787.02
772,610.01
773,540.65
774,677.26
775,128.58
776,863.06
777,791.13
778,108.04
779,808.6
780,580.61
781,632.16
782,292.35
783,488.32
784,303.65
785,768.35
786,63.66
787,923.77
788,356.97
789,866.93
790,699.3
791,246.01
792,565.22
793,708.86
794,672.68
795,856.13
796,824.15
797,880.5
798,712.14
799,688.21
800,616.61
801,342.24
802,474.88
803,659.35
804,21.15
805,868.69
806,278.99
807,914.28
808,252.32
809,28.45
810,274.61
811,680.34
812,882.47
813,482.32
814,577.62
815,114.33
816,599.18
817,70.9
818,64.43
819,68.67
820,907.62
821,460.03
822,333.03
823,172.84
824,370.68
825,504.22
826,394.7
827,615.02
828,772.55
829,881.19
830,404.65
831,753.56
832,511.98
833,262.97
834,34.36
835,461.33
