OrderID,Amount
0,340.68
1,477.39
2,661.59
3,452.16
4,426.16
5,389.8
6,886.36
7,33.0
8,95.27
9,223.46
10,122.58
11,711.16
12,675.21
13,933.07
14,603.94
15,20.53
16,513.24
17,941.22
18,15.26
19,40.18
20,970.77
21,718.97
22,112.16
23,861.24
24,127.22
25,915.95
26,40.61
27,549.26
28,582.57
29,358.3
30,897.17
31,248.74
32,414.19
33,917.44
34,248.63
35,921.15
36,315.47
37,926.81
38,296.77
39,219.55
40,409.16
41,992.65
42,459.06
43,74.7
44,773.7
45,189.51
46,648.08
47,862.1
48,639.98
49,653.38
50,972.52
51,398.02
52,208.68
53,637.69
54,365.49
55,396.47
56,635.62
57,910.26
58,806.32
59,732.61
60,550.58
61,767.36
62,380.38
63,156.38
64,645.76
65,982.75
66,49.24
67,753.4
68,295.52
69,828.33
70,625.3
71,588.94
72,908.16
73,998.7
74,474.63
75,535.46
76,686.35
77,942.71
78,360.21
79,138.64
80,766.54
81,14.08
82,96.84
83,70.9
84,11.93
85,870.74
86,591.91
87,754.99
88,701.71
89,78.86
90,357.94
91,169.02
92,895.36
93,242.51
94,401.79
95,57.6
96,267.17
97,403.41
98,155.2
99,346.28
100,834.55
101,797.13
102,215.52
103,304.43
104,656.11
105,28.79
106,81.82
107,422.56
108,200.57
109,246.77
110,370.8
111,388.76
112,151.45
113,813.65
114,449.84
115,419.81
116,117.81
117,637.95
118,941.85
119,975.28
120,959.01
121,304.39
122,414.07
123,269.02
124,143.53
125,874.18
126,489.86
127,102.95
128,252.49
129,768.67
130,765.39
131,917.01
132,779.03
133,634.52
134,226.78
135,841.64
136,212.56
137,704.42
138,339.06
139,713.72
140,386.05
141,196.82
142,948.36
143,546.89
144,731.1
145,696.47
146,332.11
147,225.42
148,715.0
149,399.45
150,830.87
151,670.66
152,924.48
153,412.75
154,664.1
155,705.2
156,226.17
157,744.15
158,514.53
159,427.39
160,977.72
161,925.5
162,900.85
163,83.34
164,196.79
165,934.85
166,464.25
167,881.19
168,612.31
169,88.26
170,246.54
171,92.06
172,682.53
173,761.6
174,772.59
175,277.23
176,73.25
177,825.12
178,635.79
179,292.41
180,996.89
181,650.32
182,883.61
183,463.4
184,481.59
185,752.34
186,350.08
187,973.87
188,218.85
189,511.55
190,55.96
191,460.04
192,352.75
193,599.52
194,49.73
195,613.9
196,415.71
197,499.88
198,607.28
199,686.99
200,882.26
201,403.89
202,211.26
203,429.62
204,721.35
205,83.45
206,576.88
207,175.45
208,623.62
209,976.28
210,918.58
211,613.2
212,791.29
213,224.52
214,59.9
215,822.67
216,172.83
217,980.29
218,572.6
219,890.27
220,284.93
221,86.16
222,68.4
223,364.77
224,188.44
225,651.15
226,798.35
227,640.06
228,833.19
229,557.29
230,177.14
231,167.7
232,738.1
233,10.96
234,756.0
235,521.74
236,717.89
237,562.24
238,895.61
239,462.28
240,922.85
241,451.05
242,244.77
243,158.84
244,560.51
245,911.99
246,110.8
247,525.1
248,12.73
249,34.58
250,62.9
251,416.83
252,147.53
253,790.49
254,815.76
255,411.31
256,421.62
257,245.25
258,182.16
259,500.54
260,863.91
261,640.16
262,136.99
263,209.57
264,87.0
265,564.79
266,868.33
267,569.13
268,162.47
269,415.73
270,184.23
271,100.79
272,179.21
273,18.09
274,936.42
275,526.14
276,178.88
277,688.95
278,706.98
279,82.69
280,278.87
281,456.48
282,198.77
283,108.77
284,954.12
285,45.63
286,257.52
287,999.65
288,871.84
289,868.25
290,705.48
291,211.31
292,47.04
293,214.89
294,151.94
295,800.27
296,632.86
297,619.79
298,401.89
299,999.56
300,814.66
301,995.1
302,847.16
303,10.33
304,783.47
305,297.61
306,133.22
307,617.3
308,406.53
309,673.49
310,978.71
311,170.71
312,59.1
313,380.61
314,228.7
315,364.91
316,290.76
317,915.66
318,110.11
319,33.24
320,794.34
321,113.5
322,881.67
323,292.56
324,356.49
325,278.91
326,77.55
327,382.27
328,568.19
329,581.06
330,934.58
331,215.89
332,104.14
333,67.71
334,267.74
335,24.22
336,65.9
337,651.66
338,465.26
339,470.17
340,160.74
341,31.85
342,854.07
343,415.14
344,90.49
345,90.92
346,575.22
347,506.68
348,709.04
349,286.57
350,980.92
351,577.6
352,393.67
353,604.57
354,147.26
355,201.1
356,674.73
357,266.38
358,582.49
359,747.8
360,318.03
361,678.88
362,728.41
363,521.16
364,595.6
365,395.46
366,60.19
367,152.14
368,757.29
369,826.54
370,618.48
371,95.05
372,194.17
373,840.7
374,773.4
375,648.74
376,294.75
377,254.58
378,465.66
379,688.98
380,696.84
381,537.78
382,843.15
383,952.14
384,446.17
385,943.64
386,206.23
387,848.05
388,381.21
389,683.59
390,781.53
391,730.72
392,152.36
393,810.75
394,300.64
395,974.92
396,365.64
397,993.57
398,504.38
399,697.23
400,789.17
401,65.1
402,461.56
403,87.86
404,508.54
405,981.6
406,100.63
407,946.2
408,129.76
409,473.23
410,629.59
411,735.54
412,760.58
413,129.13
414,306.7
415,324.14
416,509.62
417,851.97
418,337.33
419,324.77
420,258.1
421,568.61
422,824.36
423,503.1
424,428.33
425,870.81
426,283.96
427,598.2
428,543.92
429,703.58
430,92.77
431,861.27
432,454.54
433,962.52
434,706.63
435,615.61
436,235.15
437,248.69
438,785.83
439,805.23
440,49.18
441,711.94
442,414.31
443,545.34
444,292.12
445,513.91
446,61.89
447,439.63
448,253.96
449,243.82
450,622.41
451,361.01
452,880.42
453,400.47
454,609.68
455,481.06
456,237.12
457,462.5
458,988.14
459,531.23
460,791.99
461,692.12
462,456.54
463,450.19
464,943.85
465,324.97
466,923.41
467,99.97
468,434.62
469,932.82
470,28.44
471,112.78
472,91.1
473,24.33
474,333.79
475,992.85
476,333.74
477,606.13
478,961.51
479,475.63
480,473.0
481,937.97
482,709.6
483,423.84
484,761.19
485,62.7
486,400.38
487,166.28
488,893.67
489,280.77
490,981.62
491,427.02
492,187.07
493,673.73
494,417.8
495,371.76
496,215.3
497,364.41
498,60.42
499,73.53
500,116.18
501,868.58
502,848.42
503,352.79
504,996.7
505,823.41
506,341.09
507,254.24
508,791.97
509,438.62
510,824.32
511,118.39
512,445.72
513,490.18
514,213.44
515,791.6
516,886.61
517,776.77
518,461.67
519,354.2
520,526.46
521,910.26
522,832.35
523,275.68
524,773.08
525,183.46
526,448.91
527,595.77
528,219.55
529,241.27
530,907.24
531,393.38
532,219.93
533,534.33
534,705.39
535,332.72
536,74.97
537,804.33
538,93.45
539,508.04
540,970.02
541,658.84
542,306.66
543,439.74
544,135.23
545,778.43
546,277.36
547,63.65
548,782.16
549,475.35
550,919.07
551,253.37
552,468.78
553,875.23
554,764.53
555,508.73
556,734.91
557,251.42
558,433.51
559,293.4
560,806.85
561,537.05
562,424.51
563,340.97
564,622.38
565,996.09
566,650.23
567,221.37
568,482.49
569,723.56
570,135.11
571,649.54
572,251.37
573,626.13
574,305.83
575,837.63
576,515.55
577,93.01
578,772.3
579,778.06
580,829.44
581,477.96
582,220.08
583,799.18
584,715.86
585,241.37
586,771.87
587,696.45
588,504.68
589,972.49
590,482.94
591,875.48
592,200.05
593,144.58
594,207.71
595,587.65
596,704.08
597,819.92
598,975.19
599,49.78
600,802.41
601,638.51
602,934.23
603,720.88
604,433.36
605,621.88
606,228.05
607,427.32
608,187.85
609,453.86
610,358.44
611,794.92
612,107.56
613,769.53
614,877.12
615,966.74
616,164.8
617,939.52
618,686.02
619,328.18
620,891.83
621,90.04
622,722.2
623,305.66
624,807.31
625,907.33
626,362.28
627,93.92
628,796.13
629,643.7
630,812.82
631,890.93
632,178.42
633,133.76
634,771.07
635,794.17
636,766.94
637,286.87
638,832.83
639,480.41
640,517.76
641,716.43
642,542.46
643,200.15
644,641.62
645,923.45
646,121.66
647,953.24
648,172.88
649,416.28
650,548.61
651,754.27
652,899.04
653,951.9
654,56.09
655,569.53
656,256.39
657,376.1
658,805.58
659,116.53
660,509.26
661,755.08
662,753.79
663,697.31
664,143.75
665,877.06
666,677.73
667,616.86
668,542.31
669,912.38
670,958.88
671,373.76
672,220.58
673,206.75
674,650.84
675,966.9
676,593.36
677,135.69
678,48.51
679,509.36
680,276.46
681,89.0
682,896.14
683,937.58
684,428.43
685,343.9
686,797.59
687,666.13
688,677.23
689,470.57
690,676.82
691,141.89
692,721.6
693,14.44
694,476.28
695,845.05
696,780.26
697,402.42
698,372.97
699,29.44
700,849.93
701,320.7
702,663.98
703,93.93
704,612.33
705,971.35
706,394.14
707,766.45
708,868.91
709,157.13
710,477.66
711,905.32
712,131.08
713,230.95
714,866.09
715,974.13
716,386.92
717,319.85
718,643.0
719,812.97
720,78.19
721,862.74
722,343.4
723,673.31
724,736.65
725,703.43
726,62.55
727,137.11
728,932.97
729,194.35
730,19.71
731,679.39
732,480.69
733,408.58
734,274.11
735,214.79
736,166.95
737,768.07
738,835.27
739,987.87
740,15.99
741,596.44
742,705.09
743,226.69
744,863.02
745,485.34
746,97.84
747,408.79
748,313.75
749,770.2
750,599.4
751,585.28
752,939.23
753,370.2
754,158.01
755,912.49
756,520.04
757,273.95
758,463.03
759,484.87
760,88.32
761,280.47
762,513.42
763,393.33
764,101.58
765,854.26
766,276.45
767,481.96
768,309.9
769,473.78
770,154.53
771,596.13
772,358.29
773,552.37
774,837.88
775,96.86
776,157.9
777,612.99
778,351.27
779,576.35
780,596.78
781,360.19
782,646.64
783,270.87
784,378.79
785,545.44
786,976.98
787,93.84
788,41.87
789,89.03
790,753.54
791,801.62
792,61.02
793,617.18
794,924.92
795,692.25
796,719.13
797,869.14
798,610.82
799,205.12
800,656.88
801,673.25
802,370.58
803,202.56
804,517.77
805,367.06
806,10.5
807,369.34
808,464.1
809,743.9
810,145.31
811,350.43
812,736.44
813,496.58
814,136.97
815,947.71
816,416.12
817,614.31
818,485.34
819,532.95
820,659.14
821,436.94
822,398.83
823,337.46
824,413.82
825,134.65
826,721.16
827,326.16
828,44.1
829,903.99
830,275.46
831,986.45
832,274.33
833,264.81
834,591.89
835,165.99
836,726.62
837,590.61
838,769.14
839,458.87
840,600.87
841,942.25
842,937.21
843,941.34
844,706.35
845,726.56
846,979.14
847,724.52
848,592.61
849,173.91
850,820.96
851,520.23
852,964.01
853,533.46
854,429.53
855,506.05
856,324.68
857,951.37
858,507.17
859,767.06
860,909.89
861,992.35
862,133.98
863,522.48
864,774.26
865,162.26
866,14.06
867,413.59
868,764.93
869,895.03
870,771.46
871,648.05
872,791.53
873,830.96
874,282.62
875,550.14
876,363.44
877,580.29
878,883.15
