oid,cid,pid,quantity,order_date
27b5c88d-75af-41be-9e0c-9af9167668e5,4110c73f-7a1d-4d1a-960d-b39c414d7eae,0ca2f974-348b-44c6-ba7f-1b882cc8c491,4,2026-03-10T01:48:24.537079
98780c62-4c2d-41be-b467-b0aabf5c712b,c2e22a72-e623-42d2-bb7b-69d96716359a,85d7ebfc-0511-4c74-a39c-14f6c6d8eb25,1,2026-03-10T20:23:17.114453
09c8c5e2-04f4-437b-af9c-4a56b6c51384,3c1e08ba-e57b-462a-8cf7-c10522d7b589,93c7832a-c95e-40ad-8307-b12a4fc77bec,2,2026-03-10T07:30:13.472097
0873226c-245e-46b5-8bef-71d107352474,786a4ebb-956d-4a25-8acb-441732e986cd,9feb0728-2ad2-40db-aa47-e509d31b01c6,1,2026-03-10T11:31:54.187290
87330426-24cd-4c76-b083-339fcbe59615,5e1eaf8b-17c5-4f9b-8717-175177706c32,4eb5ae81-4f65-4999-87c4-5651f067df83,5,2026-03-10T17:52:53.936387
c4109a67-93ba-4993-8323-2d93a80b32a9,12304f3a-a18d-49a3-b8c0-5c5460fa2e31,df8ce54c-552f-4427-b486-1e64cda0f898,2,2026-03-10T04:56:20.113987
f3bbfbf6-4d01-42c1-a59c-33c954037339,cc2af3a7-f3c8-4c65-b927-e94d061e64cc,828465c9-b6cf-49c6-a7dd-2c3b7568f912,5,2026-03-10T12:38:23.219559
a431cc4a-64e6-4f5c-868c-d91759911411,3c1e08ba-e57b-462a-8cf7-c10522d7b589,7887be0f-4f11-4d83-aa5b-35d2571d0f78,5,2026-03-10T14:57:03.472433
1f7ccf2d-40ab-4876-81ab-9cbe860d9d05,12967865-8fc9-457f-a6c6-c7f03f18befa,c4e7d6b4-499f-48a5-835c-ed5a895fd869,4,2026-03-10T09:05:28.294546
d416dd39-667c-4a3a-920f-311999e289ff,87498145-b9a9-43f2-9180-8668f5148c9b,97992857-0797-40b1-8c91-79d3b2e0b77c,5,2026-03-10T04:19:59.629143
c281367a-ee3d-473c-b85a-0e822cef597b,5f8e9d0f-1262-41fd-822a-ef6dfa2dc151,7a8c7997-f608-48fa-99a6-982f6c189964,4,2026-03-10T03:05:14.435005
b1dbb46c-9b56-4e78-8a32-49866a63e7c5,4157ab52-a1a2-4222-b6b3-342c6e20e88a,766c7471-9b8e-47b1-8686-2eb23397fa75,1,2026-03-10T02:18:20.181731
03b97644-a28c-466b-a743-bb4a4df9ef79,5ae9baa5-5e15-4fef-a943-35264947c29c,10171e4a-165f-4522-af7e-a5030eae54aa,2,2026-03-10T00:13:36.567953
2b8851a0-3567-409d-af99-43fb0b5b77ba,1ae84c88-9e50-4cc9-9bfd-4b33e6005d54,49e861bb-77d6-4ac1-9106-3c2eb911b42d,4,2026-03-10T19:08:34.668990
71a2e6c5-a015-43b9-b4e4-7daeea0ac683,7f7c408a-1d65-45be-b6c6-631020dbabaf,ac31f5c9-dbea-4a4e-b54e-d8baeae2b6e2,5,2026-03-10T05:45:09.948022
3757ac85-e5c4-4b54-8522-5dd225b9862b,2ba9b88a-0a3e-4710-8f36-c0c5e3d78c70,2f5273f0-be92-4133-8ae7-b8c7c8e49df9,2,2026-03-10T01:25:03.723153
614fab65-5e79-4aec-b08d-433f31cd4a91,6d7c9765-e19d-4c04-893a-4bcfbabd6e1d,8cf3670e-4ea3-4d14-977b-14c26199ad34,4,2026-03-10T16:14:25.234051
1d4c64d3-27eb-4bf5-abe8-97bad7cd4428,4110c73f-7a1d-4d1a-960d-b39c414d7eae,adaaaa41-3d40-4447-8fd8-7e329038c744,2,2026-03-10T13:59:34.771775
eaf4eaf5-8eb7-439b-81a0-38b77a10778d,e2cb125c-ec39-4578-99a0-d626b4f2ddab,fba2f1f2-b8df-49b5-b058-874049ba073f,2,2026-03-10T05:05:20.892447
cd6af316-fda5-4960-9ec6-f387e050835a,e5f6a95b-8da5-4d04-8ff6-4c2bdf88ba61,2cf155aa-08ef-41c6-a0e1-3e42924caac6,2,2026-03-10T05:45:05.722463
f6b1ca79-505e-4c0c-bc97-22cc464bb828,5e8df14a-ff04-49e7-be0b-4bf69de7ada5,70741670-0f1a-4e10-8237-08f5c5229dc4,5,2026-03-10T13:30:21.003646
8c6e4352-81fc-4081-8c1b-f32fd6b7cd6f,1bee4a3a-451f-4a8a-8d27-13f10037b991,72be92a8-8810-4844-b255-2a9d721cc48c,3,2026-03-10T15:30:44.657508
9f122861-20c2-42e8-acda-63bed425681d,976ff6bf-12bf-405f-96a2-c475deb89f4b,0126805b-f348-40ff-b14d-608cd49e49ae,2,2026-03-10T14:35:31.091566
fc7a229a-d064-4f26-b3fc-4f2fe77e6468,c93e8bf7-d186-46cc-a7dc-26e4e61c3b2c,30f7f89d-4856-4c66-b60b-0f14ac9d16ff,3,2026-03-10T15:15:24.437521
6dbc32da-3003-45cc-b542-ab5c1191981e,616ba327-2a7a-495d-b2f1-87d0cbc43197,85d7ebfc-0511-4c74-a39c-14f6c6d8eb25,5,2026-03-10T19:02:03.300985
eda6ab49-2bae-4b95-8724-1b8ca907443a,62823652-8162-40ad-8c55-c22dc1d750fd,4941f9d5-814b-46bf-bc96-95237db92f11,1,2026-03-10T15:53:10.576507
42c9727a-23f7-42e6-9c01-4bf1850f7552,27a07682-1592-4611-9d44-884337f81d66,3cd51099-a556-4087-9650-0410ca649717,5,2026-03-10T19:44:56.076406
939bc295-bc1a-4b92-88c9-b015ebfc0da5,0d53d9a2-dbe0-43bc-88c8-acaa47b79e3b,4a305f7e-8397-465c-8939-3880c01dca79,3,2026-03-10T15:42:45.837023
31a25940-1929-484f-a59a-129819b60efb,5e8df14a-ff04-49e7-be0b-4bf69de7ada5,01ab5c7e-176c-4863-ac56-f7d4a68daba2,4,2026-03-10T02:48:22.666268
c4e28ff9-3299-4151-8aab-f25a98a64884,34b9318c-4ae7-4e56-81f3-66310d1055e4,8da4d030-4eb1-4487-b985-17dccde7a1d3,1,2026-03-10T10:39:15.098301
0f9b071f-cdc4-479f-b450-68614105ebee,4a4596d8-1546-43c5-a56c-c96336d15773,91261e86-9086-45c6-a826-ac21d6dc0bcf,2,2026-03-10T23:50:35.505910
f70d8f02-689c-40d9-8641-56648d94b007,cd7b71b7-d906-4d42-80a2-f4ebcda6429e,5cd77caa-7e35-4373-aa09-95ba266060bb,2,2026-03-10T01:34:25.561219
386681be-52c3-4b1b-afba-3f021eb9abfe,288ca8c4-d0f5-4fc3-b94d-dc5573b8ff87,12354beb-819b-4a45-b2c0-7d2e34c45834,1,2026-03-10T08:39:27.826289
06482f64-2157-4a0d-855b-e2193317c395,288ca8c4-d0f5-4fc3-b94d-dc5573b8ff87,954ad64b-dce5-4850-ace9-477f41ebe52f,2,2026-03-10T23:54:24.787207
e42f6577-0595-40ea-b5b0-a2b619d5ed11,288ca8c4-d0f5-4fc3-b94d-dc5573b8ff87,72f58321-2bae-45c4-b60a-b491bbc58619,4,2026-03-10T03:01:01.729132
0e477683-d0e6-43ae-8ffe-cde1d79a587b,4cc9118a-2231-47f1-810e-00b8faef1be1,f9ff446d-25b2-485b-af96-c436e994da6f,1,2026-03-10T01:36:07.716912
3c185f93-b51e-4ef9-8833-fa32a81f8310,6fe245ee-9a94-47c2-adce-dc320e6a1f6e,720115f8-818d-4238-9782-fc09ee27e7f9,1,2026-03-10T23:51:10.873557
432dca9f-6c35-445d-8497-d2feb3f122f0,1ae84c88-9e50-4cc9-9bfd-4b33e6005d54,3e90b6f6-cbd0-4c92-b122-aa4ef779598c,3,2026-03-10T21:50:38.447374
505fcb4a-aa64-4d7a-b243-586f144904c7,5e176f13-0f98-49fa-8bdc-71244b2a3a70,abd0b863-13f8-4a7b-a7c0-8250aa85224c,2,2026-03-10T01:15:15.954016
cce3ab50-5400-4b4b-aa06-8988736166d8,6485cd31-5b79-4aea-a577-7da71e99dfcf,c4bbd08e-abb3-4426-9fe8-f5fa9e6ef2d3,4,2026-03-10T10:22:31.130642
73e490aa-30dd-4d34-9b47-0175968df40a,7f7c408a-1d65-45be-b6c6-631020dbabaf,6e15b4c5-c005-4003-90c9-d200cfd34124,4,2026-03-10T05:06:14.269389
fb169e54-a686-4f91-9844-e45a1d85233a,48e502c3-3017-4ea8-9626-77316fab7582,3e90b6f6-cbd0-4c92-b122-aa4ef779598c,1,2026-03-10T04:24:27.497362
69abd227-59fc-4c01-90ff-b09d6ae80657,55f8db4c-3ea3-44fb-90fc-a2852cbc90a5,fa7a2987-0329-40ca-8748-a9f9dde48c64,2,2026-03-10T14:50:44.009695
db6b8c09-c66e-486d-9558-391febaf82cf,55f8db4c-3ea3-44fb-90fc-a2852cbc90a5,8758dd37-059c-4323-9dcb-91d07184ea2f,2,2026-03-10T08:48:46.878456
fce34ec8-6513-4b73-b76a-0001f636aa73,c03ebd85-4a73-4c51-992e-678729fd8fcf,49875ea6-bd59-4e86-a6b3-929f152c3ff9,4,2026-03-10T08:07:06.690254
6b83b9c1-018d-4ea0-a7e4-5b94f1194ca7,feabc0ad-c77a-4890-80c9-88bcfd29e92f,2607cbb0-9f86-41ee-a815-621bc24237b2,2,2026-03-10T22:18:56.805068
7a1aeebe-aca4-4825-8e41-5b99c3916c58,823d78fd-73dc-4f0a-abdf-42328bcc4c45,b11b5cd2-dd43-496b-9b96-f49cec3dc297,2,2026-03-10T23:38:02.008542
9a4b210c-7d9c-436f-8125-b814e45415ac,1c90fae3-15af-45c2-9e1f-a637c7211bc2,f876c30f-4c1b-4a6b-bb0f-a3c43a58e22c,4,2026-03-10T19:31:30.940590
347231bb-773e-41c0-b267-8ff90ad5ff29,823d78fd-73dc-4f0a-abdf-42328bcc4c45,d9cb3f2b-d74c-4c52-b3ff-b5c9925a207d,5,2026-03-10T16:26:22.559686
6d89a2b1-a270-4dca-93b5-24f064229970,c287b283-436e-445a-b695-8b2217944071,e5ab3d83-48c5-43d6-bffa-e1c1951a39ac,1,2026-03-10T05:35:23.818109
1572ea40-7d9a-4894-be00-8b96c8d3cd8a,ae1e9f91-ef2a-4b83-9450-c56990879736,db19f622-b8f7-45f6-9cf6-57ee58899662,5,2026-03-10T09:38:11.248451
7c50d68b-4571-4fb6-8879-936256582140,1b026159-58e2-4928-ac39-cc3b37953da1,c018d0f8-4ad1-441c-bf2d-317b77d67f2e,4,2026-03-10T23:29:26.213569
26585fbc-4ba9-495b-9b0b-ae6efc14dd79,e8b9336e-b7ce-4ce4-94bc-9f682da3ef98,ce4ffcb0-0eea-447e-adfe-0017ae79b53b,2,2026-03-10T00:56:16.959621
9b93c6d2-7b1c-45ef-a40a-2041b247a732,8414c74a-91a9-4b6d-8de8-734bbbea06c4,55a19fd0-a499-47b2-8869-c84f47633e2e,5,2026-03-10T06:26:35.704696
82e411c4-cfcb-444a-ab97-c1c6a18503d6,8d5e1b11-6f53-4b23-afbe-80bb9473b2e7,ccef635b-27d9-4e84-8c0f-f98c50a9f869,1,2026-03-10T19:26:31.258632
03cdf9ea-a391-49b1-8f36-8b0f4a9fdc87,a716c33c-ea62-4f69-942b-3721d6e761ad,86682c0f-7764-4d0b-a692-af5b409eeb61,5,2026-03-10T23:35:35.703016
5433d386-df9f-45db-b449-6decc87c555f,dc2a16e3-224e-4c0f-b8af-4f97eb8edee4,9cdedc58-4559-424b-83e5-c29213408b66,3,2026-03-10T10:08:00.622208
bda170bb-5442-42d4-92ca-f97bc08f4712,432b3671-b51a-464b-b491-32b6a455803e,55a19fd0-a499-47b2-8869-c84f47633e2e,5,2026-03-10T14:51:59.255640
73d9e098-8fa9-4108-bbcb-f1c3349f9a0d,87498145-b9a9-43f2-9180-8668f5148c9b,67f37663-eadb-42ec-88b7-de55130f9f7c,1,2026-03-10T08:06:58.951671
78f45677-e784-42a2-a28c-936f8a359414,81ce65f6-be2e-4f32-9240-bd5528a49050,d5519c6e-81e5-47e7-9582-55c62800ce04,1,2026-03-10T21:22:24.471558
898e0276-1655-486f-b4db-c324d149725f,8414c74a-91a9-4b6d-8de8-734bbbea06c4,5eefd9c2-6669-4c1d-8fac-f1b5ddec4ff8,1,2026-03-10T07:29:35.894423
e6ac0fb4-a0f1-4d31-a33c-62ac3a890391,87498145-b9a9-43f2-9180-8668f5148c9b,fc1dbeac-1c70-479b-81a0-1f167c9d677d,3,2026-03-10T01:43:31.644095
80b7fab9-f2f1-417f-83ee-d89960a30c79,62823652-8162-40ad-8c55-c22dc1d750fd,25f14336-ffdd-442b-bdbe-4811a51f17df,4,2026-03-10T17:54:20.065448
f84c08ec-19ac-45d2-8d38-7fcd64ed9d7b,5518894d-264f-452d-ba60-366e6ff29594,de87c245-d31a-4dd5-bf5f-96119c47c615,5,2026-03-10T17:43:53.248057
5bc5c837-b18f-45b0-8cdb-79786c224080,81ce65f6-be2e-4f32-9240-bd5528a49050,fd04df6e-bd4f-4f23-92e4-f3ff49663d07,1,2026-03-10T13:59:36.575012
